"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A05_T02_S03_001","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Medium","MCQ","A pyramid has base area \(12\) and perpendicular height \(6\). What is its volume?","\(24\)","\(72\)","\(18\)","\(36\)","A","The volume of a pyramid is \(\frac{1}{3}\times \text{base area}\times \text{height}\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_002","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Medium","MCQ","What is the volume of a cone with radius \(4\) and height \(7\)?","\(112\pi\)","\(\frac{112}{3}\pi\)","\(\frac{224}{3}\pi\)","\(28\pi\)","B","The volume of a cone is \(\frac{1}{3}\pi r^2 h\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_003","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Medium","MCQ","A pyramid has base area \(14\) and perpendicular height \(8\). What is its volume?","\(112\)","\(22\)","\(37\)","\(56\)","C","The volume of a pyramid is \(\frac{1}{3}\times \text{base area}\times \text{height}\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_004","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Medium","MCQ","What is the volume of a cone with radius \(6\) and height \(9\)?","\(324\pi\)","\(\frac{648}{3}\pi\)","\(54\pi\)","\(\frac{324}{3}\pi\)","D","The volume of a cone is \(\frac{1}{3}\pi r^2 h\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_005","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Medium","MCQ","A pyramid has base area \(16\) and perpendicular height \(10\). What is its volume?","\(53\)","\(160\)","\(26\)","\(80\)","A","The volume of a pyramid is \(\frac{1}{3}\times \text{base area}\times \text{height}\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_006","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Medium","MCQ","What is the volume of a cone with radius \(4\) and height \(6\)?","\(96\pi\)","\(\frac{96}{3}\pi\)","\(\frac{192}{3}\pi\)","\(24\pi\)","B","The volume of a cone is \(\frac{1}{3}\pi r^2 h\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_007","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Medium","MCQ","A pyramid has base area \(18\) and perpendicular height \(7\). What is its volume?","\(126\)","\(25\)","\(42\)","\(63\)","C","The volume of a pyramid is \(\frac{1}{3}\times \text{base area}\times \text{height}\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_008","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Medium","MCQ","What is the volume of a cone with radius \(6\) and height \(8\)?","\(288\pi\)","\(\frac{576}{3}\pi\)","\(48\pi\)","\(\frac{288}{3}\pi\)","D","The volume of a cone is \(\frac{1}{3}\pi r^2 h\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_009","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Medium","MCQ","A pyramid has base area \(20\) and perpendicular height \(9\). What is its volume?","\(60\)","\(180\)","\(29\)","\(90\)","A","The volume of a pyramid is \(\frac{1}{3}\times \text{base area}\times \text{height}\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
"QB_A05_T02_S03_010","A05","Measurement","A05_T02","Volume","A05_T02_S03","Volume of pyramids and cones","5.2.3","Medium","MCQ","What is the volume of a cone with radius \(4\) and height \(10\)?","\(160\pi\)","\(\frac{160}{3}\pi\)","\(\frac{320}{3}\pi\)","\(40\pi\)","B","The volume of a cone is \(\frac{1}{3}\pi r^2 h\).","measurement;volume;pyramids;cones","approved_hierarchy_v1"
