"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T04_S04_001","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Medium","MCQ","What is the gradient of the line through \((1,2)\) and \((3,5)\)?","\(\frac{3}{2}\)","\(\frac{2}{3}\)","\(5\)","\(-1\)","A","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_002","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Medium","MCQ","What is the gradient of the line through \((2,3)\) and \((5,7)\)?","\(\frac{3}{4}\)","\(\frac{4}{3}\)","\(7\)","\(-1\)","B","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_003","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Medium","MCQ","What is the gradient of the line through \((3,4)\) and \((7,9)\)?","\(\frac{4}{5}\)","\(9\)","\(\frac{5}{4}\)","\(-1\)","C","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_004","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Medium","MCQ","What is the gradient of the line through \((4,5)\) and \((9,11)\)?","\(\frac{5}{6}\)","\(11\)","\(-1\)","\(\frac{6}{5}\)","D","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_005","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Medium","MCQ","What is the gradient of the line through \((5,6)\) and \((11,9)\)?","\(\frac{3}{6}\)","\(\frac{6}{3}\)","\(9\)","\(3\)","A","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_006","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Medium","MCQ","What is the gradient of the line through \((6,7)\) and \((8,11)\)?","\(\frac{2}{4}\)","\(\frac{4}{2}\)","\(6\)","\(-2\)","B","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_007","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Medium","MCQ","What is the gradient of the line through \((1,8)\) and \((4,13)\)?","\(\frac{3}{5}\)","\(8\)","\(\frac{5}{3}\)","\(-2\)","C","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_008","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Medium","MCQ","What is the gradient of the line through \((2,2)\) and \((6,8)\)?","\(\frac{4}{6}\)","\(10\)","\(-2\)","\(\frac{6}{4}\)","D","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_009","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Medium","MCQ","What is the gradient of the line through \((3,3)\) and \((8,6)\)?","\(\frac{3}{5}\)","\(\frac{5}{3}\)","\(8\)","\(2\)","A","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_010","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Medium","MCQ","What is the gradient of the line through \((4,4)\) and \((10,8)\)?","\(\frac{6}{4}\)","\(\frac{4}{6}\)","\(10\)","\(2\)","B","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_011","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Hard","MCQ","What is the gradient of the line through \((5,5)\) and \((7,10)\)?","\(\frac{2}{5}\)","\(7\)","\(\frac{5}{2}\)","\(-3\)","C","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_012","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Hard","MCQ","What is the gradient of the line through \((6,6)\) and \((9,12)\)?","\(\frac{3}{6}\)","\(9\)","\(-3\)","\(\frac{6}{3}\)","D","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_013","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Hard","MCQ","What is the gradient of the line through \((1,7)\) and \((5,10)\)?","\(\frac{3}{4}\)","\(\frac{4}{3}\)","\(7\)","\(1\)","A","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_014","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Hard","MCQ","What is the gradient of the line through \((2,8)\) and \((7,12)\)?","\(\frac{5}{4}\)","\(\frac{4}{5}\)","\(9\)","\(1\)","B","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_015","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Hard","MCQ","What is the gradient of the line through \((3,2)\) and \((9,7)\)?","\(\frac{6}{5}\)","\(11\)","\(\frac{5}{6}\)","\(1\)","C","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_016","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Hard","MCQ","What is the gradient of the line through \((4,3)\) and \((6,9)\)?","\(\frac{2}{6}\)","\(8\)","\(-4\)","\(\frac{6}{2}\)","D","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_017","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Hard","MCQ","What is the gradient of the line through \((5,4)\) and \((8,7)\)?","\(\frac{3}{3}\)","\(\frac{3}{3}\) ","\(6\)","\(0\)","A","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_018","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Hard","MCQ","What is the gradient of the line through \((6,5)\) and \((10,9)\)?","\(\frac{4}{4}\) ","\(\frac{4}{4}\)","\(8\)","\(0\)","B","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_019","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Hard","MCQ","What is the gradient of the line through \((1,6)\) and \((6,11)\)?","\(\frac{5}{5}\) ","\(10\)","\(\frac{5}{5}\)","\(0\)","C","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_020","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Hard","MCQ","What is the gradient of the line through \((2,7)\) and \((8,13)\)?","\(\frac{6}{6}\) ","\(12\)","\(0\)","\(\frac{6}{6}\)","D","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_021","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Hard","MCQ","What is the gradient of the line through \((3,8)\) and \((5,11)\)?","\(\frac{3}{2}\)","\(\frac{2}{3}\)","\(5\)","\(-1\)","A","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_022","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Hard","MCQ","What is the gradient of the line through \((4,2)\) and \((7,6)\)?","\(\frac{3}{4}\)","\(\frac{4}{3}\)","\(7\)","\(-1\)","B","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_023","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Hard","MCQ","What is the gradient of the line through \((5,3)\) and \((9,8)\)?","\(\frac{4}{5}\)","\(9\)","\(\frac{5}{4}\)","\(-1\)","C","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_024","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Hard","MCQ","What is the gradient of the line through \((6,4)\) and \((11,10)\)?","\(\frac{5}{6}\)","\(11\)","\(-1\)","\(\frac{6}{5}\)","D","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
"QB_A02_T04_S04_025","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S04","Gradient formula","2.4.4","Advanced","MCQ","What is the gradient of the line through \((1,5)\) and \((7,8)\)?","\(\frac{3}{6}\)","\(\frac{6}{3}\)","\(9\)","\(3\)","A","Use \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;gradient;formula","approved_hierarchy_v1"
