"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A03_T03_S03_001","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Medium","MCQ","Solve \((x-2)(x+4)=0\).","\(x=2\) or \(x=-4\)","\(x=6\)","\(x=-2\) or \(x=4\)","\(x=2\) only","A","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_002","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Medium","MCQ","Solve \((x-3)(x+5)=0\).","\(x=8\)","\(x=3\) or \(x=-5\)","\(x=-3\) or \(x=5\)","\(x=3\) only","B","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_003","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Medium","MCQ","Solve \((x-4)(x+6)=0\).","\(x=10\)","\(x=-4\) or \(x=6\)","\(x=4\) or \(x=-6\)","\(x=4\) only","C","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_004","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Medium","MCQ","Solve \((x-5)(x+7)=0\).","\(x=12\)","\(x=-5\) or \(x=7\)","\(x=5\) only","\(x=5\) or \(x=-7\)","D","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_005","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Medium","MCQ","Solve \((x-6)(x+4)=0\).","\(x=6\) or \(x=-4\)","\(x=10\)","\(x=-6\) or \(x=4\)","\(x=6\) only","A","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_006","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Medium","MCQ","Solve \((x-2)(x+5)=0\).","\(x=7\)","\(x=2\) or \(x=-5\)","\(x=-2\) or \(x=5\)","\(x=2\) only","B","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_007","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Medium","MCQ","Solve \((x-3)(x+6)=0\).","\(x=9\)","\(x=-3\) or \(x=6\)","\(x=3\) or \(x=-6\)","\(x=3\) only","C","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_008","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Medium","MCQ","Solve \((x-4)(x+7)=0\).","\(x=11\)","\(x=-4\) or \(x=7\)","\(x=4\) only","\(x=4\) or \(x=-7\)","D","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_009","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Medium","MCQ","Solve \((x-5)(x+4)=0\).","\(x=5\) or \(x=-4\)","\(x=9\)","\(x=-5\) or \(x=4\)","\(x=5\) only","A","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_010","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Medium","MCQ","Solve \((x-6)(x+5)=0\).","\(x=11\)","\(x=6\) or \(x=-5\)","\(x=-6\) or \(x=5\)","\(x=6\) only","B","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_011","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Hard","MCQ","Solve \((x-2)(x+6)=0\).","\(x=8\)","\(x=-2\) or \(x=6\)","\(x=2\) or \(x=-6\)","\(x=2\) only","C","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_012","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Hard","MCQ","Solve \((x-3)(x+7)=0\).","\(x=10\)","\(x=-3\) or \(x=7\)","\(x=3\) only","\(x=3\) or \(x=-7\)","D","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_013","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Hard","MCQ","Solve \((x-4)(x+4)=0\).","\(x=4\) or \(x=-4\)","\(x=8\)","\(x=-4\) or \(x=4\)","\(x=4\) only","A","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_014","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Hard","MCQ","Solve \((x-5)(x+5)=0\).","\(x=10\)","\(x=5\) or \(x=-5\)","\(x=-5\) or \(x=5\)","\(x=5\) only","B","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_015","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Hard","MCQ","Solve \((x-6)(x+6)=0\).","\(x=12\)","\(x=-6\) or \(x=6\)","\(x=6\) or \(x=-6\)","\(x=6\) only","C","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_016","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Hard","MCQ","Solve \((x-2)(x+7)=0\).","\(x=9\)","\(x=-2\) or \(x=7\)","\(x=2\) only","\(x=2\) or \(x=-7\)","D","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_017","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Hard","MCQ","Solve \((x-3)(x+4)=0\).","\(x=3\) or \(x=-4\)","\(x=7\)","\(x=-3\) or \(x=4\)","\(x=3\) only","A","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_018","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Hard","MCQ","Solve \((x-4)(x+5)=0\).","\(x=9\)","\(x=4\) or \(x=-5\)","\(x=-4\) or \(x=5\)","\(x=4\) only","B","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_019","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Hard","MCQ","Solve \((x-5)(x+6)=0\).","\(x=11\)","\(x=-5\) or \(x=6\)","\(x=5\) or \(x=-6\)","\(x=5\) only","C","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_020","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Hard","MCQ","Solve \((x-6)(x+7)=0\).","\(x=13\)","\(x=-6\) or \(x=7\)","\(x=6\) only","\(x=6\) or \(x=-7\)","D","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_021","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Hard","MCQ","Solve \((x-2)(x+4)=0\).","\(x=2\) or \(x=-4\)","\(x=6\)","\(x=-2\) or \(x=4\)","\(x=2\) only","A","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
"QB_A03_T03_S03_022","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S03","Solving quadratic equations","3.3.3","Hard","MCQ","Solve \((x-3)(x+5)=0\).","\(x=8\)","\(x=3\) or \(x=-5\)","\(x=-3\) or \(x=5\)","\(x=3\) only","B","A product is zero when at least one factor is zero.","algebra;quadratic;equations;solving;solve","approved_hierarchy_v1"
