"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A03_T03_S05_001","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Medium","MCQ","Solve \(x^2 + 4x + 4 = 0\).","\(x=-2\)","\(x=2\)","\(x=0\)","\(x=\pm 2\)","A","The equation is \((x+2)^2=0\), so \(x=-2\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_002","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Medium","MCQ","Solve \(x^2 + 6x + 9 = 0\).","\(x=3\)","\(x=-3\)","\(x=0\)","\(x=\pm 3\)","B","The equation is \((x+3)^2=0\), so \(x=-3\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_003","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Medium","MCQ","Solve \(x^2 + 8x + 16 = 0\).","\(x=4\)","\(x=0\)","\(x=-4\)","\(x=\pm 4\)","C","The equation is \((x+4)^2=0\), so \(x=-4\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_004","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Medium","MCQ","Solve \(x^2 + 10x + 25 = 0\).","\(x=5\)","\(x=0\)","\(x=\pm 5\)","\(x=-5\)","D","The equation is \((x+5)^2=0\), so \(x=-5\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_005","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Medium","MCQ","Solve \(x^2 + 4x + 4 = 0\).","\(x=-2\)","\(x=2\)","\(x=0\)","\(x=\pm 2\)","A","The equation is \((x+2)^2=0\), so \(x=-2\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_006","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Medium","MCQ","Solve \(x^2 + 6x + 9 = 0\).","\(x=3\)","\(x=-3\)","\(x=0\)","\(x=\pm 3\)","B","The equation is \((x+3)^2=0\), so \(x=-3\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_007","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Medium","MCQ","Solve \(x^2 + 8x + 16 = 0\).","\(x=4\)","\(x=0\)","\(x=-4\)","\(x=\pm 4\)","C","The equation is \((x+4)^2=0\), so \(x=-4\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_008","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Medium","MCQ","Solve \(x^2 + 10x + 25 = 0\).","\(x=5\)","\(x=0\)","\(x=\pm 5\)","\(x=-5\)","D","The equation is \((x+5)^2=0\), so \(x=-5\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_009","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Medium","MCQ","Solve \(x^2 + 4x + 4 = 0\).","\(x=-2\)","\(x=2\)","\(x=0\)","\(x=\pm 2\)","A","The equation is \((x+2)^2=0\), so \(x=-2\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_010","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Medium","MCQ","Solve \(x^2 + 6x + 9 = 0\).","\(x=3\)","\(x=-3\)","\(x=0\)","\(x=\pm 3\)","B","The equation is \((x+3)^2=0\), so \(x=-3\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_011","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Hard","MCQ","Solve \(x^2 + 8x + 16 = 0\).","\(x=4\)","\(x=0\)","\(x=-4\)","\(x=\pm 4\)","C","The equation is \((x+4)^2=0\), so \(x=-4\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_012","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Hard","MCQ","Solve \(x^2 + 10x + 25 = 0\).","\(x=5\)","\(x=0\)","\(x=\pm 5\)","\(x=-5\)","D","The equation is \((x+5)^2=0\), so \(x=-5\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_013","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Hard","MCQ","Solve \(x^2 + 4x + 4 = 0\).","\(x=-2\)","\(x=2\)","\(x=0\)","\(x=\pm 2\)","A","The equation is \((x+2)^2=0\), so \(x=-2\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_014","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Hard","MCQ","Solve \(x^2 + 6x + 9 = 0\).","\(x=3\)","\(x=-3\)","\(x=0\)","\(x=\pm 3\)","B","The equation is \((x+3)^2=0\), so \(x=-3\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_015","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Hard","MCQ","Solve \(x^2 + 8x + 16 = 0\).","\(x=4\)","\(x=0\)","\(x=-4\)","\(x=\pm 4\)","C","The equation is \((x+4)^2=0\), so \(x=-4\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_016","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Hard","MCQ","Solve \(x^2 + 10x + 25 = 0\).","\(x=5\)","\(x=0\)","\(x=\pm 5\)","\(x=-5\)","D","The equation is \((x+5)^2=0\), so \(x=-5\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_017","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Hard","MCQ","Solve \(x^2 + 4x + 4 = 0\).","\(x=-2\)","\(x=2\)","\(x=0\)","\(x=\pm 2\)","A","The equation is \((x+2)^2=0\), so \(x=-2\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_018","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Hard","MCQ","Solve \(x^2 + 6x + 9 = 0\).","\(x=3\)","\(x=-3\)","\(x=0\)","\(x=\pm 3\)","B","The equation is \((x+3)^2=0\), so \(x=-3\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_019","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Hard","MCQ","Solve \(x^2 + 8x + 16 = 0\).","\(x=4\)","\(x=0\)","\(x=-4\)","\(x=\pm 4\)","C","The equation is \((x+4)^2=0\), so \(x=-4\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
"QB_A03_T03_S05_020","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S05","Solving quadratic equations by completing the square","3.3.5","Hard","MCQ","Solve \(x^2 + 10x + 25 = 0\).","\(x=5\)","\(x=0\)","\(x=\pm 5\)","\(x=-5\)","D","The equation is \((x+5)^2=0\), so \(x=-5\).","algebra;quadratic;equations;solving;by;completing;square;completing-square","approved_hierarchy_v1"
