"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A05_T03_S04_001","A05","Measurement","A05_T03","Surface Area","A05_T03_S04","Surface area of pyramids","5.3.4","Medium","MCQ","To find the surface area of a pyramid, which areas must be added?","The base area and the areas of all triangular faces","Only the base area","Only the slant height","The base perimeter and the vertical height only","A","Surface area includes every outside face.","measurement;surface;area;pyramids;surface-area;pyramid","approved_hierarchy_v1"
"QB_A05_T03_S04_002","A05","Measurement","A05_T03","Surface Area","A05_T03_S04","Surface area of pyramids","5.3.4","Medium","MCQ","To find the surface area of a pyramid, which areas must be added?","Only the base area","The base area and the areas of all triangular faces","Only the slant height","The base perimeter and the vertical height only","B","Surface area includes every outside face.","measurement;surface;area;pyramids;surface-area;pyramid","approved_hierarchy_v1"
"QB_A05_T03_S04_003","A05","Measurement","A05_T03","Surface Area","A05_T03_S04","Surface area of pyramids","5.3.4","Medium","MCQ","To find the surface area of a pyramid, which areas must be added?","Only the base area","Only the slant height","The base area and the areas of all triangular faces","The base perimeter and the vertical height only","C","Surface area includes every outside face.","measurement;surface;area;pyramids;surface-area;pyramid","approved_hierarchy_v1"
"QB_A05_T03_S04_004","A05","Measurement","A05_T03","Surface Area","A05_T03_S04","Surface area of pyramids","5.3.4","Medium","MCQ","To find the surface area of a pyramid, which areas must be added?","Only the base area","Only the slant height","The base perimeter and the vertical height only","The base area and the areas of all triangular faces","D","Surface area includes every outside face.","measurement;surface;area;pyramids;surface-area;pyramid","approved_hierarchy_v1"
"QB_A05_T03_S04_005","A05","Measurement","A05_T03","Surface Area","A05_T03_S04","Surface area of pyramids","5.3.4","Medium","MCQ","To find the surface area of a pyramid, which areas must be added?","The base area and the areas of all triangular faces","Only the base area","Only the slant height","The base perimeter and the vertical height only","A","Surface area includes every outside face.","measurement;surface;area;pyramids;surface-area;pyramid","approved_hierarchy_v1"
"QB_A05_T03_S04_006","A05","Measurement","A05_T03","Surface Area","A05_T03_S04","Surface area of pyramids","5.3.4","Medium","MCQ","To find the surface area of a pyramid, which areas must be added?","Only the base area","The base area and the areas of all triangular faces","Only the slant height","The base perimeter and the vertical height only","B","Surface area includes every outside face.","measurement;surface;area;pyramids;surface-area;pyramid","approved_hierarchy_v1"
"QB_A05_T03_S04_007","A05","Measurement","A05_T03","Surface Area","A05_T03_S04","Surface area of pyramids","5.3.4","Medium","MCQ","To find the surface area of a pyramid, which areas must be added?","Only the base area","Only the slant height","The base area and the areas of all triangular faces","The base perimeter and the vertical height only","C","Surface area includes every outside face.","measurement;surface;area;pyramids;surface-area;pyramid","approved_hierarchy_v1"
"QB_A05_T03_S04_008","A05","Measurement","A05_T03","Surface Area","A05_T03_S04","Surface area of pyramids","5.3.4","Medium","MCQ","To find the surface area of a pyramid, which areas must be added?","Only the base area","Only the slant height","The base perimeter and the vertical height only","The base area and the areas of all triangular faces","D","Surface area includes every outside face.","measurement;surface;area;pyramids;surface-area;pyramid","approved_hierarchy_v1"
"QB_A05_T03_S04_009","A05","Measurement","A05_T03","Surface Area","A05_T03_S04","Surface area of pyramids","5.3.4","Medium","MCQ","To find the surface area of a pyramid, which areas must be added?","The base area and the areas of all triangular faces","Only the base area","Only the slant height","The base perimeter and the vertical height only","A","Surface area includes every outside face.","measurement;surface;area;pyramids;surface-area;pyramid","approved_hierarchy_v1"
"QB_A05_T03_S04_010","A05","Measurement","A05_T03","Surface Area","A05_T03_S04","Surface area of pyramids","5.3.4","Medium","MCQ","To find the surface area of a pyramid, which areas must be added?","Only the base area","The base area and the areas of all triangular faces","Only the slant height","The base perimeter and the vertical height only","B","Surface area includes every outside face.","measurement;surface;area;pyramids;surface-area;pyramid","approved_hierarchy_v1"
