"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T02_S07_001","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Medium","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(10\). What is the length of the midsegment?","\(5\)","\(10\)","\(12\)","\(7\)","A","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_002","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Medium","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(12\). What is the length of the midsegment?","\(12\)","\(6\)","\(14\)","\(8\)","B","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_003","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Medium","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(14\). What is the length of the midsegment?","\(14\)","\(16\)","\(7\)","\(9\)","C","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_004","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Medium","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(16\). What is the length of the midsegment?","\(16\)","\(18\)","\(10\)","\(8\)","D","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_005","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Medium","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(18\). What is the length of the midsegment?","\(9\)","\(18\)","\(20\)","\(11\)","A","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_006","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Medium","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(20\). What is the length of the midsegment?","\(20\)","\(10\)","\(22\)","\(12\)","B","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_007","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Medium","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(22\). What is the length of the midsegment?","\(22\)","\(24\)","\(11\)","\(13\)","C","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_008","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Medium","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(24\). What is the length of the midsegment?","\(24\)","\(26\)","\(14\)","\(12\)","D","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_009","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Medium","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(26\). What is the length of the midsegment?","\(13\)","\(26\)","\(28\)","\(15\)","A","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_010","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Medium","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(28\). What is the length of the midsegment?","\(28\)","\(14\)","\(30\)","\(16\)","B","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_011","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Hard","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(10\). What is the length of the midsegment?","\(10\)","\(12\)","\(5\)","\(7\)","C","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_012","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Hard","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(12\). What is the length of the midsegment?","\(12\)","\(14\)","\(8\)","\(6\)","D","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_013","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Hard","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(14\). What is the length of the midsegment?","\(7\)","\(14\)","\(16\)","\(9\)","A","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_014","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Hard","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(16\). What is the length of the midsegment?","\(16\)","\(8\)","\(18\)","\(10\)","B","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_015","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Hard","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(18\). What is the length of the midsegment?","\(18\)","\(20\)","\(9\)","\(11\)","C","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_016","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Hard","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(20\). What is the length of the midsegment?","\(20\)","\(22\)","\(12\)","\(10\)","D","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_017","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Hard","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(22\). What is the length of the midsegment?","\(11\)","\(22\)","\(24\)","\(13\)","A","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_018","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Hard","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(24\). What is the length of the midsegment?","\(24\)","\(12\)","\(26\)","\(14\)","B","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_019","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Hard","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(26\). What is the length of the midsegment?","\(26\)","\(28\)","\(13\)","\(15\)","C","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_020","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Hard","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(28\). What is the length of the midsegment?","\(28\)","\(30\)","\(16\)","\(14\)","D","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_021","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Hard","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(10\). What is the length of the midsegment?","\(5\)","\(10\)","\(12\)","\(7\)","A","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_022","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Hard","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(12\). What is the length of the midsegment?","\(12\)","\(6\)","\(14\)","\(8\)","B","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_023","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Hard","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(14\). What is the length of the midsegment?","\(14\)","\(16\)","\(7\)","\(9\)","C","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_024","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Hard","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(16\). What is the length of the midsegment?","\(16\)","\(18\)","\(10\)","\(8\)","D","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_025","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Advanced","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(18\). What is the length of the midsegment?","\(9\)","\(18\)","\(20\)","\(11\)","A","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_026","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Advanced","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(20\). What is the length of the midsegment?","\(20\)","\(10\)","\(22\)","\(12\)","B","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_027","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Advanced","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(22\). What is the length of the midsegment?","\(22\)","\(24\)","\(11\)","\(13\)","C","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_028","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Advanced","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(24\). What is the length of the midsegment?","\(24\)","\(26\)","\(14\)","\(12\)","D","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_029","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Advanced","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(26\). What is the length of the midsegment?","\(13\)","\(26\)","\(28\)","\(15\)","A","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
"QB_A02_T02_S07_030","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S07","Midsegments of Triangles","2.2.7","Advanced","MCQ","In triangle \(ABC\), a segment joins the midpoints of two sides and is parallel to the third side of length \(28\). What is the length of the midsegment?","\(28\)","\(14\)","\(30\)","\(16\)","B","A midsegment in a triangle is parallel to the third side and has half its length.","geometry;triangles;congruence;midsegments;midsegment","approved_hierarchy_v1"
