"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T02_S01_001","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Medium","MCQ","In a triangle, two angles measure \(35^\circ\) and \(45^\circ\). What is the third angle?","\(100^\circ\)","\(80^\circ\)","\(145^\circ\)","\(135^\circ\)","A","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_002","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Medium","MCQ","In a triangle, two angles measure \(40^\circ\) and \(51^\circ\). What is the third angle?","\(91^\circ\)","\(89^\circ\)","\(140^\circ\)","\(129^\circ\)","B","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_003","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Medium","MCQ","In a triangle, two angles measure \(45^\circ\) and \(57^\circ\). What is the third angle?","\(102^\circ\)","\(135^\circ\)","\(78^\circ\)","\(123^\circ\)","C","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_004","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Medium","MCQ","In a triangle, two angles measure \(50^\circ\) and \(63^\circ\). What is the third angle?","\(113^\circ\)","\(130^\circ\)","\(117^\circ\)","\(67^\circ\)","D","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_005","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Medium","MCQ","In a triangle, two angles measure \(55^\circ\) and \(69^\circ\). What is the third angle?","\(56^\circ\)","\(124^\circ\)","\(125^\circ\)","\(111^\circ\)","A","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_006","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Medium","MCQ","In a triangle, two angles measure \(60^\circ\) and \(75^\circ\). What is the third angle?","\(135^\circ\)","\(45^\circ\)","\(120^\circ\)","\(105^\circ\)","B","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_007","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Medium","MCQ","In a triangle, two angles measure \(65^\circ\) and \(81^\circ\). What is the third angle?","\(146^\circ\)","\(115^\circ\)","\(34^\circ\)","\(99^\circ\)","C","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_008","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Medium","MCQ","In a triangle, two angles measure \(70^\circ\) and \(45^\circ\). What is the third angle?","\(115^\circ\)","\(110^\circ\)","\(135^\circ\)","\(65^\circ\)","D","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_009","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Medium","MCQ","In a triangle, two angles measure \(75^\circ\) and \(51^\circ\). What is the third angle?","\(54^\circ\)","\(126^\circ\)","\(105^\circ\)","\(129^\circ\)","A","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_010","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Medium","MCQ","In a triangle, two angles measure \(80^\circ\) and \(57^\circ\). What is the third angle?","\(137^\circ\)","\(43^\circ\)","\(100^\circ\)","\(123^\circ\)","B","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_011","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Hard","MCQ","In a triangle, two angles measure \(35^\circ\) and \(63^\circ\). What is the third angle?","\(98^\circ\)","\(145^\circ\)","\(82^\circ\)","\(117^\circ\)","C","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_012","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Hard","MCQ","In a triangle, two angles measure \(40^\circ\) and \(69^\circ\). What is the third angle?","\(109^\circ\)","\(140^\circ\)","\(111^\circ\)","\(71^\circ\)","D","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_013","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Hard","MCQ","In a triangle, two angles measure \(45^\circ\) and \(75^\circ\). What is the third angle?","\(60^\circ\)","\(120^\circ\)","\(135^\circ\)","\(105^\circ\)","A","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_014","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Hard","MCQ","In a triangle, two angles measure \(50^\circ\) and \(81^\circ\). What is the third angle?","\(131^\circ\)","\(49^\circ\)","\(130^\circ\)","\(99^\circ\)","B","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_015","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Hard","MCQ","In a triangle, two angles measure \(55^\circ\) and \(45^\circ\). What is the third angle?","\(100^\circ\)","\(125^\circ\)","\(80^\circ\)","\(135^\circ\)","C","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_016","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Hard","MCQ","In a triangle, two angles measure \(60^\circ\) and \(51^\circ\). What is the third angle?","\(111^\circ\)","\(120^\circ\)","\(129^\circ\)","\(69^\circ\)","D","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_017","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Hard","MCQ","In a triangle, two angles measure \(65^\circ\) and \(57^\circ\). What is the third angle?","\(58^\circ\)","\(122^\circ\)","\(115^\circ\)","\(123^\circ\)","A","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_018","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Hard","MCQ","In a triangle, two angles measure \(70^\circ\) and \(63^\circ\). What is the third angle?","\(133^\circ\)","\(47^\circ\)","\(110^\circ\)","\(117^\circ\)","B","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_019","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Hard","MCQ","In a triangle, two angles measure \(75^\circ\) and \(69^\circ\). What is the third angle?","\(144^\circ\)","\(105^\circ\)","\(36^\circ\)","\(111^\circ\)","C","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_020","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Hard","MCQ","In a triangle, two angles measure \(80^\circ\) and \(75^\circ\). What is the third angle?","\(155^\circ\)","\(100^\circ\)","\(105^\circ\)","\(25^\circ\)","D","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_021","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Hard","MCQ","In a triangle, two angles measure \(35^\circ\) and \(81^\circ\). What is the third angle?","\(64^\circ\)","\(116^\circ\)","\(145^\circ\)","\(99^\circ\)","A","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_022","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Hard","MCQ","In a triangle, two angles measure \(40^\circ\) and \(45^\circ\). What is the third angle?","\(85^\circ\)","\(95^\circ\)","\(140^\circ\)","\(135^\circ\)","B","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_023","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Hard","MCQ","In a triangle, two angles measure \(45^\circ\) and \(51^\circ\). What is the third angle?","\(96^\circ\)","\(135^\circ\)","\(84^\circ\)","\(129^\circ\)","C","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_024","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Hard","MCQ","In a triangle, two angles measure \(50^\circ\) and \(57^\circ\). What is the third angle?","\(107^\circ\)","\(130^\circ\)","\(123^\circ\)","\(73^\circ\)","D","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_025","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Advanced","MCQ","In a triangle, two angles measure \(55^\circ\) and \(63^\circ\). What is the third angle?","\(62^\circ\)","\(118^\circ\)","\(125^\circ\)","\(117^\circ\)","A","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_026","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Advanced","MCQ","In a triangle, two angles measure \(60^\circ\) and \(69^\circ\). What is the third angle?","\(129^\circ\)","\(51^\circ\)","\(120^\circ\)","\(111^\circ\)","B","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_027","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Advanced","MCQ","In a triangle, two angles measure \(65^\circ\) and \(75^\circ\). What is the third angle?","\(140^\circ\)","\(115^\circ\)","\(40^\circ\)","\(105^\circ\)","C","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_028","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Advanced","MCQ","In a triangle, two angles measure \(70^\circ\) and \(81^\circ\). What is the third angle?","\(151^\circ\)","\(110^\circ\)","\(99^\circ\)","\(29^\circ\)","D","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_029","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Advanced","MCQ","In a triangle, two angles measure \(75^\circ\) and \(45^\circ\). What is the third angle?","\(60^\circ\)","\(120^\circ\)","\(105^\circ\)","\(135^\circ\)","A","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
"QB_A02_T02_S01_030","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S01","Angle sum of a triangle","2.2.1","Advanced","MCQ","In a triangle, two angles measure \(80^\circ\) and \(51^\circ\). What is the third angle?","\(131^\circ\)","\(49^\circ\)","\(100^\circ\)","\(129^\circ\)","B","The interior angles of a triangle sum to \(180^\circ\).","geometry;triangles;congruence;angle;sum;triangle;angle-sum","approved_hierarchy_v1"
