"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A04_T01_S05_001","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Medium","MCQ","Simplify \(2\sqrt{2}+3\sqrt{2}\).","\(5\sqrt{2}\)","\(6\sqrt{2}\)","\(\sqrt{10}\)","\(7\)","A","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_002","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Medium","MCQ","Simplify \(3\sqrt{3}+4\sqrt{3}\).","\(12\sqrt{3}\)","\(7\sqrt{3}\)","\(\sqrt{21}\)","\(10\)","B","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_003","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Medium","MCQ","Simplify \(4\sqrt{5}+5\sqrt{5}\).","\(20\sqrt{5}\)","\(\sqrt{45}\)","\(9\sqrt{5}\)","\(14\)","C","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_004","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Medium","MCQ","Simplify \(5\sqrt{7}+6\sqrt{7}\).","\(30\sqrt{7}\)","\(\sqrt{77}\)","\(18\)","\(11\sqrt{7}\)","D","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_005","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Medium","MCQ","Simplify \(2\sqrt{2}+7\sqrt{2}\).","\(9\sqrt{2}\)","\(14\sqrt{2}\)","\(\sqrt{18}\)","\(11\)","A","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_006","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Medium","MCQ","Simplify \(3\sqrt{3}+3\sqrt{3}\).","\(9\sqrt{3}\)","\(6\sqrt{3}\)","\(\sqrt{18}\)","\(9\)","B","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_007","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Medium","MCQ","Simplify \(4\sqrt{5}+4\sqrt{5}\).","\(16\sqrt{5}\)","\(\sqrt{40}\)","\(8\sqrt{5}\)","\(13\)","C","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_008","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Medium","MCQ","Simplify \(5\sqrt{7}+5\sqrt{7}\).","\(25\sqrt{7}\)","\(\sqrt{70}\)","\(17\)","\(10\sqrt{7}\)","D","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_009","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Medium","MCQ","Simplify \(2\sqrt{2}+6\sqrt{2}\).","\(8\sqrt{2}\)","\(12\sqrt{2}\)","\(\sqrt{16}\)","\(10\)","A","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
"QB_A04_T01_S05_010","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S05","Adding and subtracting like surds","4.1.5","Medium","MCQ","Simplify \(3\sqrt{3}+7\sqrt{3}\).","\(21\sqrt{3}\)","\(10\sqrt{3}\)","\(\sqrt{30}\)","\(13\)","B","Like surds combine by adding the coefficients.","numbers;surds;adding;subtracting;like;like-surds","approved_hierarchy_v1"
