"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A01_T01_S02_001","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Medium","MCQ","Which option is a counter example to the statement: Every prime number is odd.","\(2\)","\(9\)","\(15\)","\(21\)","A","The number \(2\) is prime and even, so it disproves the statement.","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S02_002","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Medium","MCQ","Which option is a counter example to the statement: If a number is divisible by \(4\), then it is greater than \(10\).","\(12\)","\(8\)","\(16\)","\(20\)","B","\(8\) is divisible by \(4\) but not greater than \(10\).","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S02_003","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Medium","MCQ","Which option is a counter example to the statement: All rectangles are squares.","A square with side length \(4\)","A rhombus with side length \(6\)","A rectangle with side lengths \(3\) and \(5\)","A triangle with two equal sides","C","A rectangle can have four right angles without having all four sides equal.","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S02_004","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Medium","MCQ","Which option is a counter example to the statement: Every multiple of \(5\) ends in \(5\).","\(15\)","\(25\)","\(35\)","\(10\)","D","\(10\) is a multiple of \(5\), but it ends in \(0\).","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S02_005","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Medium","MCQ","Which option is a counter example to the statement: If two angles are supplementary, then they are equal.","\(70^\circ\) and \(110^\circ\)","\(90^\circ\) and \(90^\circ\)","\(60^\circ\) and \(120^\circ\) are not supplementary","\(45^\circ\) and \(45^\circ\)","A","Supplementary angles sum to \(180^\circ\), but they do not have to be equal.","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S02_006","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Medium","MCQ","Which option is a counter example to the statement: Every prime number is odd.","\(9\)","\(2\)","\(15\)","\(21\)","B","The number \(2\) is prime and even, so it disproves the statement.","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S02_007","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Medium","MCQ","Which option is a counter example to the statement: If a number is divisible by \(4\), then it is greater than \(10\).","\(12\)","\(16\)","\(8\)","\(20\)","C","\(8\) is divisible by \(4\) but not greater than \(10\).","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S02_008","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Medium","MCQ","Which option is a counter example to the statement: All rectangles are squares.","A square with side length \(4\)","A rhombus with side length \(6\)","A triangle with two equal sides","A rectangle with side lengths \(3\) and \(5\)","D","A rectangle can have four right angles without having all four sides equal.","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S02_009","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Medium","MCQ","Which option is a counter example to the statement: Every multiple of \(5\) ends in \(5\).","\(10\)","\(15\)","\(25\)","\(35\)","A","\(10\) is a multiple of \(5\), but it ends in \(0\).","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
"QB_A01_T01_S02_010","A01","Logic & Reasoning","A01_T01","Logic","A01_T01_S02","Definition and use of counter examples","1.1.2","Medium","MCQ","Which option is a counter example to the statement: If two angles are supplementary, then they are equal.","\(90^\circ\) and \(90^\circ\)","\(70^\circ\) and \(110^\circ\)","\(60^\circ\) and \(120^\circ\) are not supplementary","\(45^\circ\) and \(45^\circ\)","B","Supplementary angles sum to \(180^\circ\), but they do not have to be equal.","logic;reasoning;definition;counter;examples;counterexample","approved_hierarchy_v1"
