"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T03_S04_001","A02","Geometry","A02_T03","Pythagoras","A02_T03_S04","Calculating a leg of a right-angled triangle","2.3.4","Medium","MCQ","A right-angled triangle has hypotenuse \(5\) and one leg \(3\). What is the other leg?","\(4\)","\(2\)","\(5\)","\(7\)","A","By Pythagoras, the missing leg is \(\sqrt{5^2-3^2}=4\).","geometry;pythagoras;calculating;leg;right;angled;triangle","approved_hierarchy_v1"
"QB_A02_T03_S04_002","A02","Geometry","A02_T03","Pythagoras","A02_T03_S04","Calculating a leg of a right-angled triangle","2.3.4","Medium","MCQ","A right-angled triangle has hypotenuse \(13\) and one leg \(5\). What is the other leg?","\(8\)","\(12\)","\(13\)","\(17\)","B","By Pythagoras, the missing leg is \(\sqrt{13^2-5^2}=12\).","geometry;pythagoras;calculating;leg;right;angled;triangle","approved_hierarchy_v1"
"QB_A02_T03_S04_003","A02","Geometry","A02_T03","Pythagoras","A02_T03_S04","Calculating a leg of a right-angled triangle","2.3.4","Medium","MCQ","A right-angled triangle has hypotenuse \(17\) and one leg \(8\). What is the other leg?","\(9\)","\(16\)","\(15\)","\(23\)","C","By Pythagoras, the missing leg is \(\sqrt{17^2-8^2}=15\).","geometry;pythagoras;calculating;leg;right;angled;triangle","approved_hierarchy_v1"
"QB_A02_T03_S04_004","A02","Geometry","A02_T03","Pythagoras","A02_T03_S04","Calculating a leg of a right-angled triangle","2.3.4","Medium","MCQ","A right-angled triangle has hypotenuse \(25\) and one leg \(7\). What is the other leg?","\(18\)","\(25\)","\(31\)","\(24\)","D","By Pythagoras, the missing leg is \(\sqrt{25^2-7^2}=24\).","geometry;pythagoras;calculating;leg;right;angled;triangle","approved_hierarchy_v1"
"QB_A02_T03_S04_005","A02","Geometry","A02_T03","Pythagoras","A02_T03_S04","Calculating a leg of a right-angled triangle","2.3.4","Medium","MCQ","A right-angled triangle has hypotenuse \(41\) and one leg \(9\). What is the other leg?","\(40\)","\(32\)","\(41\)","\(49\)","A","By Pythagoras, the missing leg is \(\sqrt{41^2-9^2}=40\).","geometry;pythagoras;calculating;leg;right;angled;triangle","approved_hierarchy_v1"
"QB_A02_T03_S04_006","A02","Geometry","A02_T03","Pythagoras","A02_T03_S04","Calculating a leg of a right-angled triangle","2.3.4","Medium","MCQ","A right-angled triangle has hypotenuse \(5\) and one leg \(3\). What is the other leg?","\(2\)","\(4\)","\(5\)","\(7\)","B","By Pythagoras, the missing leg is \(\sqrt{5^2-3^2}=4\).","geometry;pythagoras;calculating;leg;right;angled;triangle","approved_hierarchy_v1"
"QB_A02_T03_S04_007","A02","Geometry","A02_T03","Pythagoras","A02_T03_S04","Calculating a leg of a right-angled triangle","2.3.4","Medium","MCQ","A right-angled triangle has hypotenuse \(13\) and one leg \(5\). What is the other leg?","\(8\)","\(13\)","\(12\)","\(17\)","C","By Pythagoras, the missing leg is \(\sqrt{13^2-5^2}=12\).","geometry;pythagoras;calculating;leg;right;angled;triangle","approved_hierarchy_v1"
"QB_A02_T03_S04_008","A02","Geometry","A02_T03","Pythagoras","A02_T03_S04","Calculating a leg of a right-angled triangle","2.3.4","Medium","MCQ","A right-angled triangle has hypotenuse \(17\) and one leg \(8\). What is the other leg?","\(9\)","\(16\)","\(23\)","\(15\)","D","By Pythagoras, the missing leg is \(\sqrt{17^2-8^2}=15\).","geometry;pythagoras;calculating;leg;right;angled;triangle","approved_hierarchy_v1"
"QB_A02_T03_S04_009","A02","Geometry","A02_T03","Pythagoras","A02_T03_S04","Calculating a leg of a right-angled triangle","2.3.4","Medium","MCQ","A right-angled triangle has hypotenuse \(25\) and one leg \(7\). What is the other leg?","\(24\)","\(18\)","\(25\)","\(31\)","A","By Pythagoras, the missing leg is \(\sqrt{25^2-7^2}=24\).","geometry;pythagoras;calculating;leg;right;angled;triangle","approved_hierarchy_v1"
"QB_A02_T03_S04_010","A02","Geometry","A02_T03","Pythagoras","A02_T03_S04","Calculating a leg of a right-angled triangle","2.3.4","Medium","MCQ","A right-angled triangle has hypotenuse \(41\) and one leg \(9\). What is the other leg?","\(32\)","\(40\)","\(41\)","\(49\)","B","By Pythagoras, the missing leg is \(\sqrt{41^2-9^2}=40\).","geometry;pythagoras;calculating;leg;right;angled;triangle","approved_hierarchy_v1"
