"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A05_T02_S04_001","A05","Measurement","A05_T02","Volume","A05_T02_S04","Composite solids","5.2.4","Medium","MCQ","How is the volume of a composite solid found?","Add or subtract the volumes of the simpler solids that make it up","Multiply all outside edge lengths together","Use surface area instead of volume","Average the dimensions first","A","Composite solids are handled by combining the volumes of simpler component solids.","measurement;volume;composite;solids","approved_hierarchy_v1"
"QB_A05_T02_S04_002","A05","Measurement","A05_T02","Volume","A05_T02_S04","Composite solids","5.2.4","Medium","MCQ","How is the volume of a composite solid found?","Multiply all outside edge lengths together","Add or subtract the volumes of the simpler solids that make it up","Use surface area instead of volume","Average the dimensions first","B","Composite solids are handled by combining the volumes of simpler component solids.","measurement;volume;composite;solids","approved_hierarchy_v1"
"QB_A05_T02_S04_003","A05","Measurement","A05_T02","Volume","A05_T02_S04","Composite solids","5.2.4","Medium","MCQ","How is the volume of a composite solid found?","Multiply all outside edge lengths together","Use surface area instead of volume","Add or subtract the volumes of the simpler solids that make it up","Average the dimensions first","C","Composite solids are handled by combining the volumes of simpler component solids.","measurement;volume;composite;solids","approved_hierarchy_v1"
"QB_A05_T02_S04_004","A05","Measurement","A05_T02","Volume","A05_T02_S04","Composite solids","5.2.4","Medium","MCQ","How is the volume of a composite solid found?","Multiply all outside edge lengths together","Use surface area instead of volume","Average the dimensions first","Add or subtract the volumes of the simpler solids that make it up","D","Composite solids are handled by combining the volumes of simpler component solids.","measurement;volume;composite;solids","approved_hierarchy_v1"
"QB_A05_T02_S04_005","A05","Measurement","A05_T02","Volume","A05_T02_S04","Composite solids","5.2.4","Medium","MCQ","How is the volume of a composite solid found?","Add or subtract the volumes of the simpler solids that make it up","Multiply all outside edge lengths together","Use surface area instead of volume","Average the dimensions first","A","Composite solids are handled by combining the volumes of simpler component solids.","measurement;volume;composite;solids","approved_hierarchy_v1"
"QB_A05_T02_S04_006","A05","Measurement","A05_T02","Volume","A05_T02_S04","Composite solids","5.2.4","Medium","MCQ","How is the volume of a composite solid found?","Multiply all outside edge lengths together","Add or subtract the volumes of the simpler solids that make it up","Use surface area instead of volume","Average the dimensions first","B","Composite solids are handled by combining the volumes of simpler component solids.","measurement;volume;composite;solids","approved_hierarchy_v1"
"QB_A05_T02_S04_007","A05","Measurement","A05_T02","Volume","A05_T02_S04","Composite solids","5.2.4","Medium","MCQ","How is the volume of a composite solid found?","Multiply all outside edge lengths together","Use surface area instead of volume","Add or subtract the volumes of the simpler solids that make it up","Average the dimensions first","C","Composite solids are handled by combining the volumes of simpler component solids.","measurement;volume;composite;solids","approved_hierarchy_v1"
"QB_A05_T02_S04_008","A05","Measurement","A05_T02","Volume","A05_T02_S04","Composite solids","5.2.4","Medium","MCQ","How is the volume of a composite solid found?","Multiply all outside edge lengths together","Use surface area instead of volume","Average the dimensions first","Add or subtract the volumes of the simpler solids that make it up","D","Composite solids are handled by combining the volumes of simpler component solids.","measurement;volume;composite;solids","approved_hierarchy_v1"
"QB_A05_T02_S04_009","A05","Measurement","A05_T02","Volume","A05_T02_S04","Composite solids","5.2.4","Medium","MCQ","How is the volume of a composite solid found?","Add or subtract the volumes of the simpler solids that make it up","Multiply all outside edge lengths together","Use surface area instead of volume","Average the dimensions first","A","Composite solids are handled by combining the volumes of simpler component solids.","measurement;volume;composite;solids","approved_hierarchy_v1"
"QB_A05_T02_S04_010","A05","Measurement","A05_T02","Volume","A05_T02_S04","Composite solids","5.2.4","Medium","MCQ","How is the volume of a composite solid found?","Multiply all outside edge lengths together","Add or subtract the volumes of the simpler solids that make it up","Use surface area instead of volume","Average the dimensions first","B","Composite solids are handled by combining the volumes of simpler component solids.","measurement;volume;composite;solids","approved_hierarchy_v1"
