"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T04_S07_001","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Medium","MCQ","For the line \(1x+1y=6\), what is the \(x\)-intercept?","\(\left(6, 0\right)\)","\(\left(0, 6\right)\)","\(\left(6, 0\right)\) ","\(\left(1/6, 0\right)\)","A","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_002","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Medium","MCQ","For the line \(2x+2y=7\), what is the \(x\)-intercept?","\(\left(0, 7/2\right)\)","\(\left(7/2, 0\right)\)","\(\left(7, 0\right)\)","\(\left(2/7, 0\right)\)","B","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_003","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Medium","MCQ","For the line \(3x+3y=8\), what is the \(x\)-intercept?","\(\left(0, 8/3\right)\)","\(\left(8, 0\right)\)","\(\left(8/3, 0\right)\)","\(\left(3/8, 0\right)\)","C","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_004","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Medium","MCQ","For the line \(4x+4y=9\), what is the \(x\)-intercept?","\(\left(0, 9/4\right)\)","\(\left(9, 0\right)\)","\(\left(4/9, 0\right)\)","\(\left(9/4, 0\right)\)","D","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_005","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Medium","MCQ","For the line \(1x+5y=10\), what is the \(x\)-intercept?","\(\left(10, 0\right)\)","\(\left(0, 2\right)\)","\(\left(10, 0\right)\) ","\(\left(1/10, 0\right)\)","A","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_006","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Medium","MCQ","For the line \(2x+1y=11\), what is the \(x\)-intercept?","\(\left(0, 11\right)\)","\(\left(11/2, 0\right)\)","\(\left(11, 0\right)\)","\(\left(2/11, 0\right)\)","B","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_007","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Medium","MCQ","For the line \(3x+2y=6\), what is the \(x\)-intercept?","\(\left(0, 3\right)\)","\(\left(6, 0\right)\)","\(\left(2, 0\right)\)","\(\left(1/2, 0\right)\)","C","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_008","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Medium","MCQ","For the line \(4x+3y=7\), what is the \(x\)-intercept?","\(\left(0, 7/3\right)\)","\(\left(7, 0\right)\)","\(\left(4/7, 0\right)\)","\(\left(7/4, 0\right)\)","D","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_009","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Medium","MCQ","For the line \(1x+4y=8\), what is the \(x\)-intercept?","\(\left(8, 0\right)\)","\(\left(0, 2\right)\)","\(\left(8, 0\right)\) ","\(\left(1/8, 0\right)\)","A","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_010","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Medium","MCQ","For the line \(2x+5y=9\), what is the \(x\)-intercept?","\(\left(0, 9/5\right)\)","\(\left(9/2, 0\right)\)","\(\left(9, 0\right)\)","\(\left(2/9, 0\right)\)","B","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_011","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Hard","MCQ","For the line \(3x+1y=10\), what is the \(x\)-intercept?","\(\left(0, 10\right)\)","\(\left(10, 0\right)\)","\(\left(10/3, 0\right)\)","\(\left(3/10, 0\right)\)","C","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_012","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Hard","MCQ","For the line \(4x+2y=11\), what is the \(x\)-intercept?","\(\left(0, 11/2\right)\)","\(\left(11, 0\right)\)","\(\left(4/11, 0\right)\)","\(\left(11/4, 0\right)\)","D","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_013","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Hard","MCQ","For the line \(1x+3y=6\), what is the \(x\)-intercept?","\(\left(6, 0\right)\)","\(\left(0, 2\right)\)","\(\left(6, 0\right)\) ","\(\left(1/6, 0\right)\)","A","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_014","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Hard","MCQ","For the line \(2x+4y=7\), what is the \(x\)-intercept?","\(\left(0, 7/4\right)\)","\(\left(7/2, 0\right)\)","\(\left(7, 0\right)\)","\(\left(2/7, 0\right)\)","B","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_015","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Hard","MCQ","For the line \(3x+5y=8\), what is the \(x\)-intercept?","\(\left(0, 8/5\right)\)","\(\left(8, 0\right)\)","\(\left(8/3, 0\right)\)","\(\left(3/8, 0\right)\)","C","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_016","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Hard","MCQ","For the line \(4x+1y=9\), what is the \(x\)-intercept?","\(\left(0, 9\right)\)","\(\left(9, 0\right)\)","\(\left(4/9, 0\right)\)","\(\left(9/4, 0\right)\)","D","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_017","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Hard","MCQ","For the line \(1x+2y=10\), what is the \(x\)-intercept?","\(\left(10, 0\right)\)","\(\left(0, 5\right)\)","\(\left(10, 0\right)\) ","\(\left(1/10, 0\right)\)","A","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_018","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Hard","MCQ","For the line \(2x+3y=11\), what is the \(x\)-intercept?","\(\left(0, 11/3\right)\)","\(\left(11/2, 0\right)\)","\(\left(11, 0\right)\)","\(\left(2/11, 0\right)\)","B","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_019","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Hard","MCQ","For the line \(3x+4y=6\), what is the \(x\)-intercept?","\(\left(0, 3/2\right)\)","\(\left(6, 0\right)\)","\(\left(2, 0\right)\)","\(\left(1/2, 0\right)\)","C","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_020","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Hard","MCQ","For the line \(4x+5y=7\), what is the \(x\)-intercept?","\(\left(0, 7/5\right)\)","\(\left(7, 0\right)\)","\(\left(4/7, 0\right)\)","\(\left(7/4, 0\right)\)","D","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_021","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Hard","MCQ","For the line \(1x+1y=8\), what is the \(x\)-intercept?","\(\left(8, 0\right)\)","\(\left(0, 8\right)\)","\(\left(8, 0\right)\) ","\(\left(1/8, 0\right)\)","A","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_022","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Hard","MCQ","For the line \(2x+2y=9\), what is the \(x\)-intercept?","\(\left(0, 9/2\right)\)","\(\left(9/2, 0\right)\)","\(\left(9, 0\right)\)","\(\left(2/9, 0\right)\)","B","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_023","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Hard","MCQ","For the line \(3x+3y=10\), what is the \(x\)-intercept?","\(\left(0, 10/3\right)\)","\(\left(10, 0\right)\)","\(\left(10/3, 0\right)\)","\(\left(3/10, 0\right)\)","C","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
"QB_A02_T04_S07_024","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S07","General form of a line and the x and y Intercepts","2.4.7","Hard","MCQ","For the line \(4x+4y=11\), what is the \(x\)-intercept?","\(\left(0, 11/4\right)\)","\(\left(11, 0\right)\)","\(\left(4/11, 0\right)\)","\(\left(11/4, 0\right)\)","D","Set \(y=0\) to find the \(x\)-intercept.","geometry;coordinate;general;form;line;x;y;intercepts","approved_hierarchy_v1"
