"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A04_T01_S08_001","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(1\)","\(5\)","\(9\)","\(\sqrt{5}\)","A","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_002","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(1\)","\(9\)","\(\sqrt{5}\)","B","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_003","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(1\)","\(\sqrt{5}\)","C","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_004","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(\sqrt{5}\)","\(1\)","D","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_005","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(1\)","\(5\)","\(9\)","\(\sqrt{5}\)","A","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_006","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(1\)","\(9\)","\(\sqrt{5}\)","B","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_007","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(1\)","\(\sqrt{5}\)","C","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_008","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(\sqrt{5}\)","\(1\)","D","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_009","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(1\)","\(5\)","\(9\)","\(\sqrt{5}\)","A","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_010","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(1\)","\(9\)","\(\sqrt{5}\)","B","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_011","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(1\)","\(\sqrt{5}\)","C","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_012","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(\sqrt{5}\)","\(1\)","D","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_013","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(1\)","\(5\)","\(9\)","\(\sqrt{5}\)","A","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_014","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(1\)","\(9\)","\(\sqrt{5}\)","B","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_015","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(1\)","\(\sqrt{5}\)","C","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_016","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(\sqrt{5}\)","\(1\)","D","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_017","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(1\)","\(5\)","\(9\)","\(\sqrt{5}\)","A","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_018","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(1\)","\(9\)","\(\sqrt{5}\)","B","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_019","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(1\)","\(\sqrt{5}\)","C","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_020","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(\sqrt{5}\)","\(1\)","D","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_021","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(1\)","\(5\)","\(9\)","\(\sqrt{5}\)","A","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_022","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(1\)","\(9\)","\(\sqrt{5}\)","B","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_023","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(1\)","\(\sqrt{5}\)","C","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_024","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(\sqrt{5}\)","\(1\)","D","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_025","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Advanced","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(1\)","\(5\)","\(9\)","\(\sqrt{5}\)","A","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
