"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T06_S06_001","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S06","Theorem - Chords in a circle which are equidistant from the centre are equal","2.6.6","Medium","MCQ","Which statement best matches the idea of Chords in a circle which are equidistant from the centre are equal?","Chords in a circle which are equidistant from the centre are equal","A statement unrelated to chords in a circle which are equidistant from the centre are equal","A numerical shortcut with no proof condition","A property that applies only to a different topic","A","The correct option restates the central idea of chords in a circle which are equidistant from the centre are equal.","geometry;circle;theorem;chords;are;equidistant;from;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S06_002","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S06","Theorem - Chords in a circle which are equidistant from the centre are equal","2.6.6","Medium","MCQ","A student wants to apply chords in a circle which are equidistant from the centre are equal. What is the most reliable first step?","Assume the statement works in reverse without checking","Identify the exact condition required by the statement before drawing a conclusion","Use one diagram as a complete proof","Ignore whether the objects satisfy the given conditions","B","A theorem or construction can be used only after its conditions are verified.","geometry;circle;theorem;chords;are;equidistant;from;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S06_003","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S06","Theorem - Chords in a circle which are equidistant from the centre are equal","2.6.6","Medium","MCQ","Which option shows a valid use of chords in a circle which are equidistant from the centre are equal?","Assume an unproven converse of the statement","Replace the theorem with a visual estimate only","Use the stated condition and then apply chords in a circle which are equidistant from the centre are equal to justify the conclusion","Ignore the named feature and use an unrelated formula","C","A valid use of chords in a circle which are equidistant from the centre are equal must follow the given condition rather than a reversed or unrelated claim.","geometry;circle;theorem;chords;are;equidistant;from;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S06_004","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S06","Theorem - Chords in a circle which are equidistant from the centre are equal","2.6.6","Medium","MCQ","When solving a problem involving chords in a circle which are equidistant from the centre are equal, which error is most serious?","Writing the answer on a new line","Listing the given information before the working","Choosing a shorter explanation after the result is known","Using the result without first checking that the required condition is true","D","The main logical risk is applying the statement where its assumptions are not satisfied.","geometry;circle;theorem;chords;are;equidistant;from;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S06_005","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S06","Theorem - Chords in a circle which are equidistant from the centre are equal","2.6.6","Medium","MCQ","Which description best explains why chords in a circle which are equidistant from the centre are equal is useful in geometric reasoning?","It turns a verified condition into a justified conclusion","It removes the need for any diagram labels","It guarantees that every figure is regular","It replaces all angle and length calculations with guessing","A","The value of a theorem or construction is that it supports a justified step in reasoning.","geometry;circle;theorem;chords;are;equidistant;from;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S06_006","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S06","Theorem - Chords in a circle which are equidistant from the centre are equal","2.6.6","Medium","MCQ","Which statement best matches the idea of Chords in a circle which are equidistant from the centre are equal?","A statement unrelated to chords in a circle which are equidistant from the centre are equal","Chords in a circle which are equidistant from the centre are equal","A numerical shortcut with no proof condition","A property that applies only to a different topic","B","The correct option restates the central idea of chords in a circle which are equidistant from the centre are equal.","geometry;circle;theorem;chords;are;equidistant;from;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S06_007","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S06","Theorem - Chords in a circle which are equidistant from the centre are equal","2.6.6","Medium","MCQ","A student wants to apply chords in a circle which are equidistant from the centre are equal. What is the most reliable first step?","Assume the statement works in reverse without checking","Use one diagram as a complete proof","Identify the exact condition required by the statement before drawing a conclusion","Ignore whether the objects satisfy the given conditions","C","A theorem or construction can be used only after its conditions are verified.","geometry;circle;theorem;chords;are;equidistant;from;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S06_008","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S06","Theorem - Chords in a circle which are equidistant from the centre are equal","2.6.6","Medium","MCQ","Which option shows a valid use of chords in a circle which are equidistant from the centre are equal?","Assume an unproven converse of the statement","Replace the theorem with a visual estimate only","Ignore the named feature and use an unrelated formula","Use the stated condition and then apply chords in a circle which are equidistant from the centre are equal to justify the conclusion","D","A valid use of chords in a circle which are equidistant from the centre are equal must follow the given condition rather than a reversed or unrelated claim.","geometry;circle;theorem;chords;are;equidistant;from;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S06_009","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S06","Theorem - Chords in a circle which are equidistant from the centre are equal","2.6.6","Medium","MCQ","When solving a problem involving chords in a circle which are equidistant from the centre are equal, which error is most serious?","Using the result without first checking that the required condition is true","Writing the answer on a new line","Listing the given information before the working","Choosing a shorter explanation after the result is known","A","The main logical risk is applying the statement where its assumptions are not satisfied.","geometry;circle;theorem;chords;are;equidistant;from;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S06_010","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S06","Theorem - Chords in a circle which are equidistant from the centre are equal","2.6.6","Medium","MCQ","Which description best explains why chords in a circle which are equidistant from the centre are equal is useful in geometric reasoning?","It removes the need for any diagram labels","It turns a verified condition into a justified conclusion","It guarantees that every figure is regular","It replaces all angle and length calculations with guessing","B","The value of a theorem or construction is that it supports a justified step in reasoning.","geometry;circle;theorem;chords;are;equidistant;from;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S06_011","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S06","Theorem - Chords in a circle which are equidistant from the centre are equal","2.6.6","Hard","MCQ","Which statement best matches the idea of Chords in a circle which are equidistant from the centre are equal?","A statement unrelated to chords in a circle which are equidistant from the centre are equal","A numerical shortcut with no proof condition","Chords in a circle which are equidistant from the centre are equal","A property that applies only to a different topic","C","The correct option restates the central idea of chords in a circle which are equidistant from the centre are equal.","geometry;circle;theorem;chords;are;equidistant;from;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S06_012","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S06","Theorem - Chords in a circle which are equidistant from the centre are equal","2.6.6","Hard","MCQ","A student wants to apply chords in a circle which are equidistant from the centre are equal. What is the most reliable first step?","Assume the statement works in reverse without checking","Use one diagram as a complete proof","Ignore whether the objects satisfy the given conditions","Identify the exact condition required by the statement before drawing a conclusion","D","A theorem or construction can be used only after its conditions are verified.","geometry;circle;theorem;chords;are;equidistant;from;conceptual;reasoning","approved_hierarchy_v1"
