"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T02_S10_001","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Medium","MCQ","Two similar triangles have a scale factor of \(2\) from the smaller to the larger triangle. If a side on the smaller triangle is \(3\), what is the corresponding side on the larger triangle?","\(6\)","\(8\)","\(5\)","\(5\) ","A","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_002","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Medium","MCQ","Two similar triangles have a scale factor of \(3\) from the smaller to the larger triangle. If a side on the smaller triangle is \(4\), what is the corresponding side on the larger triangle?","\(15\)","\(12\)","\(11\)","\(7\)","B","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_003","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Medium","MCQ","Two similar triangles have a scale factor of \(4\) from the smaller to the larger triangle. If a side on the smaller triangle is \(5\), what is the corresponding side on the larger triangle?","\(24\)","\(19\)","\(20\)","\(9\)","C","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_004","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Medium","MCQ","Two similar triangles have a scale factor of \(5\) from the smaller to the larger triangle. If a side on the smaller triangle is \(6\), what is the corresponding side on the larger triangle?","\(35\)","\(29\)","\(11\)","\(30\)","D","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_005","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Medium","MCQ","Two similar triangles have a scale factor of \(2\) from the smaller to the larger triangle. If a side on the smaller triangle is \(7\), what is the corresponding side on the larger triangle?","\(14\)","\(16\)","\(13\)","\(9\)","A","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_006","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Medium","MCQ","Two similar triangles have a scale factor of \(3\) from the smaller to the larger triangle. If a side on the smaller triangle is \(3\), what is the corresponding side on the larger triangle?","\(12\)","\(9\)","\(8\)","\(6\)","B","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_007","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Medium","MCQ","Two similar triangles have a scale factor of \(4\) from the smaller to the larger triangle. If a side on the smaller triangle is \(4\), what is the corresponding side on the larger triangle?","\(20\)","\(15\)","\(16\)","\(8\)","C","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_008","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Medium","MCQ","Two similar triangles have a scale factor of \(5\) from the smaller to the larger triangle. If a side on the smaller triangle is \(5\), what is the corresponding side on the larger triangle?","\(30\)","\(24\)","\(10\)","\(25\)","D","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_009","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Medium","MCQ","Two similar triangles have a scale factor of \(2\) from the smaller to the larger triangle. If a side on the smaller triangle is \(6\), what is the corresponding side on the larger triangle?","\(12\)","\(14\)","\(11\)","\(8\)","A","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
"QB_A02_T02_S10_010","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S10","Using similar triangles to calculate lengths","2.2.10","Medium","MCQ","Two similar triangles have a scale factor of \(3\) from the smaller to the larger triangle. If a side on the smaller triangle is \(7\), what is the corresponding side on the larger triangle?","\(24\)","\(21\)","\(20\)","\(10\)","B","Corresponding sides of similar triangles are in the same ratio as the scale factor.","geometry;triangles;congruence;similar;calculate;lengths;similarity","approved_hierarchy_v1"
