"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T02_S02_001","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S02","Exterior angle theorem","2.2.2","Medium","MCQ","A triangle has two remote interior angles of \(40^\circ\) and \(50^\circ\). What is the exterior angle at the third vertex?","\(90^\circ\)","\(90^\circ\) ","\(10^\circ\)","\(100^\circ\)","A","An exterior angle of a triangle equals the sum of the two remote interior angles.","geometry;triangles;congruence;exterior;angle;theorem;exterior-angle","approved_hierarchy_v1"
"QB_A02_T02_S02_002","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S02","Exterior angle theorem","2.2.2","Medium","MCQ","A triangle has two remote interior angles of \(45^\circ\) and \(55^\circ\). What is the exterior angle at the third vertex?","\(80^\circ\)","\(100^\circ\)","\(10^\circ\)","\(110^\circ\)","B","An exterior angle of a triangle equals the sum of the two remote interior angles.","geometry;triangles;congruence;exterior;angle;theorem;exterior-angle","approved_hierarchy_v1"
"QB_A02_T02_S02_003","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S02","Exterior angle theorem","2.2.2","Medium","MCQ","A triangle has two remote interior angles of \(50^\circ\) and \(60^\circ\). What is the exterior angle at the third vertex?","\(70^\circ\)","\(10^\circ\)","\(110^\circ\)","\(120^\circ\)","C","An exterior angle of a triangle equals the sum of the two remote interior angles.","geometry;triangles;congruence;exterior;angle;theorem;exterior-angle","approved_hierarchy_v1"
"QB_A02_T02_S02_004","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S02","Exterior angle theorem","2.2.2","Medium","MCQ","A triangle has two remote interior angles of \(55^\circ\) and \(65^\circ\). What is the exterior angle at the third vertex?","\(60^\circ\)","\(10^\circ\)","\(130^\circ\)","\(120^\circ\)","D","An exterior angle of a triangle equals the sum of the two remote interior angles.","geometry;triangles;congruence;exterior;angle;theorem;exterior-angle","approved_hierarchy_v1"
"QB_A02_T02_S02_005","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S02","Exterior angle theorem","2.2.2","Medium","MCQ","A triangle has two remote interior angles of \(60^\circ\) and \(70^\circ\). What is the exterior angle at the third vertex?","\(130^\circ\)","\(50^\circ\)","\(10^\circ\)","\(140^\circ\)","A","An exterior angle of a triangle equals the sum of the two remote interior angles.","geometry;triangles;congruence;exterior;angle;theorem;exterior-angle","approved_hierarchy_v1"
"QB_A02_T02_S02_006","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S02","Exterior angle theorem","2.2.2","Medium","MCQ","A triangle has two remote interior angles of \(65^\circ\) and \(75^\circ\). What is the exterior angle at the third vertex?","\(40^\circ\)","\(140^\circ\)","\(10^\circ\)","\(150^\circ\)","B","An exterior angle of a triangle equals the sum of the two remote interior angles.","geometry;triangles;congruence;exterior;angle;theorem;exterior-angle","approved_hierarchy_v1"
"QB_A02_T02_S02_007","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S02","Exterior angle theorem","2.2.2","Medium","MCQ","A triangle has two remote interior angles of \(70^\circ\) and \(50^\circ\). What is the exterior angle at the third vertex?","\(60^\circ\)","\(20^\circ\)","\(120^\circ\)","\(130^\circ\)","C","An exterior angle of a triangle equals the sum of the two remote interior angles.","geometry;triangles;congruence;exterior;angle;theorem;exterior-angle","approved_hierarchy_v1"
"QB_A02_T02_S02_008","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S02","Exterior angle theorem","2.2.2","Medium","MCQ","A triangle has two remote interior angles of \(75^\circ\) and \(55^\circ\). What is the exterior angle at the third vertex?","\(50^\circ\)","\(20^\circ\)","\(140^\circ\)","\(130^\circ\)","D","An exterior angle of a triangle equals the sum of the two remote interior angles.","geometry;triangles;congruence;exterior;angle;theorem;exterior-angle","approved_hierarchy_v1"
"QB_A02_T02_S02_009","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S02","Exterior angle theorem","2.2.2","Medium","MCQ","A triangle has two remote interior angles of \(40^\circ\) and \(60^\circ\). What is the exterior angle at the third vertex?","\(100^\circ\)","\(80^\circ\)","\(20^\circ\)","\(110^\circ\)","A","An exterior angle of a triangle equals the sum of the two remote interior angles.","geometry;triangles;congruence;exterior;angle;theorem;exterior-angle","approved_hierarchy_v1"
"QB_A02_T02_S02_010","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S02","Exterior angle theorem","2.2.2","Medium","MCQ","A triangle has two remote interior angles of \(45^\circ\) and \(65^\circ\). What is the exterior angle at the third vertex?","\(70^\circ\)","\(110^\circ\)","\(20^\circ\)","\(120^\circ\)","B","An exterior angle of a triangle equals the sum of the two remote interior angles.","geometry;triangles;congruence;exterior;angle;theorem;exterior-angle","approved_hierarchy_v1"
"QB_A02_T02_S02_011","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S02","Exterior angle theorem","2.2.2","Hard","MCQ","A triangle has two remote interior angles of \(50^\circ\) and \(70^\circ\). What is the exterior angle at the third vertex?","\(60^\circ\)","\(20^\circ\)","\(120^\circ\)","\(130^\circ\)","C","An exterior angle of a triangle equals the sum of the two remote interior angles.","geometry;triangles;congruence;exterior;angle;theorem;exterior-angle","approved_hierarchy_v1"
"QB_A02_T02_S02_012","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S02","Exterior angle theorem","2.2.2","Hard","MCQ","A triangle has two remote interior angles of \(55^\circ\) and \(75^\circ\). What is the exterior angle at the third vertex?","\(50^\circ\)","\(20^\circ\)","\(140^\circ\)","\(130^\circ\)","D","An exterior angle of a triangle equals the sum of the two remote interior angles.","geometry;triangles;congruence;exterior;angle;theorem;exterior-angle","approved_hierarchy_v1"
