"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A04_T01_S03_001","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Medium","MCQ","Simplify \(\sqrt{8}\).","\(2\sqrt{2}\)","\(\sqrt{8}\)","\(3\sqrt{2}\)","\(3\sqrt{2}\) ","A","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_002","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Medium","MCQ","Simplify \(\sqrt{12}\).","\(\sqrt{12}\)","\(2\sqrt{3}\)","\(3\sqrt{2}\)","\(3\sqrt{3}\)","B","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_003","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Medium","MCQ","Simplify \(\sqrt{18}\).","\(\sqrt{18}\)","\(2\sqrt{3}\)","\(3\sqrt{2}\)","\(4\sqrt{2}\)","C","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_004","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Medium","MCQ","Simplify \(\sqrt{20}\).","\(\sqrt{20}\)","\(5\sqrt{2}\)","\(3\sqrt{5}\)","\(2\sqrt{5}\)","D","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_005","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Medium","MCQ","Simplify \(\sqrt{27}\).","\(3\sqrt{3}\)","\(\sqrt{27}\)","\(4\sqrt{3}\)","\(4\sqrt{3}\) ","A","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_006","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Medium","MCQ","Simplify \(\sqrt{45}\).","\(\sqrt{45}\)","\(3\sqrt{5}\)","\(5\sqrt{3}\)","\(4\sqrt{5}\)","B","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_007","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Medium","MCQ","Simplify \(\sqrt{8}\).","\(\sqrt{8}\)","\(3\sqrt{2}\)","\(2\sqrt{2}\)","\(3\sqrt{2}\) ","C","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_008","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Medium","MCQ","Simplify \(\sqrt{12}\).","\(\sqrt{12}\)","\(3\sqrt{2}\)","\(3\sqrt{3}\)","\(2\sqrt{3}\)","D","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_009","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Medium","MCQ","Simplify \(\sqrt{18}\).","\(3\sqrt{2}\)","\(\sqrt{18}\)","\(2\sqrt{3}\)","\(4\sqrt{2}\)","A","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_010","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Medium","MCQ","Simplify \(\sqrt{20}\).","\(\sqrt{20}\)","\(2\sqrt{5}\)","\(5\sqrt{2}\)","\(3\sqrt{5}\)","B","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_011","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Hard","MCQ","Simplify \(\sqrt{27}\).","\(\sqrt{27}\)","\(4\sqrt{3}\)","\(3\sqrt{3}\)","\(4\sqrt{3}\) ","C","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_012","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Hard","MCQ","Simplify \(\sqrt{45}\).","\(\sqrt{45}\)","\(5\sqrt{3}\)","\(4\sqrt{5}\)","\(3\sqrt{5}\)","D","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_013","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Hard","MCQ","Simplify \(\sqrt{8}\).","\(2\sqrt{2}\)","\(\sqrt{8}\)","\(3\sqrt{2}\)","\(3\sqrt{2}\) ","A","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_014","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Hard","MCQ","Simplify \(\sqrt{12}\).","\(\sqrt{12}\)","\(2\sqrt{3}\)","\(3\sqrt{2}\)","\(3\sqrt{3}\)","B","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_015","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Hard","MCQ","Simplify \(\sqrt{18}\).","\(\sqrt{18}\)","\(2\sqrt{3}\)","\(3\sqrt{2}\)","\(4\sqrt{2}\)","C","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
"QB_A04_T01_S03_016","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S03","Simplifying surds","4.1.3","Hard","MCQ","Simplify \(\sqrt{20}\).","\(\sqrt{20}\)","\(5\sqrt{2}\)","\(3\sqrt{5}\)","\(2\sqrt{5}\)","D","Take out the largest square factor from under the root.","numbers;surds;simplifying;simplify","approved_hierarchy_v1"
