"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A05_T02_S01_001","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Medium","MCQ","A prism has cross-sectional area \(12\) and length \(5\). What is its volume?","\(60\)","\(17\)","\(34\)","\(65\)","A","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_002","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Medium","MCQ","A prism has cross-sectional area \(13\) and length \(6\). What is its volume?","\(19\)","\(78\)","\(38\)","\(83\)","B","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_003","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Medium","MCQ","A prism has cross-sectional area \(14\) and length \(7\). What is its volume?","\(21\)","\(42\)","\(98\)","\(103\)","C","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_004","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Medium","MCQ","A prism has cross-sectional area \(15\) and length \(8\). What is its volume?","\(23\)","\(46\)","\(125\)","\(120\)","D","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_005","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Medium","MCQ","A prism has cross-sectional area \(16\) and length \(9\). What is its volume?","\(144\)","\(25\)","\(50\)","\(149\)","A","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_006","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Medium","MCQ","A prism has cross-sectional area \(17\) and length \(10\). What is its volume?","\(27\)","\(170\)","\(54\)","\(175\)","B","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_007","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Medium","MCQ","A prism has cross-sectional area \(18\) and length \(5\). What is its volume?","\(23\)","\(46\)","\(90\)","\(95\)","C","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_008","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Medium","MCQ","A prism has cross-sectional area \(19\) and length \(6\). What is its volume?","\(25\)","\(50\)","\(119\)","\(114\)","D","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_009","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Medium","MCQ","A prism has cross-sectional area \(20\) and length \(7\). What is its volume?","\(140\)","\(27\)","\(54\)","\(145\)","A","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_010","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Medium","MCQ","A prism has cross-sectional area \(21\) and length \(8\). What is its volume?","\(29\)","\(168\)","\(58\)","\(173\)","B","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_011","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Hard","MCQ","A prism has cross-sectional area \(12\) and length \(9\). What is its volume?","\(21\)","\(42\)","\(108\)","\(113\)","C","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_012","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Hard","MCQ","A prism has cross-sectional area \(13\) and length \(10\). What is its volume?","\(23\)","\(46\)","\(135\)","\(130\)","D","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_013","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Hard","MCQ","A prism has cross-sectional area \(14\) and length \(5\). What is its volume?","\(70\)","\(19\)","\(38\)","\(75\)","A","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_014","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Hard","MCQ","A prism has cross-sectional area \(15\) and length \(6\). What is its volume?","\(21\)","\(90\)","\(42\)","\(95\)","B","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_015","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Hard","MCQ","A prism has cross-sectional area \(16\) and length \(7\). What is its volume?","\(23\)","\(46\)","\(112\)","\(117\)","C","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_016","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Hard","MCQ","A prism has cross-sectional area \(17\) and length \(8\). What is its volume?","\(25\)","\(50\)","\(141\)","\(136\)","D","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_017","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Hard","MCQ","A prism has cross-sectional area \(18\) and length \(9\). What is its volume?","\(162\)","\(27\)","\(54\)","\(167\)","A","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
"QB_A05_T02_S01_018","A05","Measurement","A05_T02","Volume","A05_T02_S01","Finding the volume of prisms","5.2.1","Hard","MCQ","A prism has cross-sectional area \(19\) and length \(10\). What is its volume?","\(29\)","\(190\)","\(58\)","\(195\)","B","Volume of a prism is cross-sectional area times length.","measurement;volume;finding;prisms;prism","approved_hierarchy_v1"
