"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A03_T01_S03_001","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Medium","MCQ","Solve \(2x + 3 = 7\).","\(2\)","\(3\)","\(4\)","\(3\) ","A","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_002","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Medium","MCQ","Solve \(3x + 4 = 13\).","\(4\)","\(3\)","\(9\)","\(4\) ","B","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_003","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Medium","MCQ","Solve \(4x + 5 = 21\).","\(5\)","\(16\)","\(4\)","\(5\) ","C","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_004","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Medium","MCQ","Solve \(5x + 6 = 31\).","\(6\)","\(25\)","\(6\) ","\(5\)","D","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_005","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Medium","MCQ","Solve \(6x + 7 = 43\).","\(6\)","\(7\)","\(36\)","\(7\) ","A","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_006","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Medium","MCQ","Solve \(2x + 8 = 22\).","\(8\)","\(7\)","\(14\)","\(11\)","B","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_007","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Medium","MCQ","Solve \(3x + 9 = 33\).","\(9\)","\(24\)","\(8\)","\(11\)","C","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_008","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Medium","MCQ","Solve \(4x + 3 = 39\).","\(10\)","\(36\)","\(9\) ","\(9\)","D","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_009","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Medium","MCQ","Solve \(5x + 4 = 54\).","\(10\)","\(11\)","\(50\)","\(10\) ","A","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_010","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Medium","MCQ","Solve \(6x + 5 = 71\).","\(12\)","\(11\)","\(66\)","\(11\) ","B","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_011","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Hard","MCQ","Solve \(2x + 6 = 30\).","\(13\)","\(24\)","\(12\)","\(15\)","C","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_012","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Hard","MCQ","Solve \(3x + 7 = 46\).","\(14\)","\(39\)","\(15\)","\(13\)","D","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_013","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Hard","MCQ","Solve \(4x + 8 = 16\).","\(2\)","\(3\)","\(8\)","\(4\)","A","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_014","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Hard","MCQ","Solve \(5x + 9 = 24\).","\(4\)","\(3\)","\(15\)","\(4\) ","B","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_015","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Hard","MCQ","Solve \(6x + 3 = 27\).","\(5\)","\(24\)","\(4\)","\(4\) ","C","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_016","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Hard","MCQ","Solve \(2x + 4 = 14\).","\(6\)","\(10\)","\(7\)","\(5\)","D","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_017","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Hard","MCQ","Solve \(3x + 5 = 23\).","\(6\)","\(7\)","\(18\)","\(7\) ","A","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_018","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Hard","MCQ","Solve \(4x + 6 = 34\).","\(8\)","\(7\)","\(28\)","\(8\) ","B","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_019","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Hard","MCQ","Solve \(5x + 7 = 47\).","\(9\)","\(40\)","\(8\)","\(9\) ","C","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_020","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Hard","MCQ","Solve \(6x + 8 = 62\).","\(10\)","\(54\)","\(10\) ","\(9\)","D","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
"QB_A03_T01_S03_021","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S03","Solving two step equations","3.1.3","Hard","MCQ","Solve \(2x + 9 = 29\).","\(10\)","\(11\)","\(20\)","\(14\)","A","First undo the constant term, then divide by the coefficient of \(x\).","algebra;algebraic;equations;solving;two;step;equation;two-step","approved_hierarchy_v1"
