"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T05_S05_001","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A parallelogram","A kite","A trapezium","A scalene quadrilateral","A","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
"QB_A02_T05_S05_002","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A kite","A parallelogram","A trapezium","A scalene quadrilateral","B","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
"QB_A02_T05_S05_003","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A kite","A trapezium","A parallelogram","A scalene quadrilateral","C","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
"QB_A02_T05_S05_004","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A kite","A trapezium","A scalene quadrilateral","A parallelogram","D","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
"QB_A02_T05_S05_005","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A parallelogram","A kite","A trapezium","A scalene quadrilateral","A","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
"QB_A02_T05_S05_006","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A kite","A parallelogram","A trapezium","A scalene quadrilateral","B","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
"QB_A02_T05_S05_007","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A kite","A trapezium","A parallelogram","A scalene quadrilateral","C","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
"QB_A02_T05_S05_008","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A kite","A trapezium","A scalene quadrilateral","A parallelogram","D","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
"QB_A02_T05_S05_009","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A parallelogram","A kite","A trapezium","A scalene quadrilateral","A","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
"QB_A02_T05_S05_010","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S05","Classifying Quadrilaterals","2.5.5","Medium","MCQ","Which quadrilateral always has both pairs of opposite sides parallel?","A kite","A parallelogram","A trapezium","A scalene quadrilateral","B","A parallelogram is defined by having both pairs of opposite sides parallel.","geometry;polygons;quadrilaterals;classifying;quadrilateral;classification","approved_hierarchy_v1"
