"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A03_T02_S01_001","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S01","Solving Inequalities","3.2.1","Medium","MCQ","Solve \(3x < 27\).","\(x < 9\)","\(x > 9\)","\(x = 9\)","\(x \leq 9\)","A","Divide both sides by the positive coefficient \({a}\), so the inequality sign stays the same.","algebra;inequalities;absolute;value;solving;inequality;solve","approved_hierarchy_v1"
"QB_A03_T02_S01_002","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S01","Solving Inequalities","3.2.1","Medium","MCQ","Solve \(4x < 36\).","\(x > 9\)","\(x < 9\)","\(x = 9\)","\(x \leq 9\)","B","Divide both sides by the positive coefficient \({a}\), so the inequality sign stays the same.","algebra;inequalities;absolute;value;solving;inequality;solve","approved_hierarchy_v1"
"QB_A03_T02_S01_003","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S01","Solving Inequalities","3.2.1","Medium","MCQ","Solve \(5x < 45\).","\(x > 9\)","\(x = 9\)","\(x < 9\)","\(x \leq 9\)","C","Divide both sides by the positive coefficient \({a}\), so the inequality sign stays the same.","algebra;inequalities;absolute;value;solving;inequality;solve","approved_hierarchy_v1"
"QB_A03_T02_S01_004","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S01","Solving Inequalities","3.2.1","Medium","MCQ","Solve \(6x < 54\).","\(x > 9\)","\(x = 9\)","\(x \leq 9\)","\(x < 9\)","D","Divide both sides by the positive coefficient \({a}\), so the inequality sign stays the same.","algebra;inequalities;absolute;value;solving;inequality;solve","approved_hierarchy_v1"
"QB_A03_T02_S01_005","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S01","Solving Inequalities","3.2.1","Medium","MCQ","Solve \(7x < 63\).","\(x < 9\)","\(x > 9\)","\(x = 9\)","\(x \leq 9\)","A","Divide both sides by the positive coefficient \({a}\), so the inequality sign stays the same.","algebra;inequalities;absolute;value;solving;inequality;solve","approved_hierarchy_v1"
"QB_A03_T02_S01_006","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S01","Solving Inequalities","3.2.1","Medium","MCQ","Solve \(8x < 72\).","\(x > 9\)","\(x < 9\)","\(x = 9\)","\(x \leq 9\)","B","Divide both sides by the positive coefficient \({a}\), so the inequality sign stays the same.","algebra;inequalities;absolute;value;solving;inequality;solve","approved_hierarchy_v1"
"QB_A03_T02_S01_007","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S01","Solving Inequalities","3.2.1","Medium","MCQ","Solve \(9x < 81\).","\(x > 9\)","\(x = 9\)","\(x < 9\)","\(x \leq 9\)","C","Divide both sides by the positive coefficient \({a}\), so the inequality sign stays the same.","algebra;inequalities;absolute;value;solving;inequality;solve","approved_hierarchy_v1"
"QB_A03_T02_S01_008","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S01","Solving Inequalities","3.2.1","Medium","MCQ","Solve \(3x < 48\).","\(x > 16\)","\(x = 16\)","\(x \leq 16\)","\(x < 16\)","D","Divide both sides by the positive coefficient \({a}\), so the inequality sign stays the same.","algebra;inequalities;absolute;value;solving;inequality;solve","approved_hierarchy_v1"
"QB_A03_T02_S01_009","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S01","Solving Inequalities","3.2.1","Medium","MCQ","Solve \(4x < 64\).","\(x < 16\)","\(x > 16\)","\(x = 16\)","\(x \leq 16\)","A","Divide both sides by the positive coefficient \({a}\), so the inequality sign stays the same.","algebra;inequalities;absolute;value;solving;inequality;solve","approved_hierarchy_v1"
"QB_A03_T02_S01_010","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S01","Solving Inequalities","3.2.1","Medium","MCQ","Solve \(5x < 80\).","\(x > 16\)","\(x < 16\)","\(x = 16\)","\(x \leq 16\)","B","Divide both sides by the positive coefficient \({a}\), so the inequality sign stays the same.","algebra;inequalities;absolute;value;solving;inequality;solve","approved_hierarchy_v1"
"QB_A03_T02_S01_011","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S01","Solving Inequalities","3.2.1","Hard","MCQ","Solve \(6x < 36\).","\(x > 6\)","\(x = 6\)","\(x < 6\)","\(x \leq 6\)","C","Divide both sides by the positive coefficient \({a}\), so the inequality sign stays the same.","algebra;inequalities;absolute;value;solving;inequality;solve","approved_hierarchy_v1"
