"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A06_T02_S03_001","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S03","Trigonometric ratios in practical situations","6.2.3","Medium","MCQ","Why are trigonometric ratios useful in practical situations?","They relate angles to side lengths in right-angled triangles","They work only for circles and never for triangles","They replace all measurement with estimation","They apply only when every side length is known already","A","Trigonometric ratios connect side lengths and angles in right-angled triangles.","trigonometry;trigonometric;applications;ratios;practical;situations","approved_hierarchy_v1"
"QB_A06_T02_S03_002","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S03","Trigonometric ratios in practical situations","6.2.3","Medium","MCQ","Why are trigonometric ratios useful in practical situations?","They work only for circles and never for triangles","They relate angles to side lengths in right-angled triangles","They replace all measurement with estimation","They apply only when every side length is known already","B","Trigonometric ratios connect side lengths and angles in right-angled triangles.","trigonometry;trigonometric;applications;ratios;practical;situations","approved_hierarchy_v1"
"QB_A06_T02_S03_003","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S03","Trigonometric ratios in practical situations","6.2.3","Medium","MCQ","Why are trigonometric ratios useful in practical situations?","They work only for circles and never for triangles","They replace all measurement with estimation","They relate angles to side lengths in right-angled triangles","They apply only when every side length is known already","C","Trigonometric ratios connect side lengths and angles in right-angled triangles.","trigonometry;trigonometric;applications;ratios;practical;situations","approved_hierarchy_v1"
"QB_A06_T02_S03_004","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S03","Trigonometric ratios in practical situations","6.2.3","Medium","MCQ","Why are trigonometric ratios useful in practical situations?","They work only for circles and never for triangles","They replace all measurement with estimation","They apply only when every side length is known already","They relate angles to side lengths in right-angled triangles","D","Trigonometric ratios connect side lengths and angles in right-angled triangles.","trigonometry;trigonometric;applications;ratios;practical;situations","approved_hierarchy_v1"
"QB_A06_T02_S03_005","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S03","Trigonometric ratios in practical situations","6.2.3","Medium","MCQ","Why are trigonometric ratios useful in practical situations?","They relate angles to side lengths in right-angled triangles","They work only for circles and never for triangles","They replace all measurement with estimation","They apply only when every side length is known already","A","Trigonometric ratios connect side lengths and angles in right-angled triangles.","trigonometry;trigonometric;applications;ratios;practical;situations","approved_hierarchy_v1"
"QB_A06_T02_S03_006","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S03","Trigonometric ratios in practical situations","6.2.3","Medium","MCQ","Why are trigonometric ratios useful in practical situations?","They work only for circles and never for triangles","They relate angles to side lengths in right-angled triangles","They replace all measurement with estimation","They apply only when every side length is known already","B","Trigonometric ratios connect side lengths and angles in right-angled triangles.","trigonometry;trigonometric;applications;ratios;practical;situations","approved_hierarchy_v1"
"QB_A06_T02_S03_007","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S03","Trigonometric ratios in practical situations","6.2.3","Medium","MCQ","Why are trigonometric ratios useful in practical situations?","They work only for circles and never for triangles","They replace all measurement with estimation","They relate angles to side lengths in right-angled triangles","They apply only when every side length is known already","C","Trigonometric ratios connect side lengths and angles in right-angled triangles.","trigonometry;trigonometric;applications;ratios;practical;situations","approved_hierarchy_v1"
"QB_A06_T02_S03_008","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S03","Trigonometric ratios in practical situations","6.2.3","Medium","MCQ","Why are trigonometric ratios useful in practical situations?","They work only for circles and never for triangles","They replace all measurement with estimation","They apply only when every side length is known already","They relate angles to side lengths in right-angled triangles","D","Trigonometric ratios connect side lengths and angles in right-angled triangles.","trigonometry;trigonometric;applications;ratios;practical;situations","approved_hierarchy_v1"
"QB_A06_T02_S03_009","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S03","Trigonometric ratios in practical situations","6.2.3","Medium","MCQ","Why are trigonometric ratios useful in practical situations?","They relate angles to side lengths in right-angled triangles","They work only for circles and never for triangles","They replace all measurement with estimation","They apply only when every side length is known already","A","Trigonometric ratios connect side lengths and angles in right-angled triangles.","trigonometry;trigonometric;applications;ratios;practical;situations","approved_hierarchy_v1"
"QB_A06_T02_S03_010","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S03","Trigonometric ratios in practical situations","6.2.3","Medium","MCQ","Why are trigonometric ratios useful in practical situations?","They work only for circles and never for triangles","They relate angles to side lengths in right-angled triangles","They replace all measurement with estimation","They apply only when every side length is known already","B","Trigonometric ratios connect side lengths and angles in right-angled triangles.","trigonometry;trigonometric;applications;ratios;practical;situations","approved_hierarchy_v1"
"QB_A06_T02_S03_011","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S03","Trigonometric ratios in practical situations","6.2.3","Hard","MCQ","Why are trigonometric ratios useful in practical situations?","They work only for circles and never for triangles","They replace all measurement with estimation","They relate angles to side lengths in right-angled triangles","They apply only when every side length is known already","C","Trigonometric ratios connect side lengths and angles in right-angled triangles.","trigonometry;trigonometric;applications;ratios;practical;situations","approved_hierarchy_v1"
