"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A03_T01_S05_001","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S05","Equations involving grouping symbols","3.1.5","Medium","MCQ","Solve \(2(x + 1) = 4\).","\(1\)","\(2\)","\(3\)","\(2\) ","A","Divide first if helpful, then remove the grouping symbol and isolate \(x\).","algebra;algebraic;equations;involving;grouping;symbols;equation","approved_hierarchy_v1"
"QB_A03_T01_S05_002","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S05","Equations involving grouping symbols","3.1.5","Medium","MCQ","Solve \(3(x + 2) = 12\).","\(4\)","\(2\)","\(10\)","\(4\) ","B","Divide first if helpful, then remove the grouping symbol and isolate \(x\).","algebra;algebraic;equations;involving;grouping;symbols;equation","approved_hierarchy_v1"
"QB_A03_T01_S05_003","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S05","Equations involving grouping symbols","3.1.5","Medium","MCQ","Solve \(4(x + 3) = 24\).","\(6\)","\(21\)","\(3\)","\(6\) ","C","Divide first if helpful, then remove the grouping symbol and isolate \(x\).","algebra;algebraic;equations;involving;grouping;symbols;equation","approved_hierarchy_v1"
"QB_A03_T01_S05_004","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S05","Equations involving grouping symbols","3.1.5","Medium","MCQ","Solve \(5(x + 4) = 40\).","\(8\)","\(36\)","\(8\) ","\(4\)","D","Divide first if helpful, then remove the grouping symbol and isolate \(x\).","algebra;algebraic;equations;involving;grouping;symbols;equation","approved_hierarchy_v1"
"QB_A03_T01_S05_005","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S05","Equations involving grouping symbols","3.1.5","Medium","MCQ","Solve \(2(x + 5) = 20\).","\(5\)","\(10\)","\(15\)","\(10\) ","A","Divide first if helpful, then remove the grouping symbol and isolate \(x\).","algebra;algebraic;equations;involving;grouping;symbols;equation","approved_hierarchy_v1"
"QB_A03_T01_S05_006","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S05","Equations involving grouping symbols","3.1.5","Medium","MCQ","Solve \(3(x + 1) = 21\).","\(7\)","\(6\)","\(20\)","\(7\) ","B","Divide first if helpful, then remove the grouping symbol and isolate \(x\).","algebra;algebraic;equations;involving;grouping;symbols;equation","approved_hierarchy_v1"
"QB_A03_T01_S05_007","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S05","Equations involving grouping symbols","3.1.5","Medium","MCQ","Solve \(4(x + 2) = 36\).","\(9\)","\(34\)","\(7\)","\(9\) ","C","Divide first if helpful, then remove the grouping symbol and isolate \(x\).","algebra;algebraic;equations;involving;grouping;symbols;equation","approved_hierarchy_v1"
"QB_A03_T01_S05_008","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S05","Equations involving grouping symbols","3.1.5","Medium","MCQ","Solve \(5(x + 3) = 55\).","\(11\)","\(52\)","\(11\) ","\(8\)","D","Divide first if helpful, then remove the grouping symbol and isolate \(x\).","algebra;algebraic;equations;involving;grouping;symbols;equation","approved_hierarchy_v1"
"QB_A03_T01_S05_009","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S05","Equations involving grouping symbols","3.1.5","Medium","MCQ","Solve \(2(x + 4) = 26\).","\(9\)","\(13\)","\(22\)","\(13\) ","A","Divide first if helpful, then remove the grouping symbol and isolate \(x\).","algebra;algebraic;equations;involving;grouping;symbols;equation","approved_hierarchy_v1"
"QB_A03_T01_S05_010","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S05","Equations involving grouping symbols","3.1.5","Medium","MCQ","Solve \(3(x + 5) = 45\).","\(15\)","\(10\)","\(40\)","\(15\) ","B","Divide first if helpful, then remove the grouping symbol and isolate \(x\).","algebra;algebraic;equations;involving;grouping;symbols;equation","approved_hierarchy_v1"
"QB_A03_T01_S05_011","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S05","Equations involving grouping symbols","3.1.5","Hard","MCQ","Solve \(4(x + 1) = 8\).","\(2\)","\(7\)","\(1\)","\(2\) ","C","Divide first if helpful, then remove the grouping symbol and isolate \(x\).","algebra;algebraic;equations;involving;grouping;symbols;equation","approved_hierarchy_v1"
"QB_A03_T01_S05_012","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S05","Equations involving grouping symbols","3.1.5","Hard","MCQ","Solve \(5(x + 2) = 20\).","\(4\)","\(18\)","\(4\) ","\(2\)","D","Divide first if helpful, then remove the grouping symbol and isolate \(x\).","algebra;algebraic;equations;involving;grouping;symbols;equation","approved_hierarchy_v1"
"QB_A03_T01_S05_013","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S05","Equations involving grouping symbols","3.1.5","Hard","MCQ","Solve \(2(x + 3) = 12\).","\(3\)","\(6\)","\(9\)","\(6\) ","A","Divide first if helpful, then remove the grouping symbol and isolate \(x\).","algebra;algebraic;equations;involving;grouping;symbols;equation","approved_hierarchy_v1"
