"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T01_S02_001","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Medium","MCQ","A ray is measured from the baseline of a protractor to the mark at \(18^\circ\). What is the size of the angle?","\(18^\circ\)","\(28^\circ\)","\(8^\circ\)","\(162^\circ\)","A","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_002","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Medium","MCQ","A ray is measured from the baseline of a protractor to the mark at \(22^\circ\). What is the size of the angle?","\(32^\circ\)","\(22^\circ\)","\(12^\circ\)","\(158^\circ\)","B","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_003","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Medium","MCQ","A ray is measured from the baseline of a protractor to the mark at \(26^\circ\). What is the size of the angle?","\(36^\circ\)","\(16^\circ\)","\(26^\circ\)","\(154^\circ\)","C","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_004","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Medium","MCQ","A ray is measured from the baseline of a protractor to the mark at \(30^\circ\). What is the size of the angle?","\(40^\circ\)","\(20^\circ\)","\(150^\circ\)","\(30^\circ\)","D","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_005","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Medium","MCQ","A ray is measured from the baseline of a protractor to the mark at \(34^\circ\). What is the size of the angle?","\(34^\circ\)","\(44^\circ\)","\(24^\circ\)","\(146^\circ\)","A","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_006","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Medium","MCQ","A ray is measured from the baseline of a protractor to the mark at \(38^\circ\). What is the size of the angle?","\(48^\circ\)","\(38^\circ\)","\(28^\circ\)","\(142^\circ\)","B","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_007","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Medium","MCQ","A ray is measured from the baseline of a protractor to the mark at \(42^\circ\). What is the size of the angle?","\(52^\circ\)","\(32^\circ\)","\(42^\circ\)","\(138^\circ\)","C","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_008","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Medium","MCQ","A ray is measured from the baseline of a protractor to the mark at \(46^\circ\). What is the size of the angle?","\(56^\circ\)","\(36^\circ\)","\(134^\circ\)","\(46^\circ\)","D","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_009","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Medium","MCQ","A ray is measured from the baseline of a protractor to the mark at \(50^\circ\). What is the size of the angle?","\(50^\circ\)","\(60^\circ\)","\(40^\circ\)","\(130^\circ\)","A","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
"QB_A02_T01_S02_010","A02","Geometry","A02_T01","Angles","A02_T01_S02","Measuring angles","2.1.2","Medium","MCQ","A ray is measured from the baseline of a protractor to the mark at \(54^\circ\). What is the size of the angle?","\(64^\circ\)","\(54^\circ\)","\(44^\circ\)","\(126^\circ\)","B","The size of the angle is read directly from the correct mark on the protractor scale.","geometry;angles;measuring;measurement","approved_hierarchy_v1"
