"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T06_S13_001","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S13","Theorem - Tangents to a circle from an external point are equal","2.6.13","Medium","MCQ","Which statement best matches the idea of Tangents to a circle from an external point are equal?","Tangents to a circle from an external point are equal","A statement unrelated to tangents to a circle from an external point are equal","A numerical shortcut with no proof condition","A property that applies only to a different topic","A","The correct option restates the central idea of tangents to a circle from an external point are equal.","geometry;circle;theorem;tangents;from;an;external;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S13_002","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S13","Theorem - Tangents to a circle from an external point are equal","2.6.13","Medium","MCQ","A student wants to apply tangents to a circle from an external point are equal. What is the most reliable first step?","Assume the statement works in reverse without checking","Identify the exact condition required by the statement before drawing a conclusion","Use one diagram as a complete proof","Ignore whether the objects satisfy the given conditions","B","A theorem or construction can be used only after its conditions are verified.","geometry;circle;theorem;tangents;from;an;external;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S13_003","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S13","Theorem - Tangents to a circle from an external point are equal","2.6.13","Medium","MCQ","Which option shows a valid use of tangents to a circle from an external point are equal?","Assume an unproven converse of the statement","Replace the theorem with a visual estimate only","Use the stated condition and then apply tangents to a circle from an external point are equal to justify the conclusion","Ignore the named feature and use an unrelated formula","C","A valid use of tangents to a circle from an external point are equal must follow the given condition rather than a reversed or unrelated claim.","geometry;circle;theorem;tangents;from;an;external;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S13_004","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S13","Theorem - Tangents to a circle from an external point are equal","2.6.13","Medium","MCQ","When solving a problem involving tangents to a circle from an external point are equal, which error is most serious?","Writing the answer on a new line","Listing the given information before the working","Choosing a shorter explanation after the result is known","Using the result without first checking that the required condition is true","D","The main logical risk is applying the statement where its assumptions are not satisfied.","geometry;circle;theorem;tangents;from;an;external;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S13_005","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S13","Theorem - Tangents to a circle from an external point are equal","2.6.13","Medium","MCQ","Which description best explains why tangents to a circle from an external point are equal is useful in geometric reasoning?","It turns a verified condition into a justified conclusion","It removes the need for any diagram labels","It guarantees that every figure is regular","It replaces all angle and length calculations with guessing","A","The value of a theorem or construction is that it supports a justified step in reasoning.","geometry;circle;theorem;tangents;from;an;external;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S13_006","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S13","Theorem - Tangents to a circle from an external point are equal","2.6.13","Medium","MCQ","Which statement best matches the idea of Tangents to a circle from an external point are equal?","A statement unrelated to tangents to a circle from an external point are equal","Tangents to a circle from an external point are equal","A numerical shortcut with no proof condition","A property that applies only to a different topic","B","The correct option restates the central idea of tangents to a circle from an external point are equal.","geometry;circle;theorem;tangents;from;an;external;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S13_007","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S13","Theorem - Tangents to a circle from an external point are equal","2.6.13","Medium","MCQ","A student wants to apply tangents to a circle from an external point are equal. What is the most reliable first step?","Assume the statement works in reverse without checking","Use one diagram as a complete proof","Identify the exact condition required by the statement before drawing a conclusion","Ignore whether the objects satisfy the given conditions","C","A theorem or construction can be used only after its conditions are verified.","geometry;circle;theorem;tangents;from;an;external;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S13_008","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S13","Theorem - Tangents to a circle from an external point are equal","2.6.13","Medium","MCQ","Which option shows a valid use of tangents to a circle from an external point are equal?","Assume an unproven converse of the statement","Replace the theorem with a visual estimate only","Ignore the named feature and use an unrelated formula","Use the stated condition and then apply tangents to a circle from an external point are equal to justify the conclusion","D","A valid use of tangents to a circle from an external point are equal must follow the given condition rather than a reversed or unrelated claim.","geometry;circle;theorem;tangents;from;an;external;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S13_009","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S13","Theorem - Tangents to a circle from an external point are equal","2.6.13","Medium","MCQ","When solving a problem involving tangents to a circle from an external point are equal, which error is most serious?","Using the result without first checking that the required condition is true","Writing the answer on a new line","Listing the given information before the working","Choosing a shorter explanation after the result is known","A","The main logical risk is applying the statement where its assumptions are not satisfied.","geometry;circle;theorem;tangents;from;an;external;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S13_010","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S13","Theorem - Tangents to a circle from an external point are equal","2.6.13","Medium","MCQ","Which description best explains why tangents to a circle from an external point are equal is useful in geometric reasoning?","It removes the need for any diagram labels","It turns a verified condition into a justified conclusion","It guarantees that every figure is regular","It replaces all angle and length calculations with guessing","B","The value of a theorem or construction is that it supports a justified step in reasoning.","geometry;circle;theorem;tangents;from;an;external;conceptual;reasoning","approved_hierarchy_v1"
