"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A03_T01_S02_001","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Medium","MCQ","Solve \(2x = 4\).","\(2\)","\(3\)","\(1\)","\(4\)","A","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_002","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Medium","MCQ","Solve \(\frac{x}{3} = 3\).","\(10\)","\(9\)","\(8\)","\(11\)","B","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_003","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Medium","MCQ","Solve \(4x = 16\).","\(5\)","\(3\)","\(4\)","\(6\)","C","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_004","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Medium","MCQ","Solve \(\frac{x}{5} = 5\).","\(26\)","\(24\)","\(27\)","\(25\)","D","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_005","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Medium","MCQ","Solve \(6x = 36\).","\(6\)","\(7\)","\(5\)","\(8\)","A","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_006","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Medium","MCQ","Solve \(\frac{x}{7} = 7\).","\(50\)","\(49\)","\(48\)","\(51\)","B","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_007","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Medium","MCQ","Solve \(8x = 64\).","\(9\)","\(7\)","\(8\)","\(10\)","C","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_008","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Medium","MCQ","Solve \(\frac{x}{2} = 3\).","\(7\)","\(5\)","\(8\)","\(6\)","D","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_009","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Medium","MCQ","Solve \(3x = 30\).","\(10\)","\(11\)","\(9\)","\(12\)","A","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_010","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Medium","MCQ","Solve \(\frac{x}{4} = 5\).","\(21\)","\(20\)","\(19\)","\(22\)","B","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_011","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Hard","MCQ","Solve \(5x = 60\).","\(13\)","\(11\)","\(12\)","\(14\)","C","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_012","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Hard","MCQ","Solve \(\frac{x}{6} = 7\).","\(43\)","\(41\)","\(44\)","\(42\)","D","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_013","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Hard","MCQ","Solve \(7x = 14\).","\(2\)","\(3\)","\(1\)","\(4\)","A","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_014","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Hard","MCQ","Solve \(\frac{x}{8} = 3\).","\(25\)","\(24\)","\(23\)","\(26\)","B","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_015","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Hard","MCQ","Solve \(2x = 8\).","\(5\)","\(3\)","\(4\)","\(6\)","C","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_016","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Hard","MCQ","Solve \(\frac{x}{3} = 5\).","\(16\)","\(14\)","\(17\)","\(15\)","D","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_017","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Hard","MCQ","Solve \(4x = 24\).","\(6\)","\(7\)","\(5\)","\(8\)","A","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_018","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Hard","MCQ","Solve \(\frac{x}{5} = 7\).","\(36\)","\(35\)","\(34\)","\(37\)","B","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_019","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Hard","MCQ","Solve \(6x = 48\).","\(9\)","\(7\)","\(8\)","\(10\)","C","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_020","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Hard","MCQ","Solve \(\frac{x}{7} = 3\).","\(22\)","\(20\)","\(23\)","\(21\)","D","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_021","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Hard","MCQ","Solve \(8x = 80\).","\(10\)","\(11\)","\(9\)","\(12\)","A","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_022","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Hard","MCQ","Solve \(\frac{x}{2} = 5\).","\(11\)","\(10\)","\(9\)","\(12\)","B","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_023","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Hard","MCQ","Solve \(3x = 36\).","\(13\)","\(11\)","\(12\)","\(14\)","C","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_024","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Hard","MCQ","Solve \(\frac{x}{4} = 7\).","\(29\)","\(27\)","\(30\)","\(28\)","D","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_025","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Advanced","MCQ","Solve \(5x = 10\).","\(2\)","\(3\)","\(1\)","\(4\)","A","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_026","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Advanced","MCQ","Solve \(\frac{x}{6} = 3\).","\(19\)","\(18\)","\(17\)","\(20\)","B","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_027","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Advanced","MCQ","Solve \(7x = 28\).","\(5\)","\(3\)","\(4\)","\(6\)","C","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_028","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Advanced","MCQ","Solve \(\frac{x}{8} = 5\).","\(41\)","\(39\)","\(42\)","\(40\)","D","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_029","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Advanced","MCQ","Solve \(2x = 12\).","\(6\)","\(7\)","\(5\)","\(8\)","A","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
"QB_A03_T01_S02_030","A03","Algebra","A03_T01","Algebraic Equations","A03_T01_S02","Solving equations containing multiplication and division","3.1.2","Advanced","MCQ","Solve \(\frac{x}{3} = 7\).","\(22\)","\(21\)","\(20\)","\(23\)","B","Use the inverse operation of multiplication or division to isolate \(x\).","algebra;algebraic;equations;solving;containing;multiplication;division;equation;linear","approved_hierarchy_v1"
