"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A03_T02_S02_001","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Medium","MCQ","Solve \(x + 2 < 5\).","\(x < 3\)","\(x > 3\)","\(x \leq 3\)","\(x \geq 3\)","A","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
"QB_A03_T02_S02_002","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Medium","MCQ","Solve \(x + 3 < 6\).","\(x > 3\)","\(x < 3\)","\(x \leq 3\)","\(x \geq 3\)","B","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
"QB_A03_T02_S02_003","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Medium","MCQ","Solve \(x + 4 < 7\).","\(x > 3\)","\(x \leq 3\)","\(x < 3\)","\(x \geq 3\)","C","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
"QB_A03_T02_S02_004","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Medium","MCQ","Solve \(x + 5 < 8\).","\(x > 3\)","\(x \leq 3\)","\(x \geq 3\)","\(x < 3\)","D","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
"QB_A03_T02_S02_005","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Medium","MCQ","Solve \(x + 6 < 9\).","\(x < 3\)","\(x > 3\)","\(x \leq 3\)","\(x \geq 3\)","A","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
"QB_A03_T02_S02_006","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Medium","MCQ","Solve \(x + 7 < 10\).","\(x > 3\)","\(x < 3\)","\(x \leq 3\)","\(x \geq 3\)","B","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
"QB_A03_T02_S02_007","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Medium","MCQ","Solve \(x + 2 < 11\).","\(x > 9\)","\(x \leq 9\)","\(x < 9\)","\(x \geq 9\)","C","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
"QB_A03_T02_S02_008","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Medium","MCQ","Solve \(x + 3 < 12\).","\(x > 9\)","\(x \leq 9\)","\(x \geq 9\)","\(x < 9\)","D","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
"QB_A03_T02_S02_009","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Medium","MCQ","Solve \(x + 4 < 13\).","\(x < 9\)","\(x > 9\)","\(x \leq 9\)","\(x \geq 9\)","A","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
"QB_A03_T02_S02_010","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Medium","MCQ","Solve \(x + 5 < 14\).","\(x > 9\)","\(x < 9\)","\(x \leq 9\)","\(x \geq 9\)","B","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
"QB_A03_T02_S02_011","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Hard","MCQ","Solve \(x + 6 < 5\).","\(x > -1\)","\(x \leq -1\)","\(x < -1\)","\(x \geq -1\)","C","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
"QB_A03_T02_S02_012","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Hard","MCQ","Solve \(x + 7 < 6\).","\(x > -1\)","\(x \leq -1\)","\(x \geq -1\)","\(x < -1\)","D","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
"QB_A03_T02_S02_013","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Hard","MCQ","Solve \(x + 2 < 7\).","\(x < 5\)","\(x > 5\)","\(x \leq 5\)","\(x \geq 5\)","A","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
"QB_A03_T02_S02_014","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Hard","MCQ","Solve \(x + 3 < 8\).","\(x > 5\)","\(x < 5\)","\(x \leq 5\)","\(x \geq 5\)","B","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
"QB_A03_T02_S02_015","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Hard","MCQ","Solve \(x + 4 < 9\).","\(x > 5\)","\(x \leq 5\)","\(x < 5\)","\(x \geq 5\)","C","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
"QB_A03_T02_S02_016","A03","Algebra","A03_T02","Inequalities & Absolute Value","A03_T02_S02","Solving and graphing inequalities","3.2.2","Hard","MCQ","Solve \(x + 5 < 10\).","\(x > 5\)","\(x \leq 5\)","\(x \geq 5\)","\(x < 5\)","D","Subtract \({a}\) from both sides. The solution set is all values less than \({b-a}\).","algebra;inequalities;absolute;value;solving;graphing;inequality","approved_hierarchy_v1"
