"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A05_T01_S06_001","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Medium","MCQ","Which step is essential when finding the area of a composite figure?","Split the figure into known shapes, find each area, and combine appropriately","Add all side lengths and divide by two","Use only the formula for a circle","Ignore any repeated or overlapping regions","A","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_002","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Medium","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Split the figure into known shapes, find each area, and combine appropriately","Use only the formula for a circle","Ignore any repeated or overlapping regions","B","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_003","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Medium","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Use only the formula for a circle","Split the figure into known shapes, find each area, and combine appropriately","Ignore any repeated or overlapping regions","C","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_004","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Medium","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Use only the formula for a circle","Ignore any repeated or overlapping regions","Split the figure into known shapes, find each area, and combine appropriately","D","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_005","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Medium","MCQ","Which step is essential when finding the area of a composite figure?","Split the figure into known shapes, find each area, and combine appropriately","Add all side lengths and divide by two","Use only the formula for a circle","Ignore any repeated or overlapping regions","A","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_006","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Medium","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Split the figure into known shapes, find each area, and combine appropriately","Use only the formula for a circle","Ignore any repeated or overlapping regions","B","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_007","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Medium","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Use only the formula for a circle","Split the figure into known shapes, find each area, and combine appropriately","Ignore any repeated or overlapping regions","C","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_008","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Medium","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Use only the formula for a circle","Ignore any repeated or overlapping regions","Split the figure into known shapes, find each area, and combine appropriately","D","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_009","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Medium","MCQ","Which step is essential when finding the area of a composite figure?","Split the figure into known shapes, find each area, and combine appropriately","Add all side lengths and divide by two","Use only the formula for a circle","Ignore any repeated or overlapping regions","A","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_010","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Medium","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Split the figure into known shapes, find each area, and combine appropriately","Use only the formula for a circle","Ignore any repeated or overlapping regions","B","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_011","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Hard","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Use only the formula for a circle","Split the figure into known shapes, find each area, and combine appropriately","Ignore any repeated or overlapping regions","C","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_012","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Hard","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Use only the formula for a circle","Ignore any repeated or overlapping regions","Split the figure into known shapes, find each area, and combine appropriately","D","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_013","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Hard","MCQ","Which step is essential when finding the area of a composite figure?","Split the figure into known shapes, find each area, and combine appropriately","Add all side lengths and divide by two","Use only the formula for a circle","Ignore any repeated or overlapping regions","A","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_014","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Hard","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Split the figure into known shapes, find each area, and combine appropriately","Use only the formula for a circle","Ignore any repeated or overlapping regions","B","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_015","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Hard","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Use only the formula for a circle","Split the figure into known shapes, find each area, and combine appropriately","Ignore any repeated or overlapping regions","C","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_016","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Hard","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Use only the formula for a circle","Ignore any repeated or overlapping regions","Split the figure into known shapes, find each area, and combine appropriately","D","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_017","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Hard","MCQ","Which step is essential when finding the area of a composite figure?","Split the figure into known shapes, find each area, and combine appropriately","Add all side lengths and divide by two","Use only the formula for a circle","Ignore any repeated or overlapping regions","A","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_018","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Hard","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Split the figure into known shapes, find each area, and combine appropriately","Use only the formula for a circle","Ignore any repeated or overlapping regions","B","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_019","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Hard","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Use only the formula for a circle","Split the figure into known shapes, find each area, and combine appropriately","Ignore any repeated or overlapping regions","C","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_020","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Hard","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Use only the formula for a circle","Ignore any repeated or overlapping regions","Split the figure into known shapes, find each area, and combine appropriately","D","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_021","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Hard","MCQ","Which step is essential when finding the area of a composite figure?","Split the figure into known shapes, find each area, and combine appropriately","Add all side lengths and divide by two","Use only the formula for a circle","Ignore any repeated or overlapping regions","A","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_022","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Hard","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Split the figure into known shapes, find each area, and combine appropriately","Use only the formula for a circle","Ignore any repeated or overlapping regions","B","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_023","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Hard","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Use only the formula for a circle","Split the figure into known shapes, find each area, and combine appropriately","Ignore any repeated or overlapping regions","C","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_024","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Hard","MCQ","Which step is essential when finding the area of a composite figure?","Add all side lengths and divide by two","Use only the formula for a circle","Ignore any repeated or overlapping regions","Split the figure into known shapes, find each area, and combine appropriately","D","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
"QB_A05_T01_S06_025","A05","Measurement","A05_T01","Area","A05_T01_S06","Area of regular polygons and composite figures","5.1.6","Advanced","MCQ","Which step is essential when finding the area of a composite figure?","Split the figure into known shapes, find each area, and combine appropriately","Add all side lengths and divide by two","Use only the formula for a circle","Ignore any repeated or overlapping regions","A","Composite area problems are solved by decomposing into familiar shapes.","measurement;area;regular;polygons;composite;figures","approved_hierarchy_v1"
