"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A05_T03_S05_001","A05","Measurement","A05_T03","Surface Area","A05_T03_S05","Surface area of cones","5.3.5","Medium","MCQ","Which expression is part of the surface area of a cone?","\(\pi r\ell\)","\(\pi r^2 h\)","\(2\pi rh\)","\(\frac{1}{3}\pi r^2 h\)","A","The curved surface area of a cone is \(\pi r\ell\), where \(\ell\) is the slant height.","measurement;surface;area;cones;surface-area;cone","approved_hierarchy_v1"
"QB_A05_T03_S05_002","A05","Measurement","A05_T03","Surface Area","A05_T03_S05","Surface area of cones","5.3.5","Medium","MCQ","Which expression is part of the surface area of a cone?","\(\pi r^2 h\)","\(\pi r\ell\)","\(2\pi rh\)","\(\frac{1}{3}\pi r^2 h\)","B","The curved surface area of a cone is \(\pi r\ell\), where \(\ell\) is the slant height.","measurement;surface;area;cones;surface-area;cone","approved_hierarchy_v1"
"QB_A05_T03_S05_003","A05","Measurement","A05_T03","Surface Area","A05_T03_S05","Surface area of cones","5.3.5","Medium","MCQ","Which expression is part of the surface area of a cone?","\(\pi r^2 h\)","\(2\pi rh\)","\(\pi r\ell\)","\(\frac{1}{3}\pi r^2 h\)","C","The curved surface area of a cone is \(\pi r\ell\), where \(\ell\) is the slant height.","measurement;surface;area;cones;surface-area;cone","approved_hierarchy_v1"
"QB_A05_T03_S05_004","A05","Measurement","A05_T03","Surface Area","A05_T03_S05","Surface area of cones","5.3.5","Medium","MCQ","Which expression is part of the surface area of a cone?","\(\pi r^2 h\)","\(2\pi rh\)","\(\frac{1}{3}\pi r^2 h\)","\(\pi r\ell\)","D","The curved surface area of a cone is \(\pi r\ell\), where \(\ell\) is the slant height.","measurement;surface;area;cones;surface-area;cone","approved_hierarchy_v1"
"QB_A05_T03_S05_005","A05","Measurement","A05_T03","Surface Area","A05_T03_S05","Surface area of cones","5.3.5","Medium","MCQ","Which expression is part of the surface area of a cone?","\(\pi r\ell\)","\(\pi r^2 h\)","\(2\pi rh\)","\(\frac{1}{3}\pi r^2 h\)","A","The curved surface area of a cone is \(\pi r\ell\), where \(\ell\) is the slant height.","measurement;surface;area;cones;surface-area;cone","approved_hierarchy_v1"
"QB_A05_T03_S05_006","A05","Measurement","A05_T03","Surface Area","A05_T03_S05","Surface area of cones","5.3.5","Medium","MCQ","Which expression is part of the surface area of a cone?","\(\pi r^2 h\)","\(\pi r\ell\)","\(2\pi rh\)","\(\frac{1}{3}\pi r^2 h\)","B","The curved surface area of a cone is \(\pi r\ell\), where \(\ell\) is the slant height.","measurement;surface;area;cones;surface-area;cone","approved_hierarchy_v1"
"QB_A05_T03_S05_007","A05","Measurement","A05_T03","Surface Area","A05_T03_S05","Surface area of cones","5.3.5","Medium","MCQ","Which expression is part of the surface area of a cone?","\(\pi r^2 h\)","\(2\pi rh\)","\(\pi r\ell\)","\(\frac{1}{3}\pi r^2 h\)","C","The curved surface area of a cone is \(\pi r\ell\), where \(\ell\) is the slant height.","measurement;surface;area;cones;surface-area;cone","approved_hierarchy_v1"
"QB_A05_T03_S05_008","A05","Measurement","A05_T03","Surface Area","A05_T03_S05","Surface area of cones","5.3.5","Medium","MCQ","Which expression is part of the surface area of a cone?","\(\pi r^2 h\)","\(2\pi rh\)","\(\frac{1}{3}\pi r^2 h\)","\(\pi r\ell\)","D","The curved surface area of a cone is \(\pi r\ell\), where \(\ell\) is the slant height.","measurement;surface;area;cones;surface-area;cone","approved_hierarchy_v1"
"QB_A05_T03_S05_009","A05","Measurement","A05_T03","Surface Area","A05_T03_S05","Surface area of cones","5.3.5","Medium","MCQ","Which expression is part of the surface area of a cone?","\(\pi r\ell\)","\(\pi r^2 h\)","\(2\pi rh\)","\(\frac{1}{3}\pi r^2 h\)","A","The curved surface area of a cone is \(\pi r\ell\), where \(\ell\) is the slant height.","measurement;surface;area;cones;surface-area;cone","approved_hierarchy_v1"
"QB_A05_T03_S05_010","A05","Measurement","A05_T03","Surface Area","A05_T03_S05","Surface area of cones","5.3.5","Medium","MCQ","Which expression is part of the surface area of a cone?","\(\pi r^2 h\)","\(\pi r\ell\)","\(2\pi rh\)","\(\frac{1}{3}\pi r^2 h\)","B","The curved surface area of a cone is \(\pi r\ell\), where \(\ell\) is the slant height.","measurement;surface;area;cones;surface-area;cone","approved_hierarchy_v1"
