"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T05_S09_001","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Medium","MCQ","Which statement is always true for a kite?","It has two pairs of adjacent equal sides","Both pairs of opposite sides are parallel","All four angles are equal","Its diagonals are always equal in length","A","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_002","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Medium","MCQ","Which statement is always true for a kite?","Both pairs of opposite sides are parallel","It has two pairs of adjacent equal sides","All four angles are equal","Its diagonals are always equal in length","B","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_003","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Medium","MCQ","Which statement is always true for a kite?","Both pairs of opposite sides are parallel","All four angles are equal","It has two pairs of adjacent equal sides","Its diagonals are always equal in length","C","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_004","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Medium","MCQ","Which statement is always true for a kite?","Both pairs of opposite sides are parallel","All four angles are equal","Its diagonals are always equal in length","It has two pairs of adjacent equal sides","D","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_005","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Medium","MCQ","Which statement is always true for a kite?","It has two pairs of adjacent equal sides","Both pairs of opposite sides are parallel","All four angles are equal","Its diagonals are always equal in length","A","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_006","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Medium","MCQ","Which statement is always true for a kite?","Both pairs of opposite sides are parallel","It has two pairs of adjacent equal sides","All four angles are equal","Its diagonals are always equal in length","B","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_007","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Medium","MCQ","Which statement is always true for a kite?","Both pairs of opposite sides are parallel","All four angles are equal","It has two pairs of adjacent equal sides","Its diagonals are always equal in length","C","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_008","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Medium","MCQ","Which statement is always true for a kite?","Both pairs of opposite sides are parallel","All four angles are equal","Its diagonals are always equal in length","It has two pairs of adjacent equal sides","D","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_009","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Medium","MCQ","Which statement is always true for a kite?","It has two pairs of adjacent equal sides","Both pairs of opposite sides are parallel","All four angles are equal","Its diagonals are always equal in length","A","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_010","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Medium","MCQ","Which statement is always true for a kite?","Both pairs of opposite sides are parallel","It has two pairs of adjacent equal sides","All four angles are equal","Its diagonals are always equal in length","B","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_011","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Hard","MCQ","Which statement is always true for a kite?","Both pairs of opposite sides are parallel","All four angles are equal","It has two pairs of adjacent equal sides","Its diagonals are always equal in length","C","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_012","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Hard","MCQ","Which statement is always true for a kite?","Both pairs of opposite sides are parallel","All four angles are equal","Its diagonals are always equal in length","It has two pairs of adjacent equal sides","D","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_013","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Hard","MCQ","Which statement is always true for a kite?","It has two pairs of adjacent equal sides","Both pairs of opposite sides are parallel","All four angles are equal","Its diagonals are always equal in length","A","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_014","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Hard","MCQ","Which statement is always true for a kite?","Both pairs of opposite sides are parallel","It has two pairs of adjacent equal sides","All four angles are equal","Its diagonals are always equal in length","B","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_015","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Hard","MCQ","Which statement is always true for a kite?","Both pairs of opposite sides are parallel","All four angles are equal","It has two pairs of adjacent equal sides","Its diagonals are always equal in length","C","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_016","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Hard","MCQ","Which statement is always true for a kite?","Both pairs of opposite sides are parallel","All four angles are equal","Its diagonals are always equal in length","It has two pairs of adjacent equal sides","D","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_017","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Hard","MCQ","Which statement is always true for a kite?","It has two pairs of adjacent equal sides","Both pairs of opposite sides are parallel","All four angles are equal","Its diagonals are always equal in length","A","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_018","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Hard","MCQ","Which statement is always true for a kite?","Both pairs of opposite sides are parallel","It has two pairs of adjacent equal sides","All four angles are equal","Its diagonals are always equal in length","B","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_019","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Hard","MCQ","Which statement is always true for a kite?","Both pairs of opposite sides are parallel","All four angles are equal","It has two pairs of adjacent equal sides","Its diagonals are always equal in length","C","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_020","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Hard","MCQ","Which statement is always true for a kite?","Both pairs of opposite sides are parallel","All four angles are equal","Its diagonals are always equal in length","It has two pairs of adjacent equal sides","D","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
"QB_A02_T05_S09_021","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S09","Properties of the Trapezium and Kite","2.5.9","Hard","MCQ","Which statement is always true for a kite?","It has two pairs of adjacent equal sides","Both pairs of opposite sides are parallel","All four angles are equal","Its diagonals are always equal in length","A","A kite is defined by two pairs of adjacent equal sides.","geometry;polygons;quadrilaterals;properties;trapezium;kite","approved_hierarchy_v1"
