"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A06_T02_S02_001","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S02","Angles of elevation and depression","6.2.2","Medium","MCQ","What is the angle of elevation?","The angle measured upward from a horizontal line of sight","The angle measured downward from the vertical","The total turning angle around a point","The angle between two parallel lines","A","Angles of elevation are measured upward from the horizontal.","trigonometry;trigonometric;applications;angles;elevation;depression","approved_hierarchy_v1"
"QB_A06_T02_S02_002","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S02","Angles of elevation and depression","6.2.2","Medium","MCQ","What is the angle of elevation?","The angle measured downward from the vertical","The angle measured upward from a horizontal line of sight","The total turning angle around a point","The angle between two parallel lines","B","Angles of elevation are measured upward from the horizontal.","trigonometry;trigonometric;applications;angles;elevation;depression","approved_hierarchy_v1"
"QB_A06_T02_S02_003","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S02","Angles of elevation and depression","6.2.2","Medium","MCQ","What is the angle of elevation?","The angle measured downward from the vertical","The total turning angle around a point","The angle measured upward from a horizontal line of sight","The angle between two parallel lines","C","Angles of elevation are measured upward from the horizontal.","trigonometry;trigonometric;applications;angles;elevation;depression","approved_hierarchy_v1"
"QB_A06_T02_S02_004","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S02","Angles of elevation and depression","6.2.2","Medium","MCQ","What is the angle of elevation?","The angle measured downward from the vertical","The total turning angle around a point","The angle between two parallel lines","The angle measured upward from a horizontal line of sight","D","Angles of elevation are measured upward from the horizontal.","trigonometry;trigonometric;applications;angles;elevation;depression","approved_hierarchy_v1"
"QB_A06_T02_S02_005","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S02","Angles of elevation and depression","6.2.2","Medium","MCQ","What is the angle of elevation?","The angle measured upward from a horizontal line of sight","The angle measured downward from the vertical","The total turning angle around a point","The angle between two parallel lines","A","Angles of elevation are measured upward from the horizontal.","trigonometry;trigonometric;applications;angles;elevation;depression","approved_hierarchy_v1"
"QB_A06_T02_S02_006","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S02","Angles of elevation and depression","6.2.2","Medium","MCQ","What is the angle of elevation?","The angle measured downward from the vertical","The angle measured upward from a horizontal line of sight","The total turning angle around a point","The angle between two parallel lines","B","Angles of elevation are measured upward from the horizontal.","trigonometry;trigonometric;applications;angles;elevation;depression","approved_hierarchy_v1"
"QB_A06_T02_S02_007","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S02","Angles of elevation and depression","6.2.2","Medium","MCQ","What is the angle of elevation?","The angle measured downward from the vertical","The total turning angle around a point","The angle measured upward from a horizontal line of sight","The angle between two parallel lines","C","Angles of elevation are measured upward from the horizontal.","trigonometry;trigonometric;applications;angles;elevation;depression","approved_hierarchy_v1"
"QB_A06_T02_S02_008","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S02","Angles of elevation and depression","6.2.2","Medium","MCQ","What is the angle of elevation?","The angle measured downward from the vertical","The total turning angle around a point","The angle between two parallel lines","The angle measured upward from a horizontal line of sight","D","Angles of elevation are measured upward from the horizontal.","trigonometry;trigonometric;applications;angles;elevation;depression","approved_hierarchy_v1"
"QB_A06_T02_S02_009","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S02","Angles of elevation and depression","6.2.2","Medium","MCQ","What is the angle of elevation?","The angle measured upward from a horizontal line of sight","The angle measured downward from the vertical","The total turning angle around a point","The angle between two parallel lines","A","Angles of elevation are measured upward from the horizontal.","trigonometry;trigonometric;applications;angles;elevation;depression","approved_hierarchy_v1"
"QB_A06_T02_S02_010","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S02","Angles of elevation and depression","6.2.2","Medium","MCQ","What is the angle of elevation?","The angle measured downward from the vertical","The angle measured upward from a horizontal line of sight","The total turning angle around a point","The angle between two parallel lines","B","Angles of elevation are measured upward from the horizontal.","trigonometry;trigonometric;applications;angles;elevation;depression","approved_hierarchy_v1"
"QB_A06_T02_S02_011","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S02","Angles of elevation and depression","6.2.2","Hard","MCQ","What is the angle of elevation?","The angle measured downward from the vertical","The total turning angle around a point","The angle measured upward from a horizontal line of sight","The angle between two parallel lines","C","Angles of elevation are measured upward from the horizontal.","trigonometry;trigonometric;applications;angles;elevation;depression","approved_hierarchy_v1"
"QB_A06_T02_S02_012","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S02","Angles of elevation and depression","6.2.2","Hard","MCQ","What is the angle of elevation?","The angle measured downward from the vertical","The total turning angle around a point","The angle between two parallel lines","The angle measured upward from a horizontal line of sight","D","Angles of elevation are measured upward from the horizontal.","trigonometry;trigonometric;applications;angles;elevation;depression","approved_hierarchy_v1"
"QB_A06_T02_S02_013","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S02","Angles of elevation and depression","6.2.2","Hard","MCQ","What is the angle of elevation?","The angle measured upward from a horizontal line of sight","The angle measured downward from the vertical","The total turning angle around a point","The angle between two parallel lines","A","Angles of elevation are measured upward from the horizontal.","trigonometry;trigonometric;applications;angles;elevation;depression","approved_hierarchy_v1"
"QB_A06_T02_S02_014","A06","Trigonometry","A06_T02","Trigonometric Applications","A06_T02_S02","Angles of elevation and depression","6.2.2","Hard","MCQ","What is the angle of elevation?","The angle measured downward from the vertical","The angle measured upward from a horizontal line of sight","The total turning angle around a point","The angle between two parallel lines","B","Angles of elevation are measured upward from the horizontal.","trigonometry;trigonometric;applications;angles;elevation;depression","approved_hierarchy_v1"
