"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A03_T03_S07_001","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Medium","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(28\). What equation models the situation?","\(x(x+3)=28\)","\(x+x+3=28\)","\(2x+3=28\)","\(x^2+3=28\)","A","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_002","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Medium","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(40\). What equation models the situation?","\(x+x+3=40\)","\(x(x+3)=40\)","\(2x+3=40\)","\(x^2+3=40\)","B","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_003","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Medium","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(54\). What equation models the situation?","\(x+x+3=54\)","\(2x+3=54\)","\(x(x+3)=54\)","\(x^2+3=54\)","C","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_004","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Medium","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(70\). What equation models the situation?","\(x+x+3=70\)","\(2x+3=70\)","\(x^2+3=70\)","\(x(x+3)=70\)","D","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_005","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Medium","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(88\). What equation models the situation?","\(x(x+3)=88\)","\(x+x+3=88\)","\(2x+3=88\)","\(x^2+3=88\)","A","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_006","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Medium","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(108\). What equation models the situation?","\(x+x+3=108\)","\(x(x+3)=108\)","\(2x+3=108\)","\(x^2+3=108\)","B","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_007","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Medium","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(28\). What equation models the situation?","\(x+x+3=28\)","\(2x+3=28\)","\(x(x+3)=28\)","\(x^2+3=28\)","C","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_008","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Medium","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(40\). What equation models the situation?","\(x+x+3=40\)","\(2x+3=40\)","\(x^2+3=40\)","\(x(x+3)=40\)","D","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_009","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Medium","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(54\). What equation models the situation?","\(x(x+3)=54\)","\(x+x+3=54\)","\(2x+3=54\)","\(x^2+3=54\)","A","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_010","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Medium","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(70\). What equation models the situation?","\(x+x+3=70\)","\(x(x+3)=70\)","\(2x+3=70\)","\(x^2+3=70\)","B","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_011","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Hard","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(88\). What equation models the situation?","\(x+x+3=88\)","\(2x+3=88\)","\(x(x+3)=88\)","\(x^2+3=88\)","C","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_012","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Hard","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(108\). What equation models the situation?","\(x+x+3=108\)","\(2x+3=108\)","\(x^2+3=108\)","\(x(x+3)=108\)","D","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_013","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Hard","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(28\). What equation models the situation?","\(x(x+3)=28\)","\(x+x+3=28\)","\(2x+3=28\)","\(x^2+3=28\)","A","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_014","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Hard","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(40\). What equation models the situation?","\(x+x+3=40\)","\(x(x+3)=40\)","\(2x+3=40\)","\(x^2+3=40\)","B","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_015","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Hard","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(54\). What equation models the situation?","\(x+x+3=54\)","\(2x+3=54\)","\(x(x+3)=54\)","\(x^2+3=54\)","C","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_016","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Hard","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(70\). What equation models the situation?","\(x+x+3=70\)","\(2x+3=70\)","\(x^2+3=70\)","\(x(x+3)=70\)","D","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_017","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Hard","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(88\). What equation models the situation?","\(x(x+3)=88\)","\(x+x+3=88\)","\(2x+3=88\)","\(x^2+3=88\)","A","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_018","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Hard","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(108\). What equation models the situation?","\(x+x+3=108\)","\(x(x+3)=108\)","\(2x+3=108\)","\(x^2+3=108\)","B","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_019","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Hard","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(28\). What equation models the situation?","\(x+x+3=28\)","\(2x+3=28\)","\(x(x+3)=28\)","\(x^2+3=28\)","C","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_020","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Hard","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(40\). What equation models the situation?","\(x+x+3=40\)","\(2x+3=40\)","\(x^2+3=40\)","\(x(x+3)=40\)","D","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_021","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Hard","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(54\). What equation models the situation?","\(x(x+3)=54\)","\(x+x+3=54\)","\(2x+3=54\)","\(x^2+3=54\)","A","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_022","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Hard","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(70\). What equation models the situation?","\(x+x+3=70\)","\(x(x+3)=70\)","\(2x+3=70\)","\(x^2+3=70\)","B","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_023","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Hard","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(88\). What equation models the situation?","\(x+x+3=88\)","\(2x+3=88\)","\(x(x+3)=88\)","\(x^2+3=88\)","C","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_024","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Hard","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(108\). What equation models the situation?","\(x+x+3=108\)","\(2x+3=108\)","\(x^2+3=108\)","\(x(x+3)=108\)","D","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_025","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Advanced","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(28\). What equation models the situation?","\(x(x+3)=28\)","\(x+x+3=28\)","\(2x+3=28\)","\(x^2+3=28\)","A","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_026","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Advanced","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(40\). What equation models the situation?","\(x+x+3=40\)","\(x(x+3)=40\)","\(2x+3=40\)","\(x^2+3=40\)","B","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_027","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Advanced","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(54\). What equation models the situation?","\(x+x+3=54\)","\(2x+3=54\)","\(x(x+3)=54\)","\(x^2+3=54\)","C","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_028","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Advanced","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(70\). What equation models the situation?","\(x+x+3=70\)","\(2x+3=70\)","\(x^2+3=70\)","\(x(x+3)=70\)","D","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_029","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Advanced","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(88\). What equation models the situation?","\(x(x+3)=88\)","\(x+x+3=88\)","\(2x+3=88\)","\(x^2+3=88\)","A","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
"QB_A03_T03_S07_030","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S07","Problem solving with quadratic equations","3.3.7","Advanced","MCQ","A rectangle has width \(x\) and length \(x+3\). Its area is \(108\). What equation models the situation?","\(x+x+3=108\)","\(x(x+3)=108\)","\(2x+3=108\)","\(x^2+3=108\)","B","Area equals width multiplied by length.","algebra;quadratic;equations;problem;solving;problem-solving","approved_hierarchy_v1"
