"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T04_S10_001","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S10","Two point formula: equation of a line which joins a pair of points","2.4.10","Medium","MCQ","Which gradient is used when finding the equation of the line through \((1,2)\) and \((3,5)\)?","\(\frac{3}{2}\)","\(\frac{2}{3}\)","\(5\)","\(-1\)","A","The two-point method uses \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;two;point;formula;equation;line;joins;two-point","approved_hierarchy_v1"
"QB_A02_T04_S10_002","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S10","Two point formula: equation of a line which joins a pair of points","2.4.10","Medium","MCQ","Which gradient is used when finding the equation of the line through \((2,3)\) and \((5,7)\)?","\(\frac{3}{4}\)","\(\frac{4}{3}\)","\(7\)","\(-1\)","B","The two-point method uses \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;two;point;formula;equation;line;joins;two-point","approved_hierarchy_v1"
"QB_A02_T04_S10_003","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S10","Two point formula: equation of a line which joins a pair of points","2.4.10","Medium","MCQ","Which gradient is used when finding the equation of the line through \((3,4)\) and \((7,9)\)?","\(\frac{4}{5}\)","\(9\)","\(\frac{5}{4}\)","\(-1\)","C","The two-point method uses \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;two;point;formula;equation;line;joins;two-point","approved_hierarchy_v1"
"QB_A02_T04_S10_004","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S10","Two point formula: equation of a line which joins a pair of points","2.4.10","Medium","MCQ","Which gradient is used when finding the equation of the line through \((4,5)\) and \((9,11)\)?","\(\frac{5}{6}\)","\(11\)","\(-1\)","\(\frac{6}{5}\)","D","The two-point method uses \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;two;point;formula;equation;line;joins;two-point","approved_hierarchy_v1"
"QB_A02_T04_S10_005","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S10","Two point formula: equation of a line which joins a pair of points","2.4.10","Medium","MCQ","Which gradient is used when finding the equation of the line through \((5,6)\) and \((11,9)\)?","\(\frac{3}{6}\)","\(\frac{6}{3}\)","\(9\)","\(3\)","A","The two-point method uses \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;two;point;formula;equation;line;joins;two-point","approved_hierarchy_v1"
"QB_A02_T04_S10_006","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S10","Two point formula: equation of a line which joins a pair of points","2.4.10","Medium","MCQ","Which gradient is used when finding the equation of the line through \((6,7)\) and \((8,11)\)?","\(\frac{2}{4}\)","\(\frac{4}{2}\)","\(6\)","\(-2\)","B","The two-point method uses \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;two;point;formula;equation;line;joins;two-point","approved_hierarchy_v1"
"QB_A02_T04_S10_007","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S10","Two point formula: equation of a line which joins a pair of points","2.4.10","Medium","MCQ","Which gradient is used when finding the equation of the line through \((1,8)\) and \((4,13)\)?","\(\frac{3}{5}\)","\(8\)","\(\frac{5}{3}\)","\(-2\)","C","The two-point method uses \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;two;point;formula;equation;line;joins;two-point","approved_hierarchy_v1"
"QB_A02_T04_S10_008","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S10","Two point formula: equation of a line which joins a pair of points","2.4.10","Medium","MCQ","Which gradient is used when finding the equation of the line through \((2,2)\) and \((6,8)\)?","\(\frac{4}{6}\)","\(10\)","\(-2\)","\(\frac{6}{4}\)","D","The two-point method uses \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;two;point;formula;equation;line;joins;two-point","approved_hierarchy_v1"
"QB_A02_T04_S10_009","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S10","Two point formula: equation of a line which joins a pair of points","2.4.10","Medium","MCQ","Which gradient is used when finding the equation of the line through \((3,3)\) and \((8,6)\)?","\(\frac{3}{5}\)","\(\frac{5}{3}\)","\(8\)","\(2\)","A","The two-point method uses \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;two;point;formula;equation;line;joins;two-point","approved_hierarchy_v1"
"QB_A02_T04_S10_010","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S10","Two point formula: equation of a line which joins a pair of points","2.4.10","Medium","MCQ","Which gradient is used when finding the equation of the line through \((4,4)\) and \((10,8)\)?","\(\frac{6}{4}\)","\(\frac{4}{6}\)","\(10\)","\(2\)","B","The two-point method uses \(m=\frac{y_2-y_1}{x_2-x_1}\).","geometry;coordinate;two;point;formula;equation;line;joins;two-point","approved_hierarchy_v1"
