"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T01_S01_001","A02","Geometry","A02_T01","Angles","A02_T01_S01","Measure and classify angles","2.1.1","Medium","MCQ","How should an angle of \(25^\circ\) be classified?","acute","obtuse","reflex","straight","A","An angle of \(25^\circ\) lies in the correct classification range for acute.","geometry;angles;measure;classify;classification","approved_hierarchy_v1"
"QB_A02_T01_S01_002","A02","Geometry","A02_T01","Angles","A02_T01_S01","Measure and classify angles","2.1.1","Medium","MCQ","How should an angle of \(38^\circ\) be classified?","obtuse","acute","reflex","straight","B","An angle of \(38^\circ\) lies in the correct classification range for acute.","geometry;angles;measure;classify;classification","approved_hierarchy_v1"
"QB_A02_T01_S01_003","A02","Geometry","A02_T01","Angles","A02_T01_S01","Measure and classify angles","2.1.1","Medium","MCQ","How should an angle of \(51^\circ\) be classified?","obtuse","reflex","acute","straight","C","An angle of \(51^\circ\) lies in the correct classification range for acute.","geometry;angles;measure;classify;classification","approved_hierarchy_v1"
"QB_A02_T01_S01_004","A02","Geometry","A02_T01","Angles","A02_T01_S01","Measure and classify angles","2.1.1","Medium","MCQ","How should an angle of \(64^\circ\) be classified?","obtuse","reflex","straight","acute","D","An angle of \(64^\circ\) lies in the correct classification range for acute.","geometry;angles;measure;classify;classification","approved_hierarchy_v1"
"QB_A02_T01_S01_005","A02","Geometry","A02_T01","Angles","A02_T01_S01","Measure and classify angles","2.1.1","Medium","MCQ","How should an angle of \(77^\circ\) be classified?","acute","obtuse","reflex","straight","A","An angle of \(77^\circ\) lies in the correct classification range for acute.","geometry;angles;measure;classify;classification","approved_hierarchy_v1"
"QB_A02_T01_S01_006","A02","Geometry","A02_T01","Angles","A02_T01_S01","Measure and classify angles","2.1.1","Medium","MCQ","How should an angle of \(90^\circ\) be classified?","acute","right","obtuse","reflex","B","An angle of \(90^\circ\) lies in the correct classification range for right.","geometry;angles;measure;classify;classification","approved_hierarchy_v1"
"QB_A02_T01_S01_007","A02","Geometry","A02_T01","Angles","A02_T01_S01","Measure and classify angles","2.1.1","Medium","MCQ","How should an angle of \(103^\circ\) be classified?","acute","reflex","obtuse","straight","C","An angle of \(103^\circ\) lies in the correct classification range for obtuse.","geometry;angles;measure;classify;classification","approved_hierarchy_v1"
"QB_A02_T01_S01_008","A02","Geometry","A02_T01","Angles","A02_T01_S01","Measure and classify angles","2.1.1","Medium","MCQ","How should an angle of \(116^\circ\) be classified?","acute","reflex","straight","obtuse","D","An angle of \(116^\circ\) lies in the correct classification range for obtuse.","geometry;angles;measure;classify;classification","approved_hierarchy_v1"
"QB_A02_T01_S01_009","A02","Geometry","A02_T01","Angles","A02_T01_S01","Measure and classify angles","2.1.1","Medium","MCQ","How should an angle of \(129^\circ\) be classified?","obtuse","acute","reflex","straight","A","An angle of \(129^\circ\) lies in the correct classification range for obtuse.","geometry;angles;measure;classify;classification","approved_hierarchy_v1"
"QB_A02_T01_S01_010","A02","Geometry","A02_T01","Angles","A02_T01_S01","Measure and classify angles","2.1.1","Medium","MCQ","How should an angle of \(142^\circ\) be classified?","acute","obtuse","reflex","straight","B","An angle of \(142^\circ\) lies in the correct classification range for obtuse.","geometry;angles;measure;classify;classification","approved_hierarchy_v1"
"QB_A02_T01_S01_011","A02","Geometry","A02_T01","Angles","A02_T01_S01","Measure and classify angles","2.1.1","Hard","MCQ","How should an angle of \(155^\circ\) be classified?","acute","reflex","obtuse","straight","C","An angle of \(155^\circ\) lies in the correct classification range for obtuse.","geometry;angles;measure;classify;classification","approved_hierarchy_v1"
"QB_A02_T01_S01_012","A02","Geometry","A02_T01","Angles","A02_T01_S01","Measure and classify angles","2.1.1","Hard","MCQ","How should an angle of \(168^\circ\) be classified?","acute","reflex","straight","obtuse","D","An angle of \(168^\circ\) lies in the correct classification range for obtuse.","geometry;angles;measure;classify;classification","approved_hierarchy_v1"
"QB_A02_T01_S01_013","A02","Geometry","A02_T01","Angles","A02_T01_S01","Measure and classify angles","2.1.1","Hard","MCQ","How should an angle of \(181^\circ\) be classified?","reflex","acute","right","straight","A","An angle of \(181^\circ\) lies in the correct classification range for reflex.","geometry;angles;measure;classify;classification","approved_hierarchy_v1"
"QB_A02_T01_S01_014","A02","Geometry","A02_T01","Angles","A02_T01_S01","Measure and classify angles","2.1.1","Hard","MCQ","How should an angle of \(194^\circ\) be classified?","acute","reflex","right","straight","B","An angle of \(194^\circ\) lies in the correct classification range for reflex.","geometry;angles;measure;classify;classification","approved_hierarchy_v1"
"QB_A02_T01_S01_015","A02","Geometry","A02_T01","Angles","A02_T01_S01","Measure and classify angles","2.1.1","Hard","MCQ","How should an angle of \(207^\circ\) be classified?","acute","right","reflex","straight","C","An angle of \(207^\circ\) lies in the correct classification range for reflex.","geometry;angles;measure;classify;classification","approved_hierarchy_v1"
