"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T04_S09_001","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Medium","MCQ","Which equation is in point-slope form for a line with gradient \(2\) passing through \((1,2)\)?","\(y-2=2(x-1)\)","\(y=2x+2\)","\(x-1=2(y-2)\)","\(y+2=2(x+1)\)","A","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_002","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Medium","MCQ","Which equation is in point-slope form for a line with gradient \(3\) passing through \((2,3)\)?","\(y=3x+3\)","\(y-3=3(x-2)\)","\(x-2=3(y-3)\)","\(y+3=3(x+2)\)","B","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_003","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Medium","MCQ","Which equation is in point-slope form for a line with gradient \(4\) passing through \((3,4)\)?","\(y=4x+4\)","\(x-3=4(y-4)\)","\(y-4=4(x-3)\)","\(y+4=4(x+3)\)","C","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_004","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Medium","MCQ","Which equation is in point-slope form for a line with gradient \(5\) passing through \((4,5)\)?","\(y=5x+5\)","\(x-4=5(y-5)\)","\(y+5=5(x+4)\)","\(y-5=5(x-4)\)","D","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_005","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Medium","MCQ","Which equation is in point-slope form for a line with gradient \(6\) passing through \((5,6)\)?","\(y-6=6(x-5)\)","\(y=6x+6\)","\(x-5=6(y-6)\)","\(y+6=6(x+5)\)","A","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_006","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Medium","MCQ","Which equation is in point-slope form for a line with gradient \(2\) passing through \((6,7)\)?","\(y=2x+7\)","\(y-7=2(x-6)\)","\(x-6=2(y-7)\)","\(y+7=2(x+6)\)","B","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_007","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Medium","MCQ","Which equation is in point-slope form for a line with gradient \(3\) passing through \((1,8)\)?","\(y=3x+8\)","\(x-1=3(y-8)\)","\(y-8=3(x-1)\)","\(y+8=3(x+1)\)","C","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_008","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Medium","MCQ","Which equation is in point-slope form for a line with gradient \(4\) passing through \((2,2)\)?","\(y=4x+2\)","\(x-2=4(y-2)\)","\(y+2=4(x+2)\)","\(y-2=4(x-2)\)","D","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_009","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Medium","MCQ","Which equation is in point-slope form for a line with gradient \(5\) passing through \((3,3)\)?","\(y-3=5(x-3)\)","\(y=5x+3\)","\(x-3=5(y-3)\)","\(y+3=5(x+3)\)","A","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
"QB_A02_T04_S09_010","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S09","Point slope form of a line","2.4.9","Medium","MCQ","Which equation is in point-slope form for a line with gradient \(6\) passing through \((4,4)\)?","\(y=6x+4\)","\(y-4=6(x-4)\)","\(x-4=6(y-4)\)","\(y+4=6(x+4)\)","B","Point-slope form is \(y-y_1=m(x-x_1)\).","geometry;coordinate;point;slope;form;line;point-slope","approved_hierarchy_v1"
