"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T07_S01_001","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Medium","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A compass and a straightedge","A ruler and a calculator","A protractor and a spreadsheet","A set square and graphing software only","A","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_002","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Medium","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A ruler and a calculator","A compass and a straightedge","A protractor and a spreadsheet","A set square and graphing software only","B","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_003","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Medium","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A ruler and a calculator","A protractor and a spreadsheet","A compass and a straightedge","A set square and graphing software only","C","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_004","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Medium","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A ruler and a calculator","A protractor and a spreadsheet","A set square and graphing software only","A compass and a straightedge","D","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_005","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Medium","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A compass and a straightedge","A ruler and a calculator","A protractor and a spreadsheet","A set square and graphing software only","A","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_006","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Medium","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A ruler and a calculator","A compass and a straightedge","A protractor and a spreadsheet","A set square and graphing software only","B","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_007","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Medium","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A ruler and a calculator","A protractor and a spreadsheet","A compass and a straightedge","A set square and graphing software only","C","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_008","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Medium","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A ruler and a calculator","A protractor and a spreadsheet","A set square and graphing software only","A compass and a straightedge","D","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_009","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Medium","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A compass and a straightedge","A ruler and a calculator","A protractor and a spreadsheet","A set square and graphing software only","A","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_010","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Medium","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A ruler and a calculator","A compass and a straightedge","A protractor and a spreadsheet","A set square and graphing software only","B","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_011","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Hard","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A ruler and a calculator","A protractor and a spreadsheet","A compass and a straightedge","A set square and graphing software only","C","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_012","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Hard","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A ruler and a calculator","A protractor and a spreadsheet","A set square and graphing software only","A compass and a straightedge","D","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_013","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Hard","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A compass and a straightedge","A ruler and a calculator","A protractor and a spreadsheet","A set square and graphing software only","A","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_014","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Hard","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A ruler and a calculator","A compass and a straightedge","A protractor and a spreadsheet","A set square and graphing software only","B","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_015","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Hard","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A ruler and a calculator","A protractor and a spreadsheet","A compass and a straightedge","A set square and graphing software only","C","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_016","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Hard","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A ruler and a calculator","A protractor and a spreadsheet","A set square and graphing software only","A compass and a straightedge","D","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_017","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Hard","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A compass and a straightedge","A ruler and a calculator","A protractor and a spreadsheet","A set square and graphing software only","A","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_018","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Hard","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A ruler and a calculator","A compass and a straightedge","A protractor and a spreadsheet","A set square and graphing software only","B","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
"QB_A02_T07_S01_019","A02","Geometry","A02_T07","Geometric Constructions & General Geometry","A02_T07_S01","Geometric constructions","2.7.1","Hard","MCQ","Which pair of instruments is normally used for standard Euclidean constructions?","A ruler and a calculator","A protractor and a spreadsheet","A compass and a straightedge","A set square and graphing software only","C","Classical geometric constructions use a compass and a straightedge.","geometry;geometric;constructions;general;construction;tools","approved_hierarchy_v1"
