"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T01_S06_001","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Medium","MCQ","Three angles around a point measure \(60^\circ\), \(80^\circ\), and \(40^\circ\). What is the fourth angle?","\(180^\circ\)","\(0^\circ\)","\(190^\circ\)","\(170^\circ\)","A","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_002","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Medium","MCQ","Three angles around a point measure \(66^\circ\), \(85^\circ\), and \(44^\circ\). What is the fourth angle?","\(15^\circ\)","\(165^\circ\)","\(175^\circ\)","\(155^\circ\)","B","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_003","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Medium","MCQ","Three angles around a point measure \(72^\circ\), \(90^\circ\), and \(48^\circ\). What is the fourth angle?","\(30^\circ\)","\(160^\circ\)","\(150^\circ\)","\(140^\circ\)","C","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_004","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Medium","MCQ","Three angles around a point measure \(78^\circ\), \(95^\circ\), and \(52^\circ\). What is the fourth angle?","\(45^\circ\)","\(145^\circ\)","\(125^\circ\)","\(135^\circ\)","D","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_005","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Medium","MCQ","Three angles around a point measure \(84^\circ\), \(100^\circ\), and \(56^\circ\). What is the fourth angle?","\(120^\circ\)","\(60^\circ\)","\(130^\circ\)","\(110^\circ\)","A","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_006","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Medium","MCQ","Three angles around a point measure \(90^\circ\), \(105^\circ\), and \(60^\circ\). What is the fourth angle?","\(75^\circ\)","\(105^\circ\)","\(115^\circ\)","\(95^\circ\)","B","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_007","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Medium","MCQ","Three angles around a point measure \(96^\circ\), \(110^\circ\), and \(64^\circ\). What is the fourth angle?","\(90^\circ\) ","\(100^\circ\)","\(90^\circ\)","\(80^\circ\)","C","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_008","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Medium","MCQ","Three angles around a point measure \(102^\circ\), \(80^\circ\), and \(68^\circ\). What is the fourth angle?","\(70^\circ\)","\(120^\circ\)","\(100^\circ\)","\(110^\circ\)","D","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_009","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Medium","MCQ","Three angles around a point measure \(108^\circ\), \(85^\circ\), and \(40^\circ\). What is the fourth angle?","\(127^\circ\)","\(53^\circ\)","\(137^\circ\)","\(117^\circ\)","A","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_010","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Medium","MCQ","Three angles around a point measure \(114^\circ\), \(90^\circ\), and \(44^\circ\). What is the fourth angle?","\(68^\circ\)","\(112^\circ\)","\(122^\circ\)","\(102^\circ\)","B","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_011","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Hard","MCQ","Three angles around a point measure \(60^\circ\), \(95^\circ\), and \(48^\circ\). What is the fourth angle?","\(23^\circ\)","\(167^\circ\)","\(157^\circ\)","\(147^\circ\)","C","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_012","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Hard","MCQ","Three angles around a point measure \(66^\circ\), \(100^\circ\), and \(52^\circ\). What is the fourth angle?","\(38^\circ\)","\(152^\circ\)","\(132^\circ\)","\(142^\circ\)","D","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_013","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Hard","MCQ","Three angles around a point measure \(72^\circ\), \(105^\circ\), and \(56^\circ\). What is the fourth angle?","\(127^\circ\)","\(53^\circ\)","\(137^\circ\)","\(117^\circ\)","A","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_014","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Hard","MCQ","Three angles around a point measure \(78^\circ\), \(110^\circ\), and \(60^\circ\). What is the fourth angle?","\(68^\circ\)","\(112^\circ\)","\(122^\circ\)","\(102^\circ\)","B","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_015","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Hard","MCQ","Three angles around a point measure \(84^\circ\), \(80^\circ\), and \(64^\circ\). What is the fourth angle?","\(48^\circ\)","\(142^\circ\)","\(132^\circ\)","\(122^\circ\)","C","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_016","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Hard","MCQ","Three angles around a point measure \(90^\circ\), \(85^\circ\), and \(68^\circ\). What is the fourth angle?","\(63^\circ\)","\(127^\circ\)","\(107^\circ\)","\(117^\circ\)","D","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_017","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Hard","MCQ","Three angles around a point measure \(96^\circ\), \(90^\circ\), and \(40^\circ\). What is the fourth angle?","\(134^\circ\)","\(46^\circ\)","\(144^\circ\)","\(124^\circ\)","A","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_018","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Hard","MCQ","Three angles around a point measure \(102^\circ\), \(95^\circ\), and \(44^\circ\). What is the fourth angle?","\(61^\circ\)","\(119^\circ\)","\(129^\circ\)","\(109^\circ\)","B","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_019","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Hard","MCQ","Three angles around a point measure \(108^\circ\), \(100^\circ\), and \(48^\circ\). What is the fourth angle?","\(76^\circ\)","\(114^\circ\)","\(104^\circ\)","\(94^\circ\)","C","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_020","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Hard","MCQ","Three angles around a point measure \(114^\circ\), \(105^\circ\), and \(52^\circ\). What is the fourth angle?","\(91^\circ\)","\(99^\circ\)","\(79^\circ\)","\(89^\circ\)","D","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_021","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Hard","MCQ","Three angles around a point measure \(60^\circ\), \(110^\circ\), and \(56^\circ\). What is the fourth angle?","\(134^\circ\)","\(46^\circ\)","\(144^\circ\)","\(124^\circ\)","A","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_022","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Hard","MCQ","Three angles around a point measure \(66^\circ\), \(80^\circ\), and \(60^\circ\). What is the fourth angle?","\(26^\circ\)","\(154^\circ\)","\(164^\circ\)","\(144^\circ\)","B","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_023","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Hard","MCQ","Three angles around a point measure \(72^\circ\), \(85^\circ\), and \(64^\circ\). What is the fourth angle?","\(41^\circ\)","\(149^\circ\)","\(139^\circ\)","\(129^\circ\)","C","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_024","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Hard","MCQ","Three angles around a point measure \(78^\circ\), \(90^\circ\), and \(68^\circ\). What is the fourth angle?","\(56^\circ\)","\(134^\circ\)","\(114^\circ\)","\(124^\circ\)","D","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_025","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Advanced","MCQ","Three angles around a point measure \(84^\circ\), \(95^\circ\), and \(40^\circ\). What is the fourth angle?","\(141^\circ\)","\(39^\circ\)","\(151^\circ\)","\(131^\circ\)","A","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_026","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Advanced","MCQ","Three angles around a point measure \(90^\circ\), \(100^\circ\), and \(44^\circ\). What is the fourth angle?","\(54^\circ\)","\(126^\circ\)","\(136^\circ\)","\(116^\circ\)","B","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_027","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Advanced","MCQ","Three angles around a point measure \(96^\circ\), \(105^\circ\), and \(48^\circ\). What is the fourth angle?","\(69^\circ\)","\(121^\circ\)","\(111^\circ\)","\(101^\circ\)","C","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_028","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Advanced","MCQ","Three angles around a point measure \(102^\circ\), \(110^\circ\), and \(52^\circ\). What is the fourth angle?","\(84^\circ\)","\(106^\circ\)","\(86^\circ\)","\(96^\circ\)","D","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_029","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Advanced","MCQ","Three angles around a point measure \(108^\circ\), \(80^\circ\), and \(56^\circ\). What is the fourth angle?","\(116^\circ\)","\(64^\circ\)","\(126^\circ\)","\(106^\circ\)","A","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
"QB_A02_T01_S06_030","A02","Geometry","A02_T01","Angles","A02_T01_S06","Angles at a Point","2.1.6","Advanced","MCQ","Three angles around a point measure \(114^\circ\), \(85^\circ\), and \(60^\circ\). What is the fourth angle?","\(79^\circ\)","\(101^\circ\)","\(111^\circ\)","\(91^\circ\)","B","Angles around a point sum to \(360^\circ\).","geometry;angles;at;point","approved_hierarchy_v1"
