"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T04_S11_001","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S11","Intercept form of a straight line: find the equation when given x and y","2.4.11","Medium","MCQ","A line has \(x\)-intercept \(2\) and \(y\)-intercept \(3\). Which equation is in intercept form?","\(\frac{x}{2}+\frac{y}{3}=1\)","\(\frac{x}{3}+\frac{y}{2}=1\)","\(x+y=5\)","\(y=2x+3\)","A","Intercept form is \(\frac{x}{a}+\frac{y}{b}=1\).","geometry;coordinate;intercept;form;straight;line;find;equation;intercept-form","approved_hierarchy_v1"
"QB_A02_T04_S11_002","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S11","Intercept form of a straight line: find the equation when given x and y","2.4.11","Medium","MCQ","A line has \(x\)-intercept \(3\) and \(y\)-intercept \(4\). Which equation is in intercept form?","\(\frac{x}{4}+\frac{y}{3}=1\)","\(\frac{x}{3}+\frac{y}{4}=1\)","\(x+y=7\)","\(y=3x+4\)","B","Intercept form is \(\frac{x}{a}+\frac{y}{b}=1\).","geometry;coordinate;intercept;form;straight;line;find;equation;intercept-form","approved_hierarchy_v1"
"QB_A02_T04_S11_003","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S11","Intercept form of a straight line: find the equation when given x and y","2.4.11","Medium","MCQ","A line has \(x\)-intercept \(4\) and \(y\)-intercept \(5\). Which equation is in intercept form?","\(\frac{x}{5}+\frac{y}{4}=1\)","\(x+y=9\)","\(\frac{x}{4}+\frac{y}{5}=1\)","\(y=4x+5\)","C","Intercept form is \(\frac{x}{a}+\frac{y}{b}=1\).","geometry;coordinate;intercept;form;straight;line;find;equation;intercept-form","approved_hierarchy_v1"
"QB_A02_T04_S11_004","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S11","Intercept form of a straight line: find the equation when given x and y","2.4.11","Medium","MCQ","A line has \(x\)-intercept \(5\) and \(y\)-intercept \(6\). Which equation is in intercept form?","\(\frac{x}{6}+\frac{y}{5}=1\)","\(x+y=11\)","\(y=5x+6\)","\(\frac{x}{5}+\frac{y}{6}=1\)","D","Intercept form is \(\frac{x}{a}+\frac{y}{b}=1\).","geometry;coordinate;intercept;form;straight;line;find;equation;intercept-form","approved_hierarchy_v1"
"QB_A02_T04_S11_005","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S11","Intercept form of a straight line: find the equation when given x and y","2.4.11","Medium","MCQ","A line has \(x\)-intercept \(6\) and \(y\)-intercept \(3\). Which equation is in intercept form?","\(\frac{x}{6}+\frac{y}{3}=1\)","\(\frac{x}{3}+\frac{y}{6}=1\)","\(x+y=9\)","\(y=6x+3\)","A","Intercept form is \(\frac{x}{a}+\frac{y}{b}=1\).","geometry;coordinate;intercept;form;straight;line;find;equation;intercept-form","approved_hierarchy_v1"
"QB_A02_T04_S11_006","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S11","Intercept form of a straight line: find the equation when given x and y","2.4.11","Medium","MCQ","A line has \(x\)-intercept \(2\) and \(y\)-intercept \(4\). Which equation is in intercept form?","\(\frac{x}{4}+\frac{y}{2}=1\)","\(\frac{x}{2}+\frac{y}{4}=1\)","\(x+y=6\)","\(y=2x+4\)","B","Intercept form is \(\frac{x}{a}+\frac{y}{b}=1\).","geometry;coordinate;intercept;form;straight;line;find;equation;intercept-form","approved_hierarchy_v1"
"QB_A02_T04_S11_007","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S11","Intercept form of a straight line: find the equation when given x and y","2.4.11","Medium","MCQ","A line has \(x\)-intercept \(3\) and \(y\)-intercept \(5\). Which equation is in intercept form?","\(\frac{x}{5}+\frac{y}{3}=1\)","\(x+y=8\)","\(\frac{x}{3}+\frac{y}{5}=1\)","\(y=3x+5\)","C","Intercept form is \(\frac{x}{a}+\frac{y}{b}=1\).","geometry;coordinate;intercept;form;straight;line;find;equation;intercept-form","approved_hierarchy_v1"
"QB_A02_T04_S11_008","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S11","Intercept form of a straight line: find the equation when given x and y","2.4.11","Medium","MCQ","A line has \(x\)-intercept \(4\) and \(y\)-intercept \(6\). Which equation is in intercept form?","\(\frac{x}{6}+\frac{y}{4}=1\)","\(x+y=10\)","\(y=4x+6\)","\(\frac{x}{4}+\frac{y}{6}=1\)","D","Intercept form is \(\frac{x}{a}+\frac{y}{b}=1\).","geometry;coordinate;intercept;form;straight;line;find;equation;intercept-form","approved_hierarchy_v1"
"QB_A02_T04_S11_009","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S11","Intercept form of a straight line: find the equation when given x and y","2.4.11","Medium","MCQ","A line has \(x\)-intercept \(5\) and \(y\)-intercept \(3\). Which equation is in intercept form?","\(\frac{x}{5}+\frac{y}{3}=1\)","\(\frac{x}{3}+\frac{y}{5}=1\)","\(x+y=8\)","\(y=5x+3\)","A","Intercept form is \(\frac{x}{a}+\frac{y}{b}=1\).","geometry;coordinate;intercept;form;straight;line;find;equation;intercept-form","approved_hierarchy_v1"
"QB_A02_T04_S11_010","A02","Geometry","A02_T04","Coordinate Geometry","A02_T04_S11","Intercept form of a straight line: find the equation when given x and y","2.4.11","Medium","MCQ","A line has \(x\)-intercept \(6\) and \(y\)-intercept \(4\). Which equation is in intercept form?","\(\frac{x}{4}+\frac{y}{6}=1\)","\(\frac{x}{6}+\frac{y}{4}=1\)","\(x+y=10\)","\(y=6x+4\)","B","Intercept form is \(\frac{x}{a}+\frac{y}{b}=1\).","geometry;coordinate;intercept;form;straight;line;find;equation;intercept-form","approved_hierarchy_v1"
