"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T02_S08_001","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S08","Triangle inequality theorem","2.2.8","Medium","MCQ","Which of the following could be the third side of a triangle with side lengths \(5\) and \(8\)?","\(4\)","\(3\)","\(13\)","\(14\)","A","The third side must be greater than \(3\) and less than \(13\).","geometry;triangles;congruence;triangle;inequality;theorem","approved_hierarchy_v1"
"QB_A02_T02_S08_002","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S08","Triangle inequality theorem","2.2.8","Medium","MCQ","Which of the following could be the third side of a triangle with side lengths \(6\) and \(9\)?","\(3\)","\(5\)","\(15\)","\(16\)","B","The third side must be greater than \(3\) and less than \(15\).","geometry;triangles;congruence;triangle;inequality;theorem","approved_hierarchy_v1"
"QB_A02_T02_S08_003","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S08","Triangle inequality theorem","2.2.8","Medium","MCQ","Which of the following could be the third side of a triangle with side lengths \(7\) and \(10\)?","\(3\)","\(17\)","\(6\)","\(18\)","C","The third side must be greater than \(3\) and less than \(17\).","geometry;triangles;congruence;triangle;inequality;theorem","approved_hierarchy_v1"
"QB_A02_T02_S08_004","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S08","Triangle inequality theorem","2.2.8","Medium","MCQ","Which of the following could be the third side of a triangle with side lengths \(8\) and \(11\)?","\(3\)","\(19\)","\(20\)","\(7\)","D","The third side must be greater than \(3\) and less than \(19\).","geometry;triangles;congruence;triangle;inequality;theorem","approved_hierarchy_v1"
"QB_A02_T02_S08_005","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S08","Triangle inequality theorem","2.2.8","Medium","MCQ","Which of the following could be the third side of a triangle with side lengths \(9\) and \(12\)?","\(8\)","\(3\)","\(21\)","\(22\)","A","The third side must be greater than \(3\) and less than \(21\).","geometry;triangles;congruence;triangle;inequality;theorem","approved_hierarchy_v1"
"QB_A02_T02_S08_006","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S08","Triangle inequality theorem","2.2.8","Medium","MCQ","Which of the following could be the third side of a triangle with side lengths \(10\) and \(13\)?","\(3\)","\(9\)","\(23\)","\(24\)","B","The third side must be greater than \(3\) and less than \(23\).","geometry;triangles;congruence;triangle;inequality;theorem","approved_hierarchy_v1"
"QB_A02_T02_S08_007","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S08","Triangle inequality theorem","2.2.8","Medium","MCQ","Which of the following could be the third side of a triangle with side lengths \(5\) and \(14\)?","\(9\)","\(19\)","\(16\)","\(20\)","C","The third side must be greater than \(9\) and less than \(19\).","geometry;triangles;congruence;triangle;inequality;theorem","approved_hierarchy_v1"
"QB_A02_T02_S08_008","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S08","Triangle inequality theorem","2.2.8","Medium","MCQ","Which of the following could be the third side of a triangle with side lengths \(6\) and \(8\)?","\(2\)","\(14\)","\(15\)","\(10\)","D","The third side must be greater than \(2\) and less than \(14\).","geometry;triangles;congruence;triangle;inequality;theorem","approved_hierarchy_v1"
"QB_A02_T02_S08_009","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S08","Triangle inequality theorem","2.2.8","Medium","MCQ","Which of the following could be the third side of a triangle with side lengths \(7\) and \(9\)?","\(11\)","\(2\)","\(16\)","\(17\)","A","The third side must be greater than \(2\) and less than \(16\).","geometry;triangles;congruence;triangle;inequality;theorem","approved_hierarchy_v1"
"QB_A02_T02_S08_010","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S08","Triangle inequality theorem","2.2.8","Medium","MCQ","Which of the following could be the third side of a triangle with side lengths \(8\) and \(10\)?","\(2\)","\(12\)","\(18\)","\(19\)","B","The third side must be greater than \(2\) and less than \(18\).","geometry;triangles;congruence;triangle;inequality;theorem","approved_hierarchy_v1"
"QB_A02_T02_S08_011","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S08","Triangle inequality theorem","2.2.8","Hard","MCQ","Which of the following could be the third side of a triangle with side lengths \(9\) and \(11\)?","\(2\)","\(20\)","\(13\)","\(21\)","C","The third side must be greater than \(2\) and less than \(20\).","geometry;triangles;congruence;triangle;inequality;theorem","approved_hierarchy_v1"
