"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T01_S04_001","A02","Geometry","A02_T01","Angles","A02_T01_S04","Complementary and supplementary angles","2.1.4","Medium","MCQ","Two angles are complementary. One angle is \(20^\circ\). What is the other angle?","\(70^\circ\)","\(80^\circ\)","\(60^\circ\)","\(20^\circ\)","A","Complementary angles sum to \(90^\circ\).","geometry;angles;complementary;supplementary;angle-sum","approved_hierarchy_v1"
"QB_A02_T01_S04_002","A02","Geometry","A02_T01","Angles","A02_T01_S04","Complementary and supplementary angles","2.1.4","Medium","MCQ","Two angles are supplementary. One angle is \(25^\circ\). What is the other angle?","\(165^\circ\)","\(155^\circ\)","\(145^\circ\)","\(25^\circ\)","B","Supplementary angles sum to \(180^\circ\).","geometry;angles;complementary;supplementary;angle-sum","approved_hierarchy_v1"
"QB_A02_T01_S04_003","A02","Geometry","A02_T01","Angles","A02_T01_S04","Complementary and supplementary angles","2.1.4","Medium","MCQ","Two angles are complementary. One angle is \(30^\circ\). What is the other angle?","\(70^\circ\)","\(50^\circ\)","\(60^\circ\)","\(30^\circ\)","C","Complementary angles sum to \(90^\circ\).","geometry;angles;complementary;supplementary;angle-sum","approved_hierarchy_v1"
"QB_A02_T01_S04_004","A02","Geometry","A02_T01","Angles","A02_T01_S04","Complementary and supplementary angles","2.1.4","Medium","MCQ","Two angles are supplementary. One angle is \(35^\circ\). What is the other angle?","\(155^\circ\)","\(135^\circ\)","\(35^\circ\)","\(145^\circ\)","D","Supplementary angles sum to \(180^\circ\).","geometry;angles;complementary;supplementary;angle-sum","approved_hierarchy_v1"
"QB_A02_T01_S04_005","A02","Geometry","A02_T01","Angles","A02_T01_S04","Complementary and supplementary angles","2.1.4","Medium","MCQ","Two angles are complementary. One angle is \(40^\circ\). What is the other angle?","\(50^\circ\)","\(60^\circ\)","\(40^\circ\)","\(40^\circ\) ","A","Complementary angles sum to \(90^\circ\).","geometry;angles;complementary;supplementary;angle-sum","approved_hierarchy_v1"
"QB_A02_T01_S04_006","A02","Geometry","A02_T01","Angles","A02_T01_S04","Complementary and supplementary angles","2.1.4","Medium","MCQ","Two angles are supplementary. One angle is \(45^\circ\). What is the other angle?","\(145^\circ\)","\(135^\circ\)","\(125^\circ\)","\(45^\circ\)","B","Supplementary angles sum to \(180^\circ\).","geometry;angles;complementary;supplementary;angle-sum","approved_hierarchy_v1"
"QB_A02_T01_S04_007","A02","Geometry","A02_T01","Angles","A02_T01_S04","Complementary and supplementary angles","2.1.4","Medium","MCQ","Two angles are complementary. One angle is \(50^\circ\). What is the other angle?","\(50^\circ\)","\(30^\circ\)","\(40^\circ\)","\(50^\circ\) ","C","Complementary angles sum to \(90^\circ\).","geometry;angles;complementary;supplementary;angle-sum","approved_hierarchy_v1"
"QB_A02_T01_S04_008","A02","Geometry","A02_T01","Angles","A02_T01_S04","Complementary and supplementary angles","2.1.4","Medium","MCQ","Two angles are supplementary. One angle is \(55^\circ\). What is the other angle?","\(135^\circ\)","\(115^\circ\)","\(55^\circ\)","\(125^\circ\)","D","Supplementary angles sum to \(180^\circ\).","geometry;angles;complementary;supplementary;angle-sum","approved_hierarchy_v1"
"QB_A02_T01_S04_009","A02","Geometry","A02_T01","Angles","A02_T01_S04","Complementary and supplementary angles","2.1.4","Medium","MCQ","Two angles are complementary. One angle is \(60^\circ\). What is the other angle?","\(30^\circ\)","\(40^\circ\)","\(20^\circ\)","\(60^\circ\)","A","Complementary angles sum to \(90^\circ\).","geometry;angles;complementary;supplementary;angle-sum","approved_hierarchy_v1"
"QB_A02_T01_S04_010","A02","Geometry","A02_T01","Angles","A02_T01_S04","Complementary and supplementary angles","2.1.4","Medium","MCQ","Two angles are supplementary. One angle is \(65^\circ\). What is the other angle?","\(125^\circ\)","\(115^\circ\)","\(105^\circ\)","\(65^\circ\)","B","Supplementary angles sum to \(180^\circ\).","geometry;angles;complementary;supplementary;angle-sum","approved_hierarchy_v1"
"QB_A02_T01_S04_011","A02","Geometry","A02_T01","Angles","A02_T01_S04","Complementary and supplementary angles","2.1.4","Hard","MCQ","Two angles are complementary. One angle is \(70^\circ\). What is the other angle?","\(30^\circ\)","\(10^\circ\)","\(20^\circ\)","\(70^\circ\)","C","Complementary angles sum to \(90^\circ\).","geometry;angles;complementary;supplementary;angle-sum","approved_hierarchy_v1"
