"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T05_S04_001","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_002","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_003","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_004","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_005","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_006","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_007","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(4\)","\(6\)","C","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_008","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(5\)","\(6\)","\(4\)","D","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_009","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(4\)","\(3\)","\(5\)","\(6\)","A","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
"QB_A02_T05_S04_010","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S04","Quadrilaterals","2.5.4","Medium","MCQ","How many sides does a quadrilateral have?","\(3\)","\(4\)","\(5\)","\(6\)","B","A quadrilateral is a polygon with four sides.","geometry;polygons;quadrilaterals;quadrilateral;properties","approved_hierarchy_v1"
