"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A03_T03_S02_001","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S02","Quadratic equations with factorisation","3.3.2","Medium","MCQ","Solve \(x^2 - 5x + 6 = 0\) by factorisation.","\(x=2\) or \(x=3\)","\(x=5\) or \(x=6\)","\(x=2\) only","\(x=6\) only","A","The quadratic factors as \((x-2)(x-3)=0\).","algebra;quadratic;equations;factorisation","approved_hierarchy_v1"
"QB_A03_T03_S02_002","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S02","Quadratic equations with factorisation","3.3.2","Medium","MCQ","Solve \(x^2 - 7x + 12 = 0\) by factorisation.","\(x=7\) or \(x=12\)","\(x=3\) or \(x=4\)","\(x=3\) only","\(x=12\) only","B","The quadratic factors as \((x-3)(x-4)=0\).","algebra;quadratic;equations;factorisation","approved_hierarchy_v1"
"QB_A03_T03_S02_003","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S02","Quadratic equations with factorisation","3.3.2","Medium","MCQ","Solve \(x^2 - 9x + 20 = 0\) by factorisation.","\(x=9\) or \(x=20\)","\(x=4\) only","\(x=4\) or \(x=5\)","\(x=20\) only","C","The quadratic factors as \((x-4)(x-5)=0\).","algebra;quadratic;equations;factorisation","approved_hierarchy_v1"
"QB_A03_T03_S02_004","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S02","Quadratic equations with factorisation","3.3.2","Medium","MCQ","Solve \(x^2 - 11x + 30 = 0\) by factorisation.","\(x=11\) or \(x=30\)","\(x=5\) only","\(x=30\) only","\(x=5\) or \(x=6\)","D","The quadratic factors as \((x-5)(x-6)=0\).","algebra;quadratic;equations;factorisation","approved_hierarchy_v1"
"QB_A03_T03_S02_005","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S02","Quadratic equations with factorisation","3.3.2","Medium","MCQ","Solve \(x^2 - 9x + 18 = 0\) by factorisation.","\(x=6\) or \(x=3\)","\(x=9\) or \(x=18\)","\(x=6\) only","\(x=18\) only","A","The quadratic factors as \((x-6)(x-3)=0\).","algebra;quadratic;equations;factorisation","approved_hierarchy_v1"
"QB_A03_T03_S02_006","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S02","Quadratic equations with factorisation","3.3.2","Medium","MCQ","Solve \(x^2 - 6x + 8 = 0\) by factorisation.","\(x=6\) or \(x=8\)","\(x=2\) or \(x=4\)","\(x=2\) only","\(x=8\) only","B","The quadratic factors as \((x-2)(x-4)=0\).","algebra;quadratic;equations;factorisation","approved_hierarchy_v1"
"QB_A03_T03_S02_007","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S02","Quadratic equations with factorisation","3.3.2","Medium","MCQ","Solve \(x^2 - 8x + 15 = 0\) by factorisation.","\(x=8\) or \(x=15\)","\(x=3\) only","\(x=3\) or \(x=5\)","\(x=15\) only","C","The quadratic factors as \((x-3)(x-5)=0\).","algebra;quadratic;equations;factorisation","approved_hierarchy_v1"
"QB_A03_T03_S02_008","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S02","Quadratic equations with factorisation","3.3.2","Medium","MCQ","Solve \(x^2 - 10x + 24 = 0\) by factorisation.","\(x=10\) or \(x=24\)","\(x=4\) only","\(x=24\) only","\(x=4\) or \(x=6\)","D","The quadratic factors as \((x-4)(x-6)=0\).","algebra;quadratic;equations;factorisation","approved_hierarchy_v1"
"QB_A03_T03_S02_009","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S02","Quadratic equations with factorisation","3.3.2","Medium","MCQ","Solve \(x^2 - 8x + 15 = 0\) by factorisation.","\(x=5\) or \(x=3\)","\(x=8\) or \(x=15\)","\(x=5\) only","\(x=15\) only","A","The quadratic factors as \((x-5)(x-3)=0\).","algebra;quadratic;equations;factorisation","approved_hierarchy_v1"
"QB_A03_T03_S02_010","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S02","Quadratic equations with factorisation","3.3.2","Medium","MCQ","Solve \(x^2 - 10x + 24 = 0\) by factorisation.","\(x=10\) or \(x=24\)","\(x=6\) or \(x=4\)","\(x=6\) only","\(x=24\) only","B","The quadratic factors as \((x-6)(x-4)=0\).","algebra;quadratic;equations;factorisation","approved_hierarchy_v1"
