"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A03_T03_S01_001","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S01","Introduction to quadratic equations","3.3.1","Medium","MCQ","Which equation is quadratic?","\(x^2 + 2x + 3 = 0\)","\(2x + 3 = 0\)","\(x^3 + 2 = 0\)","\(\frac{1}{x} + 2 = 0\)","A","A quadratic equation has highest power \(2\).","algebra;quadratic;equations;introduction;identify","approved_hierarchy_v1"
"QB_A03_T03_S01_002","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S01","Introduction to quadratic equations","3.3.1","Medium","MCQ","Which equation is quadratic?","\(3x + 4 = 0\)","\(x^2 + 3x + 4 = 0\)","\(x^3 + 3 = 0\)","\(\frac{1}{x} + 3 = 0\)","B","A quadratic equation has highest power \(2\).","algebra;quadratic;equations;introduction;identify","approved_hierarchy_v1"
"QB_A03_T03_S01_003","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S01","Introduction to quadratic equations","3.3.1","Medium","MCQ","Which equation is quadratic?","\(4x + 5 = 0\)","\(x^3 + 4 = 0\)","\(x^2 + 4x + 5 = 0\)","\(\frac{1}{x} + 4 = 0\)","C","A quadratic equation has highest power \(2\).","algebra;quadratic;equations;introduction;identify","approved_hierarchy_v1"
"QB_A03_T03_S01_004","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S01","Introduction to quadratic equations","3.3.1","Medium","MCQ","Which equation is quadratic?","\(5x + 6 = 0\)","\(x^3 + 5 = 0\)","\(\frac{1}{x} + 5 = 0\)","\(x^2 + 5x + 6 = 0\)","D","A quadratic equation has highest power \(2\).","algebra;quadratic;equations;introduction;identify","approved_hierarchy_v1"
"QB_A03_T03_S01_005","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S01","Introduction to quadratic equations","3.3.1","Medium","MCQ","Which equation is quadratic?","\(x^2 + 6x + 7 = 0\)","\(6x + 7 = 0\)","\(x^3 + 6 = 0\)","\(\frac{1}{x} + 6 = 0\)","A","A quadratic equation has highest power \(2\).","algebra;quadratic;equations;introduction;identify","approved_hierarchy_v1"
"QB_A03_T03_S01_006","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S01","Introduction to quadratic equations","3.3.1","Medium","MCQ","Which equation is quadratic?","\(2x + 3 = 0\)","\(x^2 + 2x + 3 = 0\)","\(x^3 + 2 = 0\)","\(\frac{1}{x} + 2 = 0\)","B","A quadratic equation has highest power \(2\).","algebra;quadratic;equations;introduction;identify","approved_hierarchy_v1"
"QB_A03_T03_S01_007","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S01","Introduction to quadratic equations","3.3.1","Medium","MCQ","Which equation is quadratic?","\(3x + 4 = 0\)","\(x^3 + 3 = 0\)","\(x^2 + 3x + 4 = 0\)","\(\frac{1}{x} + 3 = 0\)","C","A quadratic equation has highest power \(2\).","algebra;quadratic;equations;introduction;identify","approved_hierarchy_v1"
"QB_A03_T03_S01_008","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S01","Introduction to quadratic equations","3.3.1","Medium","MCQ","Which equation is quadratic?","\(4x + 5 = 0\)","\(x^3 + 4 = 0\)","\(\frac{1}{x} + 4 = 0\)","\(x^2 + 4x + 5 = 0\)","D","A quadratic equation has highest power \(2\).","algebra;quadratic;equations;introduction;identify","approved_hierarchy_v1"
"QB_A03_T03_S01_009","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S01","Introduction to quadratic equations","3.3.1","Medium","MCQ","Which equation is quadratic?","\(x^2 + 5x + 6 = 0\)","\(5x + 6 = 0\)","\(x^3 + 5 = 0\)","\(\frac{1}{x} + 5 = 0\)","A","A quadratic equation has highest power \(2\).","algebra;quadratic;equations;introduction;identify","approved_hierarchy_v1"
"QB_A03_T03_S01_010","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S01","Introduction to quadratic equations","3.3.1","Medium","MCQ","Which equation is quadratic?","\(6x + 7 = 0\)","\(x^2 + 6x + 7 = 0\)","\(x^3 + 6 = 0\)","\(\frac{1}{x} + 6 = 0\)","B","A quadratic equation has highest power \(2\).","algebra;quadratic;equations;introduction;identify","approved_hierarchy_v1"
"QB_A03_T03_S01_011","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S01","Introduction to quadratic equations","3.3.1","Hard","MCQ","Which equation is quadratic?","\(2x + 3 = 0\)","\(x^3 + 2 = 0\)","\(x^2 + 2x + 3 = 0\)","\(\frac{1}{x} + 2 = 0\)","C","A quadratic equation has highest power \(2\).","algebra;quadratic;equations;introduction;identify","approved_hierarchy_v1"
"QB_A03_T03_S01_012","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S01","Introduction to quadratic equations","3.3.1","Hard","MCQ","Which equation is quadratic?","\(3x + 4 = 0\)","\(x^3 + 3 = 0\)","\(\frac{1}{x} + 3 = 0\)","\(x^2 + 3x + 4 = 0\)","D","A quadratic equation has highest power \(2\).","algebra;quadratic;equations;introduction;identify","approved_hierarchy_v1"
"QB_A03_T03_S01_013","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S01","Introduction to quadratic equations","3.3.1","Hard","MCQ","Which equation is quadratic?","\(x^2 + 4x + 5 = 0\)","\(4x + 5 = 0\)","\(x^3 + 4 = 0\)","\(\frac{1}{x} + 4 = 0\)","A","A quadratic equation has highest power \(2\).","algebra;quadratic;equations;introduction;identify","approved_hierarchy_v1"
"QB_A03_T03_S01_014","A03","Algebra","A03_T03","Quadratic Equations","A03_T03_S01","Introduction to quadratic equations","3.3.1","Hard","MCQ","Which equation is quadratic?","\(5x + 6 = 0\)","\(x^2 + 5x + 6 = 0\)","\(x^3 + 5 = 0\)","\(\frac{1}{x} + 5 = 0\)","B","A quadratic equation has highest power \(2\).","algebra;quadratic;equations;introduction;identify","approved_hierarchy_v1"
