"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A05_T01_S01_001","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Medium","MCQ","What is the area of a rectangle with length \(6\) and width \(4\)?","\(24\)","\(10\)","\(20\)","\(30\)","A","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_002","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Medium","MCQ","What is the area of a parallelogram with base \(7\) and perpendicular height \(5\)?","\(12\)","\(35\)","\(24\)","\(42\)","B","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_003","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Medium","MCQ","What is the area of a rectangle with length \(8\) and width \(6\)?","\(14\)","\(28\)","\(48\)","\(56\)","C","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_004","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Medium","MCQ","What is the area of a parallelogram with base \(9\) and perpendicular height \(7\)?","\(16\)","\(32\)","\(72\)","\(63\)","D","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_005","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Medium","MCQ","What is the area of a rectangle with length \(10\) and width \(8\)?","\(80\)","\(18\)","\(36\)","\(90\)","A","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_006","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Medium","MCQ","What is the area of a parallelogram with base \(11\) and perpendicular height \(9\)?","\(20\)","\(99\)","\(40\)","\(110\)","B","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_007","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Medium","MCQ","What is the area of a rectangle with length \(12\) and width \(4\)?","\(16\)","\(32\)","\(48\)","\(60\)","C","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_008","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Medium","MCQ","What is the area of a parallelogram with base \(13\) and perpendicular height \(5\)?","\(18\)","\(36\)","\(78\)","\(65\)","D","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_009","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Medium","MCQ","What is the area of a rectangle with length \(6\) and width \(6\)?","\(36\)","\(12\)","\(24\)","\(42\)","A","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
"QB_A05_T01_S01_010","A05","Measurement","A05_T01","Area","A05_T01_S01","Introducing the rules for finding the area of a rectangle and a parallelogram","5.1.1","Medium","MCQ","What is the area of a parallelogram with base \(7\) and perpendicular height \(7\)?","\(14\)","\(49\)","\(28\)","\(56\)","B","Area is base times perpendicular height for both a rectangle and a parallelogram.","measurement;area;introducing;rules;finding;rectangle;parallelogram","approved_hierarchy_v1"
