"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A05_T02_S02_001","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Medium","MCQ","What is the volume of a cylinder with radius \(2\) and height \(4\)?","\(16\pi\)","\(12\pi\)","\(8\pi\)","\(18\pi\)","A","The volume of a cylinder is \(\pi r^2 h\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_002","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Medium","MCQ","What is the volume of a sphere of radius \(3\)?","\(36\pi\)","\(\frac{108}{3}\pi\)","\(27\pi\)","\(\frac{81}{4}\pi\)","B","The volume of a sphere is \(\frac{4}{3}\pi r^3\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_003","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Medium","MCQ","What is the volume of a cylinder with radius \(4\) and height \(6\)?","\(40\pi\)","\(24\pi\)","\(96\pi\)","\(100\pi\)","C","The volume of a cylinder is \(\pi r^2 h\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_004","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Medium","MCQ","What is the volume of a sphere of radius \(5\)?","\(100\pi\)","\(125\pi\)","\(\frac{375}{4}\pi\)","\(\frac{500}{3}\pi\)","D","The volume of a sphere is \(\frac{4}{3}\pi r^3\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_005","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Medium","MCQ","What is the volume of a cylinder with radius \(6\) and height \(8\)?","\(288\pi\)","\(84\pi\)","\(48\pi\)","\(294\pi\)","A","The volume of a cylinder is \(\pi r^2 h\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_006","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Medium","MCQ","What is the volume of a sphere of radius \(2\)?","\(16\pi\)","\(\frac{32}{3}\pi\)","\(8\pi\)","\(\frac{24}{4}\pi\)","B","The volume of a sphere is \(\frac{4}{3}\pi r^3\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_007","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Medium","MCQ","What is the volume of a cylinder with radius \(3\) and height \(4\)?","\(21\pi\)","\(12\pi\)","\(36\pi\)","\(39\pi\)","C","The volume of a cylinder is \(\pi r^2 h\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_008","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Medium","MCQ","What is the volume of a sphere of radius \(4\)?","\(64\pi\)","\(64\pi\) ","\(\frac{192}{4}\pi\)","\(\frac{256}{3}\pi\)","D","The volume of a sphere is \(\frac{4}{3}\pi r^3\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_009","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Medium","MCQ","What is the volume of a cylinder with radius \(5\) and height \(6\)?","\(150\pi\)","\(55\pi\)","\(30\pi\)","\(155\pi\)","A","The volume of a cylinder is \(\pi r^2 h\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_010","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Medium","MCQ","What is the volume of a sphere of radius \(6\)?","\(144\pi\)","\(\frac{864}{3}\pi\)","\(216\pi\)","\(\frac{648}{4}\pi\)","B","The volume of a sphere is \(\frac{4}{3}\pi r^3\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_011","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Hard","MCQ","What is the volume of a cylinder with radius \(2\) and height \(8\)?","\(20\pi\)","\(16\pi\)","\(32\pi\)","\(34\pi\)","C","The volume of a cylinder is \(\pi r^2 h\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_012","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Hard","MCQ","What is the volume of a sphere of radius \(3\)?","\(36\pi\)","\(27\pi\)","\(\frac{81}{4}\pi\)","\(\frac{108}{3}\pi\)","D","The volume of a sphere is \(\frac{4}{3}\pi r^3\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_013","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Hard","MCQ","What is the volume of a cylinder with radius \(4\) and height \(4\)?","\(64\pi\)","\(32\pi\)","\(16\pi\)","\(68\pi\)","A","The volume of a cylinder is \(\pi r^2 h\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_014","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Hard","MCQ","What is the volume of a sphere of radius \(5\)?","\(100\pi\)","\(\frac{500}{3}\pi\)","\(125\pi\)","\(\frac{375}{4}\pi\)","B","The volume of a sphere is \(\frac{4}{3}\pi r^3\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_015","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Hard","MCQ","What is the volume of a cylinder with radius \(6\) and height \(6\)?","\(72\pi\)","\(36\pi\)","\(216\pi\)","\(222\pi\)","C","The volume of a cylinder is \(\pi r^2 h\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_016","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Hard","MCQ","What is the volume of a sphere of radius \(2\)?","\(16\pi\)","\(8\pi\)","\(\frac{24}{4}\pi\)","\(\frac{32}{3}\pi\)","D","The volume of a sphere is \(\frac{4}{3}\pi r^3\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_017","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Hard","MCQ","What is the volume of a cylinder with radius \(3\) and height \(8\)?","\(72\pi\)","\(33\pi\)","\(24\pi\)","\(75\pi\)","A","The volume of a cylinder is \(\pi r^2 h\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_018","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Hard","MCQ","What is the volume of a sphere of radius \(4\)?","\(64\pi\)","\(\frac{256}{3}\pi\)","\(64\pi\) ","\(\frac{192}{4}\pi\)","B","The volume of a sphere is \(\frac{4}{3}\pi r^3\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_019","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Hard","MCQ","What is the volume of a cylinder with radius \(5\) and height \(4\)?","\(45\pi\)","\(20\pi\)","\(100\pi\)","\(105\pi\)","C","The volume of a cylinder is \(\pi r^2 h\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_020","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Hard","MCQ","What is the volume of a sphere of radius \(6\)?","\(144\pi\)","\(216\pi\)","\(\frac{648}{4}\pi\)","\(\frac{864}{3}\pi\)","D","The volume of a sphere is \(\frac{4}{3}\pi r^3\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_021","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Hard","MCQ","What is the volume of a cylinder with radius \(2\) and height \(6\)?","\(24\pi\)","\(16\pi\)","\(12\pi\)","\(26\pi\)","A","The volume of a cylinder is \(\pi r^2 h\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_022","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Hard","MCQ","What is the volume of a sphere of radius \(3\)?","\(36\pi\)","\(\frac{108}{3}\pi\)","\(27\pi\)","\(\frac{81}{4}\pi\)","B","The volume of a sphere is \(\frac{4}{3}\pi r^3\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_023","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Hard","MCQ","What is the volume of a cylinder with radius \(4\) and height \(8\)?","\(48\pi\)","\(32\pi\)","\(128\pi\)","\(132\pi\)","C","The volume of a cylinder is \(\pi r^2 h\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_024","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Hard","MCQ","What is the volume of a sphere of radius \(5\)?","\(100\pi\)","\(125\pi\)","\(\frac{375}{4}\pi\)","\(\frac{500}{3}\pi\)","D","The volume of a sphere is \(\frac{4}{3}\pi r^3\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_025","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Advanced","MCQ","What is the volume of a cylinder with radius \(6\) and height \(4\)?","\(144\pi\)","\(60\pi\)","\(24\pi\)","\(150\pi\)","A","The volume of a cylinder is \(\pi r^2 h\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
"QB_A05_T02_S02_026","A05","Measurement","A05_T02","Volume","A05_T02_S02","Volume of a cylinder and sphere","5.2.2","Advanced","MCQ","What is the volume of a sphere of radius \(2\)?","\(16\pi\)","\(\frac{32}{3}\pi\)","\(8\pi\)","\(\frac{24}{4}\pi\)","B","The volume of a sphere is \(\frac{4}{3}\pi r^3\).","measurement;volume;cylinder;sphere","approved_hierarchy_v1"
