"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A05_T01_S02_001","A05","Measurement","A05_T01","Area","A05_T01_S02","Finding the area of a triangle and other composite shapes","5.1.2","Medium","MCQ","What is the area of a triangle with base \(8\) and perpendicular height \(6\)?","\(24\)","\(48\)","\(14\)","\(26\)","A","The area of a triangle is \(\frac{1}{2}bh\).","measurement;area;finding;triangle;other;composite;shapes","approved_hierarchy_v1"
"QB_A05_T01_S02_002","A05","Measurement","A05_T01","Area","A05_T01_S02","Finding the area of a triangle and other composite shapes","5.1.2","Medium","MCQ","What is the area of a triangle with base \(9\) and perpendicular height \(7\)?","\(63\)","\(31\)","\(16\)","\(33\)","B","The area of a triangle is \(\frac{1}{2}bh\).","measurement;area;finding;triangle;other;composite;shapes","approved_hierarchy_v1"
"QB_A05_T01_S02_003","A05","Measurement","A05_T01","Area","A05_T01_S02","Finding the area of a triangle and other composite shapes","5.1.2","Medium","MCQ","What is the area of a triangle with base \(10\) and perpendicular height \(8\)?","\(80\)","\(18\)","\(40\)","\(42\)","C","The area of a triangle is \(\frac{1}{2}bh\).","measurement;area;finding;triangle;other;composite;shapes","approved_hierarchy_v1"
"QB_A05_T01_S02_004","A05","Measurement","A05_T01","Area","A05_T01_S02","Finding the area of a triangle and other composite shapes","5.1.2","Medium","MCQ","What is the area of a triangle with base \(11\) and perpendicular height \(9\)?","\(99\)","\(20\)","\(51\)","\(49\)","D","The area of a triangle is \(\frac{1}{2}bh\).","measurement;area;finding;triangle;other;composite;shapes","approved_hierarchy_v1"
"QB_A05_T01_S02_005","A05","Measurement","A05_T01","Area","A05_T01_S02","Finding the area of a triangle and other composite shapes","5.1.2","Medium","MCQ","What is the area of a triangle with base \(12\) and perpendicular height \(10\)?","\(60\)","\(120\)","\(22\)","\(62\)","A","The area of a triangle is \(\frac{1}{2}bh\).","measurement;area;finding;triangle;other;composite;shapes","approved_hierarchy_v1"
"QB_A05_T01_S02_006","A05","Measurement","A05_T01","Area","A05_T01_S02","Finding the area of a triangle and other composite shapes","5.1.2","Medium","MCQ","What is the area of a triangle with base \(13\) and perpendicular height \(6\)?","\(78\)","\(39\)","\(19\)","\(41\)","B","The area of a triangle is \(\frac{1}{2}bh\).","measurement;area;finding;triangle;other;composite;shapes","approved_hierarchy_v1"
"QB_A05_T01_S02_007","A05","Measurement","A05_T01","Area","A05_T01_S02","Finding the area of a triangle and other composite shapes","5.1.2","Medium","MCQ","What is the area of a triangle with base \(8\) and perpendicular height \(7\)?","\(56\)","\(15\)","\(28\)","\(30\)","C","The area of a triangle is \(\frac{1}{2}bh\).","measurement;area;finding;triangle;other;composite;shapes","approved_hierarchy_v1"
"QB_A05_T01_S02_008","A05","Measurement","A05_T01","Area","A05_T01_S02","Finding the area of a triangle and other composite shapes","5.1.2","Medium","MCQ","What is the area of a triangle with base \(9\) and perpendicular height \(8\)?","\(72\)","\(17\)","\(38\)","\(36\)","D","The area of a triangle is \(\frac{1}{2}bh\).","measurement;area;finding;triangle;other;composite;shapes","approved_hierarchy_v1"
"QB_A05_T01_S02_009","A05","Measurement","A05_T01","Area","A05_T01_S02","Finding the area of a triangle and other composite shapes","5.1.2","Medium","MCQ","What is the area of a triangle with base \(10\) and perpendicular height \(9\)?","\(45\)","\(90\)","\(19\)","\(47\)","A","The area of a triangle is \(\frac{1}{2}bh\).","measurement;area;finding;triangle;other;composite;shapes","approved_hierarchy_v1"
"QB_A05_T01_S02_010","A05","Measurement","A05_T01","Area","A05_T01_S02","Finding the area of a triangle and other composite shapes","5.1.2","Medium","MCQ","What is the area of a triangle with base \(11\) and perpendicular height \(10\)?","\(110\)","\(55\)","\(21\)","\(57\)","B","The area of a triangle is \(\frac{1}{2}bh\).","measurement;area;finding;triangle;other;composite;shapes","approved_hierarchy_v1"
