"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T02_S06_001","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S06","Proofs and congruent triangles","2.2.6","Medium","MCQ","After proving two triangles congruent, which statement can be justified next?","Corresponding parts of congruent triangles are equal","The triangles must also be similar with scale factor not equal to \(1\)","Every angle in both triangles is \(90^\circ\)","All six sides of the figure are equal","A","Once congruence is established, corresponding parts are equal.","geometry;triangles;congruence;proofs;congruent;proof","approved_hierarchy_v1"
"QB_A02_T02_S06_002","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S06","Proofs and congruent triangles","2.2.6","Medium","MCQ","After proving two triangles congruent, which statement can be justified next?","The triangles must also be similar with scale factor not equal to \(1\)","Corresponding parts of congruent triangles are equal","Every angle in both triangles is \(90^\circ\)","All six sides of the figure are equal","B","Once congruence is established, corresponding parts are equal.","geometry;triangles;congruence;proofs;congruent;proof","approved_hierarchy_v1"
"QB_A02_T02_S06_003","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S06","Proofs and congruent triangles","2.2.6","Medium","MCQ","After proving two triangles congruent, which statement can be justified next?","The triangles must also be similar with scale factor not equal to \(1\)","Every angle in both triangles is \(90^\circ\)","Corresponding parts of congruent triangles are equal","All six sides of the figure are equal","C","Once congruence is established, corresponding parts are equal.","geometry;triangles;congruence;proofs;congruent;proof","approved_hierarchy_v1"
"QB_A02_T02_S06_004","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S06","Proofs and congruent triangles","2.2.6","Medium","MCQ","After proving two triangles congruent, which statement can be justified next?","The triangles must also be similar with scale factor not equal to \(1\)","Every angle in both triangles is \(90^\circ\)","All six sides of the figure are equal","Corresponding parts of congruent triangles are equal","D","Once congruence is established, corresponding parts are equal.","geometry;triangles;congruence;proofs;congruent;proof","approved_hierarchy_v1"
"QB_A02_T02_S06_005","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S06","Proofs and congruent triangles","2.2.6","Medium","MCQ","After proving two triangles congruent, which statement can be justified next?","Corresponding parts of congruent triangles are equal","The triangles must also be similar with scale factor not equal to \(1\)","Every angle in both triangles is \(90^\circ\)","All six sides of the figure are equal","A","Once congruence is established, corresponding parts are equal.","geometry;triangles;congruence;proofs;congruent;proof","approved_hierarchy_v1"
"QB_A02_T02_S06_006","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S06","Proofs and congruent triangles","2.2.6","Medium","MCQ","After proving two triangles congruent, which statement can be justified next?","The triangles must also be similar with scale factor not equal to \(1\)","Corresponding parts of congruent triangles are equal","Every angle in both triangles is \(90^\circ\)","All six sides of the figure are equal","B","Once congruence is established, corresponding parts are equal.","geometry;triangles;congruence;proofs;congruent;proof","approved_hierarchy_v1"
"QB_A02_T02_S06_007","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S06","Proofs and congruent triangles","2.2.6","Medium","MCQ","After proving two triangles congruent, which statement can be justified next?","The triangles must also be similar with scale factor not equal to \(1\)","Every angle in both triangles is \(90^\circ\)","Corresponding parts of congruent triangles are equal","All six sides of the figure are equal","C","Once congruence is established, corresponding parts are equal.","geometry;triangles;congruence;proofs;congruent;proof","approved_hierarchy_v1"
"QB_A02_T02_S06_008","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S06","Proofs and congruent triangles","2.2.6","Medium","MCQ","After proving two triangles congruent, which statement can be justified next?","The triangles must also be similar with scale factor not equal to \(1\)","Every angle in both triangles is \(90^\circ\)","All six sides of the figure are equal","Corresponding parts of congruent triangles are equal","D","Once congruence is established, corresponding parts are equal.","geometry;triangles;congruence;proofs;congruent;proof","approved_hierarchy_v1"
"QB_A02_T02_S06_009","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S06","Proofs and congruent triangles","2.2.6","Medium","MCQ","After proving two triangles congruent, which statement can be justified next?","Corresponding parts of congruent triangles are equal","The triangles must also be similar with scale factor not equal to \(1\)","Every angle in both triangles is \(90^\circ\)","All six sides of the figure are equal","A","Once congruence is established, corresponding parts are equal.","geometry;triangles;congruence;proofs;congruent;proof","approved_hierarchy_v1"
"QB_A02_T02_S06_010","A02","Geometry","A02_T02","Triangles & Congruence","A02_T02_S06","Proofs and congruent triangles","2.2.6","Medium","MCQ","After proving two triangles congruent, which statement can be justified next?","The triangles must also be similar with scale factor not equal to \(1\)","Corresponding parts of congruent triangles are equal","Every angle in both triangles is \(90^\circ\)","All six sides of the figure are equal","B","Once congruence is established, corresponding parts are equal.","geometry;triangles;congruence;proofs;congruent;proof","approved_hierarchy_v1"
