"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T05_S08_001","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S08","Properties of the Rectangle, Square and Rhombus","2.5.8","Medium","MCQ","Which statement is always true for a square?","It is both a rectangle and a rhombus","It has exactly one pair of parallel sides","Its diagonals are never perpendicular","Its opposite sides are unequal","A","A square has four right angles and four equal sides, so it belongs to both families.","geometry;polygons;quadrilaterals;properties;rectangle;square;rhombus","approved_hierarchy_v1"
"QB_A02_T05_S08_002","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S08","Properties of the Rectangle, Square and Rhombus","2.5.8","Medium","MCQ","Which statement is always true for a square?","It has exactly one pair of parallel sides","It is both a rectangle and a rhombus","Its diagonals are never perpendicular","Its opposite sides are unequal","B","A square has four right angles and four equal sides, so it belongs to both families.","geometry;polygons;quadrilaterals;properties;rectangle;square;rhombus","approved_hierarchy_v1"
"QB_A02_T05_S08_003","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S08","Properties of the Rectangle, Square and Rhombus","2.5.8","Medium","MCQ","Which statement is always true for a square?","It has exactly one pair of parallel sides","Its diagonals are never perpendicular","It is both a rectangle and a rhombus","Its opposite sides are unequal","C","A square has four right angles and four equal sides, so it belongs to both families.","geometry;polygons;quadrilaterals;properties;rectangle;square;rhombus","approved_hierarchy_v1"
"QB_A02_T05_S08_004","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S08","Properties of the Rectangle, Square and Rhombus","2.5.8","Medium","MCQ","Which statement is always true for a square?","It has exactly one pair of parallel sides","Its diagonals are never perpendicular","Its opposite sides are unequal","It is both a rectangle and a rhombus","D","A square has four right angles and four equal sides, so it belongs to both families.","geometry;polygons;quadrilaterals;properties;rectangle;square;rhombus","approved_hierarchy_v1"
"QB_A02_T05_S08_005","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S08","Properties of the Rectangle, Square and Rhombus","2.5.8","Medium","MCQ","Which statement is always true for a square?","It is both a rectangle and a rhombus","It has exactly one pair of parallel sides","Its diagonals are never perpendicular","Its opposite sides are unequal","A","A square has four right angles and four equal sides, so it belongs to both families.","geometry;polygons;quadrilaterals;properties;rectangle;square;rhombus","approved_hierarchy_v1"
"QB_A02_T05_S08_006","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S08","Properties of the Rectangle, Square and Rhombus","2.5.8","Medium","MCQ","Which statement is always true for a square?","It has exactly one pair of parallel sides","It is both a rectangle and a rhombus","Its diagonals are never perpendicular","Its opposite sides are unequal","B","A square has four right angles and four equal sides, so it belongs to both families.","geometry;polygons;quadrilaterals;properties;rectangle;square;rhombus","approved_hierarchy_v1"
"QB_A02_T05_S08_007","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S08","Properties of the Rectangle, Square and Rhombus","2.5.8","Medium","MCQ","Which statement is always true for a square?","It has exactly one pair of parallel sides","Its diagonals are never perpendicular","It is both a rectangle and a rhombus","Its opposite sides are unequal","C","A square has four right angles and four equal sides, so it belongs to both families.","geometry;polygons;quadrilaterals;properties;rectangle;square;rhombus","approved_hierarchy_v1"
"QB_A02_T05_S08_008","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S08","Properties of the Rectangle, Square and Rhombus","2.5.8","Medium","MCQ","Which statement is always true for a square?","It has exactly one pair of parallel sides","Its diagonals are never perpendicular","Its opposite sides are unequal","It is both a rectangle and a rhombus","D","A square has four right angles and four equal sides, so it belongs to both families.","geometry;polygons;quadrilaterals;properties;rectangle;square;rhombus","approved_hierarchy_v1"
"QB_A02_T05_S08_009","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S08","Properties of the Rectangle, Square and Rhombus","2.5.8","Medium","MCQ","Which statement is always true for a square?","It is both a rectangle and a rhombus","It has exactly one pair of parallel sides","Its diagonals are never perpendicular","Its opposite sides are unequal","A","A square has four right angles and four equal sides, so it belongs to both families.","geometry;polygons;quadrilaterals;properties;rectangle;square;rhombus","approved_hierarchy_v1"
"QB_A02_T05_S08_010","A02","Geometry","A02_T05","Polygons & Quadrilaterals","A02_T05_S08","Properties of the Rectangle, Square and Rhombus","2.5.8","Medium","MCQ","Which statement is always true for a square?","It has exactly one pair of parallel sides","It is both a rectangle and a rhombus","Its diagonals are never perpendicular","Its opposite sides are unequal","B","A square has four right angles and four equal sides, so it belongs to both families.","geometry;polygons;quadrilaterals;properties;rectangle;square;rhombus","approved_hierarchy_v1"
